given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
shipboard,let,let,0,1,1
troika,let,let,0,1,1
recto,let,let,0,1,1
gloomy,let,let,0,1,1
deduct,let,let,0,1,1
theta,let,let,0,1,1
paradoxical,let,let,0,1,1
baronage,let,let,0,1,1
inkstand,let,let,0,1,1
unsupervised,let,let,0,1,1
stepmother,let,let,0,1,1
questionnaire,let,let,0,1,1
obtuse,let,let,0,1,1
atonic,let,let,0,1,1
howitzer,let,let,0,1,1
hormone,let,let,0,1,1
and,let,let,0,1,1
dot,let,let,0,1,1
fry,let,let,0,1,1
lachrymose,let,let,0,1,1
loco,let,let,0,1,1
skillful,let,let,0,1,1
douse,let,let,0,1,1
dwarf,let,let,0,1,1
bronco,let,let,0,1,1
decaying,let,let,0,1,1
streaker,let,let,0,1,1
welfare,let,let,0,1,1
grandeur,let,let,0,1,1
pumpkin,let,let,0,1,1
doormat,let,let,0,1,1
declamatory,let,let,0,1,1
football,let,let,0,1,1
unplayable,let,let,0,1,1
arbitrage,let,let,0,1,1
connectivity,let,let,0,1,1
interaction,let,let,0,1,1
refutation,let,let,0,1,1
firing,let,let,0,1,1
set,let,let,0,1,1
diuresis,let,let,0,1,1
senatorial,let,let,0,1,1
digestible,let,let,0,1,1
cad,let,let,0,1,1
ballad,let,let,0,1,1
radiogram,let,let,0,1,1
otherwise,let,let,0,1,1
people,let,let,0,1,1
testing,let,let,0,1,1
distracting,let,let,0,1,1
thriller,let,let,0,1,1
rockery,let,let,0,1,1
desperately,let,let,0,1,1
magnum,let,let,0,1,1
fireman,let,let,0,1,1
fantail,let,let,0,1,1
slobber,let,let,0,1,1
sixpence,let,let,0,1,1
vertical,let,let,0,1,1
medical,let,let,0,1,1
solution,let,let,0,1,1
vision,let,let,0,1,1
eyewitness,let,let,0,1,1
paternal,let,let,0,1,1
hideous,let,let,0,1,1
worthless,let,let,0,1,1
cleavers,let,let,0,1,1
astounding,let,let,0,1,1
taboo,let,let,0,1,1
mildew,let,let,0,1,1
eatable,let,let,0,1,1
platelet,let,let,0,1,1
ourselves,let,let,0,1,1
toenail,let,let,0,1,1
connoisseur,let,let,0,1,1
optimally,let,let,0,1,1
officially,let,let,0,1,1
visiting,let,let,0,1,1
gliding,let,let,0,1,1
denounce,let,let,0,1,1
whirl,let,let,0,1,1
devoutly,let,let,0,1,1
bunny,let,let,0,1,1
achievement,let,let,0,1,1
caraway,let,let,0,1,1
dough,let,let,0,1,1
hammerhead,let,let,0,1,1
boron,let,let,0,1,1
often,let,let,0,1,1
bejewel,let,let,0,1,1
phosphorescence,let,let,0,1,1
tire,let,let,0,1,1
wheaten,let,let,0,1,1
strawberry,let,let,0,1,1
refinish,let,let,0,1,1
stony,let,let,0,1,1
polity,let,let,0,1,1
firearm,let,let,0,1,1
freeway,let,let,0,1,1
grandpa,let,let,0,1,1
masque,let,let,0,1,1
belting,let,let,0,1,1
dropper,let,let,0,1,1
thrash,let,let,0,1,1
pound,let,let,0,1,1
unproblematic,let,let,0,1,1
disbursement,let,let,0,1,1
commissariat,let,let,0,1,1
surpass,let,let,0,1,1
ascendant,let,let,0,1,1
sidewalk,let,let,0,1,1
perpetuation,let,let,0,1,1
perspective,let,let,0,1,1
mortgagee,let,let,0,1,1
slumber,let,let,0,1,1
impermissible,let,let,0,1,1
spreadsheet,let,let,0,1,1
purity,let,let,0,1,1
