given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
disputation,ex-cerpt,ex-cerp-t,1,2,3
plasticity,ex-cerpt,ex-cerp-t,1,2,3
tormented,ex-cerpt,ex-cerp-t,1,2,3
flagellation,ex-cerpt,ex-cerp-t,1,2,3
append,ex-cerpt,ex-cerp-t,1,2,3
telegraph,ex-cerpt,ex-cerp-t,1,2,3
rebuild,ex-cerpt,ex-cerp-t,1,2,3
decile,ex-cerpt,ex-cerp-t,1,2,3
tithe,ex-cerpt,ex-cerp-t,1,2,3
uneven,ex-cerpt,ex-cerp-t,1,2,3
grits,ex-cerpt,ex-cerp-t,1,2,3
stewing,ex-cerpt,ex-cerp-t,1,2,3
unenlightening,ex-cerpt,ex-cerp-t,1,2,3
dissenter,ex-cerpt,ex-cerp-t,1,2,3
colonic,ex-cerpt,ex-cerp-t,1,2,3
pittance,ex-cerpt,ex-cerp-t,1,2,3
preferment,ex-cerpt,ex-cerp-t,1,2,3
elaborate,ex-cerpt,ex-cerp-t,1,2,3
motto,ex-cerpt,ex-cerp-t,1,2,3
coercive,ex-cerpt,ex-cerp-t,1,2,3
shifting,ex-cerpt,ex-cerp-t,1,2,3
nascent,ex-cerpt,ex-cerp-t,1,2,3
worthwhile,ex-cerpt,ex-cerp-t,1,2,3
demount,ex-cerpt,ex-cerp-t,1,2,3
latent,ex-cerpt,ex-cerp-t,1,2,3
footed,ex-cerpt,ex-cerp-t,1,2,3
bismuth,ex-cerpt,ex-cerp-t,1,2,3
elephant,ex-cerpt,ex-cerp-t,1,2,3
cyberpunk,ex-cerpt,ex-cerp-t,1,2,3
indolence,ex-cerpt,ex-cerp-t,1,2,3
epistolary,ex-cerpt,ex-cerp-t,1,2,3
expect,ex-cerpt,ex-cerp-t,1,2,3
retention,ex-cerpt,ex-cerp-t,1,2,3
thy,ex-cerpt,ex-cerp-t,1,2,3
advertise,ex-cerpt,ex-cerp-t,1,2,3
disassemble,ex-cerpt,ex-cerp-t,1,2,3
garnish,ex-cerpt,ex-cerp-t,1,2,3
exotic,ex-cerpt,ex-cerp-t,1,2,3
league,ex-cerpt,ex-cerp-t,1,2,3
wooden,ex-cerpt,ex-cerp-t,1,2,3
superstition,ex-cerpt,ex-cerp-t,1,2,3
dehorn,ex-cerpt,ex-cerp-t,1,2,3
tranquil,ex-cerpt,ex-cerp-t,1,2,3
feline,ex-cerpt,ex-cerp-t,1,2,3
crypt,ex-cerpt,ex-cerp-t,1,2,3
product,ex-cerpt,ex-cerp-t,1,2,3
hypothermia,ex-cerpt,ex-cerp-t,1,2,3
demolition,ex-cerpt,ex-cerp-t,1,2,3
pervasive,ex-cerpt,ex-cerp-t,1,2,3
brunette,ex-cerpt,ex-cerp-t,1,2,3
teenage,ex-cerpt,ex-cerp-t,1,2,3
parsimony,ex-cerpt,ex-cerp-t,1,2,3
axolotl,ex-cerpt,ex-cerp-t,1,2,3
person,ex-cerpt,ex-cerp-t,1,2,3
distended,ex-cerpt,ex-cerp-t,1,2,3
reinvest,ex-cerpt,ex-cerp-t,1,2,3
put,ex-cerpt,ex-cerp-t,1,2,3
woodwork,ex-cerpt,ex-cerp-t,1,2,3
apology,ex-cerpt,ex-cerp-t,1,2,3
fixation,ex-cerpt,ex-cerp-t,1,2,3
sushi,ex-cerpt,ex-cerp-t,1,2,3
scrawl,ex-cerpt,ex-cerp-t,1,2,3
morbidity,ex-cerpt,ex-cerp-t,1,2,3
observer,ex-cerpt,ex-cerp-t,1,2,3
guppy,ex-cerpt,ex-cerp-t,1,2,3
fugal,ex-cerpt,ex-cerp-t,1,2,3
yarn,ex-cerpt,ex-cerp-t,1,2,3
condenser,ex-cerpt,ex-cerp-t,1,2,3
applicability,ex-cerpt,ex-cerp-t,1,2,3
quadruply,ex-cerpt,ex-cerp-t,1,2,3
bigot,ex-cerpt,ex-cerp-t,1,2,3
eraser,ex-cerpt,ex-cerp-t,1,2,3
elf,ex-cerpt,ex-cerp-t,1,2,3
teaching,ex-cerpt,ex-cerp-t,1,2,3
outlive,ex-cerpt,ex-cerp-t,1,2,3
underprivileged,ex-cerpt,ex-cerp-t,1,2,3
bride,ex-cerpt,ex-cerp-t,1,2,3
segmentation,ex-cerpt,ex-cerp-t,1,2,3
contouring,ex-cerpt,ex-cerp-t,1,2,3
kitchenware,ex-cerpt,ex-cerp-t,1,2,3
duty,ex-cerpt,ex-cerp-t,1,2,3
cumbersome,ex-cerpt,ex-cerp-t,1,2,3
hyperactive,ex-cerpt,ex-cerp-t,1,2,3
heinous,ex-cerpt,ex-cerp-t,1,2,3
bulldog,ex-cerpt,ex-cerp-t,1,2,3
boiled,ex-cerpt,ex-cerp-t,1,2,3
warlock,ex-cerpt,ex-cerp-t,1,2,3
creep,ex-cerpt,ex-cerp-t,1,2,3
