given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
subcontinent,stiff-en,stiff-en,0,2,2
gremlin,stiff-en,stiff-en,0,2,2
unapologetic,stiff-en,stiff-en,0,2,2
monolithic,stiff-en,stiff-en,0,2,2
ingratiate,stiff-en,stiff-en,0,2,2
waggery,stiff-en,stiff-en,0,2,2
parabolic,stiff-en,stiff-en,0,2,2
psychotherapy,stiff-en,stiff-en,0,2,2
potion,stiff-en,stiff-en,0,2,2
rammed,stiff-en,stiff-en,0,2,2
pastoral,stiff-en,stiff-en,0,2,2
unclouded,stiff-en,stiff-en,0,2,2
cellophane,stiff-en,stiff-en,0,2,2
mucky,stiff-en,stiff-en,0,2,2
auk,stiff-en,stiff-en,0,2,2
additional,stiff-en,stiff-en,0,2,2
holiday,stiff-en,stiff-en,0,2,2
nil,stiff-en,stiff-en,0,2,2
baton,stiff-en,stiff-en,0,2,2
horrendous,stiff-en,stiff-en,0,2,2
inflate,stiff-en,stiff-en,0,2,2
uproot,stiff-en,stiff-en,0,2,2
reassurance,stiff-en,stiff-en,0,2,2
edged,stiff-en,stiff-en,0,2,2
calculator,stiff-en,stiff-en,0,2,2
unarguable,stiff-en,stiff-en,0,2,2
hood,stiff-en,stiff-en,0,2,2
worldly,stiff-en,stiff-en,0,2,2
cataclysm,stiff-en,stiff-en,0,2,2
commander,stiff-en,stiff-en,0,2,2
buttock,stiff-en,stiff-en,0,2,2
satanism,stiff-en,stiff-en,0,2,2
victor,stiff-en,stiff-en,0,2,2
candle,stiff-en,stiff-en,0,2,2
misgiving,stiff-en,stiff-en,0,2,2
melee,stiff-en,stiff-en,0,2,2
islet,stiff-en,stiff-en,0,2,2
minefield,stiff-en,stiff-en,0,2,2
uniformly,stiff-en,stiff-en,0,2,2
frock,stiff-en,stiff-en,0,2,2
recombinant,stiff-en,stiff-en,0,2,2
precipitous,stiff-en,stiff-en,0,2,2
heaviness,stiff-en,stiff-en,0,2,2
descend,stiff-en,stiff-en,0,2,2
ingrown,stiff-en,stiff-en,0,2,2
shortly,stiff-en,stiff-en,0,2,2
upsurge,stiff-en,stiff-en,0,2,2
outsell,stiff-en,stiff-en,0,2,2
venturer,stiff-en,stiff-en,0,2,2
carbide,stiff-en,stiff-en,0,2,2
chamomile,stiff-en,stiff-en,0,2,2
magnificent,stiff-en,stiff-en,0,2,2
barbed,stiff-en,stiff-en,0,2,2
institute,stiff-en,stiff-en,0,2,2
ally,stiff-en,stiff-en,0,2,2
commanding,stiff-en,stiff-en,0,2,2
seek,stiff-en,stiff-en,0,2,2
renovation,stiff-en,stiff-en,0,2,2
unconscionable,stiff-en,stiff-en,0,2,2
passing,stiff-en,stiff-en,0,2,2
prospective,stiff-en,stiff-en,0,2,2
brainwave,stiff-en,stiff-en,0,2,2
jackboot,stiff-en,stiff-en,0,2,2
registrar,stiff-en,stiff-en,0,2,2
skull,stiff-en,stiff-en,0,2,2
avens,stiff-en,stiff-en,0,2,2
reflation,stiff-en,stiff-en,0,2,2
compositor,stiff-en,stiff-en,0,2,2
grasp,stiff-en,stiff-en,0,2,2
languid,stiff-en,stiff-en,0,2,2
tog,stiff-en,stiff-en,0,2,2
graphically,stiff-en,stiff-en,0,2,2
intemperance,stiff-en,stiff-en,0,2,2
enlace,stiff-en,stiff-en,0,2,2
vet,stiff-en,stiff-en,0,2,2
arrogantly,stiff-en,stiff-en,0,2,2
simulate,stiff-en,stiff-en,0,2,2
unclad,stiff-en,stiff-en,0,2,2
implausible,stiff-en,stiff-en,0,2,2
gape,stiff-en,stiff-en,0,2,2
apathetic,stiff-en,stiff-en,0,2,2
quintessentially,stiff-en,stiff-en,0,2,2
shadow,stiff-en,stiff-en,0,2,2
imitative,stiff-en,stiff-en,0,2,2
choline,stiff-en,stiff-en,0,2,2
startlingly,stiff-en,stiff-en,0,2,2
ponce,stiff-en,stiff-en,0,2,2
layout,stiff-en,stiff-en,0,2,2
require,stiff-en,stiff-en,0,2,2
constructor,stiff-en,stiff-en,0,2,2
masterfully,stiff-en,stiff-en,0,2,2
phenomenon,stiff-en,stiff-en,0,2,2
moo,stiff-en,stiff-en,0,2,2
metempsychosis,stiff-en,stiff-en,0,2,2
dropped,stiff-en,stiff-en,0,2,2
monomolecular,stiff-en,stiff-en,0,2,2
moped,stiff-en,stiff-en,0,2,2
armrest,stiff-en,stiff-en,0,2,2
threadbare,stiff-en,stiff-en,0,2,2
interference,stiff-en,stiff-en,0,2,2
delict,stiff-en,stiff-en,0,2,2
welcoming,stiff-en,stiff-en,0,2,2
tikka,stiff-en,stiff-en,0,2,2
divinity,stiff-en,stiff-en,0,2,2
hippy,stiff-en,stiff-en,0,2,2
faraway,stiff-en,stiff-en,0,2,2
lob,stiff-en,stiff-en,0,2,2
mediocre,stiff-en,stiff-en,0,2,2
polled,stiff-en,stiff-en,0,2,2
scalene,stiff-en,stiff-en,0,2,2
exegesis,stiff-en,stiff-en,0,2,2
fire,stiff-en,stiff-en,0,2,2
necropolis,stiff-en,stiff-en,0,2,2
uncontroversial,stiff-en,stiff-en,0,2,2
definitely,stiff-en,stiff-en,0,2,2
insole,stiff-en,stiff-en,0,2,2
deceased,stiff-en,stiff-en,0,2,2
regularity,stiff-en,stiff-en,0,2,2
schema,stiff-en,stiff-en,0,2,2
