given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
crawler,no-vem-ber,no-v-em-ber,1,3,4
frictionless,no-vem-ber,no-v-em-ber,1,3,4
quinine,no-vem-ber,no-v-em-ber,1,3,4
prise,no-vem-ber,no-v-em-ber,1,3,4
cowardly,no-vem-ber,no-v-em-ber,1,3,4
grim,no-vem-ber,no-v-em-ber,1,3,4
understand,no-vem-ber,no-v-em-ber,1,3,4
wheelbarrow,no-vem-ber,no-v-em-ber,1,3,4
manhole,no-vem-ber,no-v-em-ber,1,3,4
mobility,no-vem-ber,no-v-em-ber,1,3,4
polluter,no-vem-ber,no-v-em-ber,1,3,4
superficiality,no-vem-ber,no-v-em-ber,1,3,4
fussy,no-vem-ber,no-v-em-ber,1,3,4
salubrious,no-vem-ber,no-v-em-ber,1,3,4
batman,no-vem-ber,no-v-em-ber,1,3,4
uncountable,no-vem-ber,no-v-em-ber,1,3,4
aid,no-vem-ber,no-v-em-ber,1,3,4
transmogrify,no-vem-ber,no-v-em-ber,1,3,4
flounder,no-vem-ber,no-v-em-ber,1,3,4
ectoplasm,no-vem-ber,no-v-em-ber,1,3,4
vex,no-vem-ber,no-v-em-ber,1,3,4
reapply,no-vem-ber,no-v-em-ber,1,3,4
cosmetic,no-vem-ber,no-v-em-ber,1,3,4
stuntman,no-vem-ber,no-v-em-ber,1,3,4
distended,no-vem-ber,no-v-em-ber,1,3,4
cessation,no-vem-ber,no-v-em-ber,1,3,4
underbelly,no-vem-ber,no-v-em-ber,1,3,4
lemma,no-vem-ber,no-v-em-ber,1,3,4
frolicsome,no-vem-ber,no-v-em-ber,1,3,4
multiplication,no-vem-ber,no-v-em-ber,1,3,4
dissolve,no-vem-ber,no-v-em-ber,1,3,4
condor,no-vem-ber,no-v-em-ber,1,3,4
clarify,no-vem-ber,no-v-em-ber,1,3,4
heel,no-vem-ber,no-v-em-ber,1,3,4
proxy,no-vem-ber,no-v-em-ber,1,3,4
patient,no-vem-ber,no-v-em-ber,1,3,4
impingement,no-vem-ber,no-v-em-ber,1,3,4
drawer,no-vem-ber,no-v-em-ber,1,3,4
barrack,no-vem-ber,no-v-em-ber,1,3,4
perpetual,no-vem-ber,no-v-em-ber,1,3,4
speedboat,no-vem-ber,no-v-em-ber,1,3,4
smudge,no-vem-ber,no-v-em-ber,1,3,4
voile,no-vem-ber,no-v-em-ber,1,3,4
clap,no-vem-ber,no-v-em-ber,1,3,4
outstay,no-vem-ber,no-v-em-ber,1,3,4
easy,no-vem-ber,no-v-em-ber,1,3,4
belligerent,no-vem-ber,no-v-em-ber,1,3,4
keenness,no-vem-ber,no-v-em-ber,1,3,4
bedded,no-vem-ber,no-v-em-ber,1,3,4
sander,no-vem-ber,no-v-em-ber,1,3,4
hydraulics,no-vem-ber,no-v-em-ber,1,3,4
hawk,no-vem-ber,no-v-em-ber,1,3,4
carnal,no-vem-ber,no-v-em-ber,1,3,4
delimit,no-vem-ber,no-v-em-ber,1,3,4
immobile,no-vem-ber,no-v-em-ber,1,3,4
string,no-vem-ber,no-v-em-ber,1,3,4
fir,no-vem-ber,no-v-em-ber,1,3,4
imperative,no-vem-ber,no-v-em-ber,1,3,4
fin,no-vem-ber,no-v-em-ber,1,3,4
interdenominational,no-vem-ber,no-v-em-ber,1,3,4
patisserie,no-vem-ber,no-v-em-ber,1,3,4
