given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
answerable,bar-ri-er,bar-ri-er,0,3,3
twinned,bar-ri-er,bar-ri-er,0,3,3
lest,bar-ri-er,bar-ri-er,0,3,3
active,bar-ri-er,bar-ri-er,0,3,3
demo,bar-ri-er,bar-ri-er,0,3,3
schoolmaster,bar-ri-er,bar-ri-er,0,3,3
perplexing,bar-ri-er,bar-ri-er,0,3,3
lazuli,bar-ri-er,bar-ri-er,0,3,3
curvilinear,bar-ri-er,bar-ri-er,0,3,3
shallot,bar-ri-er,bar-ri-er,0,3,3
loincloth,bar-ri-er,bar-ri-er,0,3,3
responsiveness,bar-ri-er,bar-ri-er,0,3,3
primal,bar-ri-er,bar-ri-er,0,3,3
application,bar-ri-er,bar-ri-er,0,3,3
shale,bar-ri-er,bar-ri-er,0,3,3
silvered,bar-ri-er,bar-ri-er,0,3,3
howitzer,bar-ri-er,bar-ri-er,0,3,3
aright,bar-ri-er,bar-ri-er,0,3,3
greengrocer,bar-ri-er,bar-ri-er,0,3,3
cyclist,bar-ri-er,bar-ri-er,0,3,3
sensationalist,bar-ri-er,bar-ri-er,0,3,3
comprise,bar-ri-er,bar-ri-er,0,3,3
arguable,bar-ri-er,bar-ri-er,0,3,3
thirsty,bar-ri-er,bar-ri-er,0,3,3
snoop,bar-ri-er,bar-ri-er,0,3,3
tarry,bar-ri-er,bar-ri-er,0,3,3
conga,bar-ri-er,bar-ri-er,0,3,3
regurgitate,bar-ri-er,bar-ri-er,0,3,3
habituation,bar-ri-er,bar-ri-er,0,3,3
ski,bar-ri-er,bar-ri-er,0,3,3
rho,bar-ri-er,bar-ri-er,0,3,3
geyser,bar-ri-er,bar-ri-er,0,3,3
wordplay,bar-ri-er,bar-ri-er,0,3,3
biodiversity,bar-ri-er,bar-ri-er,0,3,3
underdeveloped,bar-ri-er,bar-ri-er,0,3,3
investiture,bar-ri-er,bar-ri-er,0,3,3
cusp,bar-ri-er,bar-ri-er,0,3,3
