given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
possessor,ber-yl,beryl,1,2,1
trickster,ber-yl,beryl,1,2,1
sonar,ber-yl,beryl,1,2,1
why,ber-yl,beryl,1,2,1
palatal,ber-yl,beryl,1,2,1
sedge,ber-yl,beryl,1,2,1
blaze,ber-yl,beryl,1,2,1
undesirable,ber-yl,beryl,1,2,1
wondrous,ber-yl,beryl,1,2,1
clitoral,ber-yl,beryl,1,2,1
dragonfly,ber-yl,beryl,1,2,1
doubting,ber-yl,beryl,1,2,1
observation,ber-yl,beryl,1,2,1
bedevil,ber-yl,beryl,1,2,1
ewe,ber-yl,beryl,1,2,1
spotless,ber-yl,beryl,1,2,1
avidity,ber-yl,beryl,1,2,1
sentry,ber-yl,beryl,1,2,1
rusty,ber-yl,beryl,1,2,1
fixate,ber-yl,beryl,1,2,1
psychiatric,ber-yl,beryl,1,2,1
hewer,ber-yl,beryl,1,2,1
recheck,ber-yl,beryl,1,2,1
application,ber-yl,beryl,1,2,1
uptown,ber-yl,beryl,1,2,1
reclassify,ber-yl,beryl,1,2,1
unspent,ber-yl,beryl,1,2,1
reclaim,ber-yl,beryl,1,2,1
he,ber-yl,beryl,1,2,1
weightlessness,ber-yl,beryl,1,2,1
moonrise,ber-yl,beryl,1,2,1
painfully,ber-yl,beryl,1,2,1
tuneful,ber-yl,beryl,1,2,1
pro,ber-yl,beryl,1,2,1
governance,ber-yl,beryl,1,2,1
decide,ber-yl,beryl,1,2,1
sprayer,ber-yl,beryl,1,2,1
deliverable,ber-yl,beryl,1,2,1
disastrously,ber-yl,beryl,1,2,1
subsequently,ber-yl,beryl,1,2,1
precocious,ber-yl,beryl,1,2,1
mill,ber-yl,beryl,1,2,1
virtuous,ber-yl,beryl,1,2,1
usable,ber-yl,beryl,1,2,1
nougat,ber-yl,beryl,1,2,1
until,ber-yl,beryl,1,2,1
circumspect,ber-yl,beryl,1,2,1
goblet,ber-yl,beryl,1,2,1
gusty,ber-yl,beryl,1,2,1
vernacular,ber-yl,beryl,1,2,1
buccaneer,ber-yl,beryl,1,2,1
stalactite,ber-yl,beryl,1,2,1
eugenics,ber-yl,beryl,1,2,1
overwhelm,ber-yl,beryl,1,2,1
pent,ber-yl,beryl,1,2,1
unchartered,ber-yl,beryl,1,2,1
prelate,ber-yl,beryl,1,2,1
wigeon,ber-yl,beryl,1,2,1
connective,ber-yl,beryl,1,2,1
sojourn,ber-yl,beryl,1,2,1
garbage,ber-yl,beryl,1,2,1
housebreaking,ber-yl,beryl,1,2,1
miser,ber-yl,beryl,1,2,1
passant,ber-yl,beryl,1,2,1
counterpart,ber-yl,beryl,1,2,1
reimpose,ber-yl,beryl,1,2,1
arms,ber-yl,beryl,1,2,1
dereliction,ber-yl,beryl,1,2,1
rubicon,ber-yl,beryl,1,2,1
telegraphic,ber-yl,beryl,1,2,1
divide,ber-yl,beryl,1,2,1
aura,ber-yl,beryl,1,2,1
terrible,ber-yl,beryl,1,2,1
debugger,ber-yl,beryl,1,2,1
relegation,ber-yl,beryl,1,2,1
business,ber-yl,beryl,1,2,1
cashless,ber-yl,beryl,1,2,1
ria,ber-yl,beryl,1,2,1
differently,ber-yl,beryl,1,2,1
congeal,ber-yl,beryl,1,2,1
sledging,ber-yl,beryl,1,2,1
duality,ber-yl,beryl,1,2,1
drawn,ber-yl,beryl,1,2,1
scrapbook,ber-yl,beryl,1,2,1
barter,ber-yl,beryl,1,2,1
periodical,ber-yl,beryl,1,2,1
staged,ber-yl,beryl,1,2,1
uncanny,ber-yl,beryl,1,2,1
kingfisher,ber-yl,beryl,1,2,1
unregenerate,ber-yl,beryl,1,2,1
chemist,ber-yl,beryl,1,2,1
schooling,ber-yl,beryl,1,2,1
perk,ber-yl,beryl,1,2,1
commit,ber-yl,beryl,1,2,1
stalker,ber-yl,beryl,1,2,1
charge,ber-yl,beryl,1,2,1
peregrine,ber-yl,beryl,1,2,1
marten,ber-yl,beryl,1,2,1
misconception,ber-yl,beryl,1,2,1
troll,ber-yl,beryl,1,2,1
energetic,ber-yl,beryl,1,2,1
freelance,ber-yl,beryl,1,2,1
shorty,ber-yl,beryl,1,2,1
mechanics,ber-yl,beryl,1,2,1
cuddly,ber-yl,beryl,1,2,1
wear,ber-yl,beryl,1,2,1
welfare,ber-yl,beryl,1,2,1
bay,ber-yl,beryl,1,2,1
simmer,ber-yl,beryl,1,2,1
blab,ber-yl,beryl,1,2,1
delate,ber-yl,beryl,1,2,1
disjoint,ber-yl,beryl,1,2,1
