given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
sledgehammer,toil,toil,0,1,1
frivolity,toil,toil,0,1,1
virtue,toil,toil,0,1,1
scorn,toil,toil,0,1,1
yellowed,toil,toil,0,1,1
freight,toil,toil,0,1,1
point,toil,toil,0,1,1
eider,toil,toil,0,1,1
coronary,toil,toil,0,1,1
mystique,toil,toil,0,1,1
axial,toil,toil,0,1,1
kilohertz,toil,toil,0,1,1
wrong,toil,toil,0,1,1
rout,toil,toil,0,1,1
thudding,toil,toil,0,1,1
soberly,toil,toil,0,1,1
weird,toil,toil,0,1,1
clothe,toil,toil,0,1,1
gasify,toil,toil,0,1,1
tachyon,toil,toil,0,1,1
rejoicing,toil,toil,0,1,1
elude,toil,toil,0,1,1
intending,toil,toil,0,1,1
perpetuity,toil,toil,0,1,1
cloudscape,toil,toil,0,1,1
glib,toil,toil,0,1,1
pig,toil,toil,0,1,1
lid,toil,toil,0,1,1
skipper,toil,toil,0,1,1
intimidate,toil,toil,0,1,1
eyewash,toil,toil,0,1,1
bidding,toil,toil,0,1,1
tedium,toil,toil,0,1,1
arbitrariness,toil,toil,0,1,1
date,toil,toil,0,1,1
promptly,toil,toil,0,1,1
worship,toil,toil,0,1,1
ceasefire,toil,toil,0,1,1
socioeconomic,toil,toil,0,1,1
stardust,toil,toil,0,1,1
dandy,toil,toil,0,1,1
freeway,toil,toil,0,1,1
undeserving,toil,toil,0,1,1
unworkable,toil,toil,0,1,1
pubescent,toil,toil,0,1,1
horrendous,toil,toil,0,1,1
discernible,toil,toil,0,1,1
maladroit,toil,toil,0,1,1
hopelessly,toil,toil,0,1,1
pelt,toil,toil,0,1,1
scrutiny,toil,toil,0,1,1
stiletto,toil,toil,0,1,1
rehash,toil,toil,0,1,1
integrative,toil,toil,0,1,1
euphemistically,toil,toil,0,1,1
knapsack,toil,toil,0,1,1
justified,toil,toil,0,1,1
truth,toil,toil,0,1,1
testing,toil,toil,0,1,1
liberate,toil,toil,0,1,1
tried,toil,toil,0,1,1
intercity,toil,toil,0,1,1
bivalve,toil,toil,0,1,1
longingly,toil,toil,0,1,1
stoked,toil,toil,0,1,1
reflector,toil,toil,0,1,1
missus,toil,toil,0,1,1
sightly,toil,toil,0,1,1
presidium,toil,toil,0,1,1
dumfounding,toil,toil,0,1,1
boneless,toil,toil,0,1,1
ashore,toil,toil,0,1,1
structuralism,toil,toil,0,1,1
unsteady,toil,toil,0,1,1
lust,toil,toil,0,1,1
vat,toil,toil,0,1,1
insure,toil,toil,0,1,1
steadfastly,toil,toil,0,1,1
unobservant,toil,toil,0,1,1
powerhouse,toil,toil,0,1,1
mirror,toil,toil,0,1,1
validly,toil,toil,0,1,1
reprobate,toil,toil,0,1,1
syntax,toil,toil,0,1,1
ulcerous,toil,toil,0,1,1
unification,toil,toil,0,1,1
debut,toil,toil,0,1,1
conjunction,toil,toil,0,1,1
sonny,toil,toil,0,1,1
unprovoked,toil,toil,0,1,1
plaintive,toil,toil,0,1,1
obsolescent,toil,toil,0,1,1
commodore,toil,toil,0,1,1
apathy,toil,toil,0,1,1
copse,toil,toil,0,1,1
lassie,toil,toil,0,1,1
pouting,toil,toil,0,1,1
grenade,toil,toil,0,1,1
antistatic,toil,toil,0,1,1
bombed,toil,toil,0,1,1
flannelette,toil,toil,0,1,1
preen,toil,toil,0,1,1
elimination,toil,toil,0,1,1
prostitution,toil,toil,0,1,1
military,toil,toil,0,1,1
attachment,toil,toil,0,1,1
unemotional,toil,toil,0,1,1
betting,toil,toil,0,1,1
arbitration,toil,toil,0,1,1
after,toil,toil,0,1,1
distillation,toil,toil,0,1,1
pence,toil,toil,0,1,1
odds,toil,toil,0,1,1
malt,toil,toil,0,1,1
expropriate,toil,toil,0,1,1
hero,toil,toil,0,1,1
dam,toil,toil,0,1,1
debenture,toil,toil,0,1,1
pageantry,toil,toil,0,1,1
curtsy,toil,toil,0,1,1
noble,toil,toil,0,1,1
scattering,toil,toil,0,1,1
gasket,toil,toil,0,1,1
inhibit,toil,toil,0,1,1
vicarious,toil,toil,0,1,1
fiscal,toil,toil,0,1,1
corkage,toil,toil,0,1,1
watermelon,toil,toil,0,1,1
troika,toil,toil,0,1,1
unsettled,toil,toil,0,1,1
drop,toil,toil,0,1,1
degeneracy,toil,toil,0,1,1
wearing,toil,toil,0,1,1
indubitable,toil,toil,0,1,1
cheerfulness,toil,toil,0,1,1
filibuster,toil,toil,0,1,1
crank,toil,toil,0,1,1
disquieting,toil,toil,0,1,1
triumphalism,toil,toil,0,1,1
exert,toil,toil,0,1,1
headwork,toil,toil,0,1,1
efficacy,toil,toil,0,1,1
shoal,toil,toil,0,1,1
gain,toil,toil,0,1,1
necessitate,toil,toil,0,1,1
