given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
backless,per-func-to-ry,per-func-to-ry,0,4,4
imminent,per-func-to-ry,per-func-to-ry,0,4,4
invade,per-func-to-ry,per-func-to-ry,0,4,4
sonic,per-func-to-ry,per-func-to-ry,0,4,4
orphanage,per-func-to-ry,per-func-to-ry,0,4,4
ephemera,per-func-to-ry,per-func-to-ry,0,4,4
handy,per-func-to-ry,per-func-to-ry,0,4,4
biographical,per-func-to-ry,per-func-to-ry,0,4,4
noun,per-func-to-ry,per-func-to-ry,0,4,4
tarot,per-func-to-ry,per-func-to-ry,0,4,4
rude,per-func-to-ry,per-func-to-ry,0,4,4
background,per-func-to-ry,per-func-to-ry,0,4,4
irresponsible,per-func-to-ry,per-func-to-ry,0,4,4
isotopic,per-func-to-ry,per-func-to-ry,0,4,4
winning,per-func-to-ry,per-func-to-ry,0,4,4
unserviceable,per-func-to-ry,per-func-to-ry,0,4,4
mistake,per-func-to-ry,per-func-to-ry,0,4,4
sycophantic,per-func-to-ry,per-func-to-ry,0,4,4
midday,per-func-to-ry,per-func-to-ry,0,4,4
woe,per-func-to-ry,per-func-to-ry,0,4,4
luxuriant,per-func-to-ry,per-func-to-ry,0,4,4
needlework,per-func-to-ry,per-func-to-ry,0,4,4
epitome,per-func-to-ry,per-func-to-ry,0,4,4
consumer,per-func-to-ry,per-func-to-ry,0,4,4
aphrodisiac,per-func-to-ry,per-func-to-ry,0,4,4
contravention,per-func-to-ry,per-func-to-ry,0,4,4
comradeship,per-func-to-ry,per-func-to-ry,0,4,4
kebab,per-func-to-ry,per-func-to-ry,0,4,4
relict,per-func-to-ry,per-func-to-ry,0,4,4
inconsiderable,per-func-to-ry,per-func-to-ry,0,4,4
coxed,per-func-to-ry,per-func-to-ry,0,4,4
creditworthiness,per-func-to-ry,per-func-to-ry,0,4,4
hearing,per-func-to-ry,per-func-to-ry,0,4,4
plaice,per-func-to-ry,per-func-to-ry,0,4,4
detractor,per-func-to-ry,per-func-to-ry,0,4,4
brazenly,per-func-to-ry,per-func-to-ry,0,4,4
elegantly,per-func-to-ry,per-func-to-ry,0,4,4
mitigation,per-func-to-ry,per-func-to-ry,0,4,4
pottery,per-func-to-ry,per-func-to-ry,0,4,4
basketry,per-func-to-ry,per-func-to-ry,0,4,4
impaction,per-func-to-ry,per-func-to-ry,0,4,4
seizure,per-func-to-ry,per-func-to-ry,0,4,4
inferiority,per-func-to-ry,per-func-to-ry,0,4,4
panting,per-func-to-ry,per-func-to-ry,0,4,4
variegated,per-func-to-ry,per-func-to-ry,0,4,4
sponsorship,per-func-to-ry,per-func-to-ry,0,4,4
crowbar,per-func-to-ry,per-func-to-ry,0,4,4
cod,per-func-to-ry,per-func-to-ry,0,4,4
unsustainable,per-func-to-ry,per-func-to-ry,0,4,4
skit,per-func-to-ry,per-func-to-ry,0,4,4
partially,per-func-to-ry,per-func-to-ry,0,4,4
ganglion,per-func-to-ry,per-func-to-ry,0,4,4
unregarded,per-func-to-ry,per-func-to-ry,0,4,4
lurking,per-func-to-ry,per-func-to-ry,0,4,4
drown,per-func-to-ry,per-func-to-ry,0,4,4
manageress,per-func-to-ry,per-func-to-ry,0,4,4
campsite,per-func-to-ry,per-func-to-ry,0,4,4
blessedness,per-func-to-ry,per-func-to-ry,0,4,4
morrow,per-func-to-ry,per-func-to-ry,0,4,4
directness,per-func-to-ry,per-func-to-ry,0,4,4
machinist,per-func-to-ry,per-func-to-ry,0,4,4
policewoman,per-func-to-ry,per-func-to-ry,0,4,4
mar,per-func-to-ry,per-func-to-ry,0,4,4
decouple,per-func-to-ry,per-func-to-ry,0,4,4
duke,per-func-to-ry,per-func-to-ry,0,4,4
wildly,per-func-to-ry,per-func-to-ry,0,4,4
souffle,per-func-to-ry,per-func-to-ry,0,4,4
bitterly,per-func-to-ry,per-func-to-ry,0,4,4
caviar,per-func-to-ry,per-func-to-ry,0,4,4
impish,per-func-to-ry,per-func-to-ry,0,4,4
latch,per-func-to-ry,per-func-to-ry,0,4,4
penitentiary,per-func-to-ry,per-func-to-ry,0,4,4
doer,per-func-to-ry,per-func-to-ry,0,4,4
slapstick,per-func-to-ry,per-func-to-ry,0,4,4
squarely,per-func-to-ry,per-func-to-ry,0,4,4
currently,per-func-to-ry,per-func-to-ry,0,4,4
moment,per-func-to-ry,per-func-to-ry,0,4,4
remit,per-func-to-ry,per-func-to-ry,0,4,4
digit,per-func-to-ry,per-func-to-ry,0,4,4
dribble,per-func-to-ry,per-func-to-ry,0,4,4
lasting,per-func-to-ry,per-func-to-ry,0,4,4
incontinence,per-func-to-ry,per-func-to-ry,0,4,4
heal,per-func-to-ry,per-func-to-ry,0,4,4
baptism,per-func-to-ry,per-func-to-ry,0,4,4
flamboyance,per-func-to-ry,per-func-to-ry,0,4,4
frightful,per-func-to-ry,per-func-to-ry,0,4,4
extradition,per-func-to-ry,per-func-to-ry,0,4,4
coquette,per-func-to-ry,per-func-to-ry,0,4,4
welcoming,per-func-to-ry,per-func-to-ry,0,4,4
tactician,per-func-to-ry,per-func-to-ry,0,4,4
franchise,per-func-to-ry,per-func-to-ry,0,4,4
revolted,per-func-to-ry,per-func-to-ry,0,4,4
idolatry,per-func-to-ry,per-func-to-ry,0,4,4
predetermine,per-func-to-ry,per-func-to-ry,0,4,4
exciton,per-func-to-ry,per-func-to-ry,0,4,4
kaftan,per-func-to-ry,per-func-to-ry,0,4,4
sponsor,per-func-to-ry,per-func-to-ry,0,4,4
incarnate,per-func-to-ry,per-func-to-ry,0,4,4
testamentary,per-func-to-ry,per-func-to-ry,0,4,4
especially,per-func-to-ry,per-func-to-ry,0,4,4
clement,per-func-to-ry,per-func-to-ry,0,4,4
posting,per-func-to-ry,per-func-to-ry,0,4,4
authoring,per-func-to-ry,per-func-to-ry,0,4,4
sculpture,per-func-to-ry,per-func-to-ry,0,4,4
uninspiring,per-func-to-ry,per-func-to-ry,0,4,4
selectee,per-func-to-ry,per-func-to-ry,0,4,4
porphyry,per-func-to-ry,per-func-to-ry,0,4,4
deferential,per-func-to-ry,per-func-to-ry,0,4,4
martyrdom,per-func-to-ry,per-func-to-ry,0,4,4
reconciliation,per-func-to-ry,per-func-to-ry,0,4,4
gap,per-func-to-ry,per-func-to-ry,0,4,4
slashing,per-func-to-ry,per-func-to-ry,0,4,4
collapse,per-func-to-ry,per-func-to-ry,0,4,4
transonic,per-func-to-ry,per-func-to-ry,0,4,4
brook,per-func-to-ry,per-func-to-ry,0,4,4
mason,per-func-to-ry,per-func-to-ry,0,4,4
internationalism,per-func-to-ry,per-func-to-ry,0,4,4
subscriber,per-func-to-ry,per-func-to-ry,0,4,4
nonchalant,per-func-to-ry,per-func-to-ry,0,4,4
irresolution,per-func-to-ry,per-func-to-ry,0,4,4
guardian,per-func-to-ry,per-func-to-ry,0,4,4
usher,per-func-to-ry,per-func-to-ry,0,4,4
deferment,per-func-to-ry,per-func-to-ry,0,4,4
whomsoever,per-func-to-ry,per-func-to-ry,0,4,4
smolder,per-func-to-ry,per-func-to-ry,0,4,4
impress,per-func-to-ry,per-func-to-ry,0,4,4
oratory,per-func-to-ry,per-func-to-ry,0,4,4
novelette,per-func-to-ry,per-func-to-ry,0,4,4
involvement,per-func-to-ry,per-func-to-ry,0,4,4
polymer,per-func-to-ry,per-func-to-ry,0,4,4
counterbalance,per-func-to-ry,per-func-to-ry,0,4,4
cervix,per-func-to-ry,per-func-to-ry,0,4,4
consciously,per-func-to-ry,per-func-to-ry,0,4,4
differ,per-func-to-ry,per-func-to-ry,0,4,4
whippy,per-func-to-ry,per-func-to-ry,0,4,4
holding,per-func-to-ry,per-func-to-ry,0,4,4
lune,per-func-to-ry,per-func-to-ry,0,4,4
bask,per-func-to-ry,per-func-to-ry,0,4,4
dialysis,per-func-to-ry,per-func-to-ry,0,4,4
atlas,per-func-to-ry,per-func-to-ry,0,4,4
tunic,per-func-to-ry,per-func-to-ry,0,4,4
effervescent,per-func-to-ry,per-func-to-ry,0,4,4
manifold,per-func-to-ry,per-func-to-ry,0,4,4
uncountable,per-func-to-ry,per-func-to-ry,0,4,4
capybara,per-func-to-ry,per-func-to-ry,0,4,4
cartilage,per-func-to-ry,per-func-to-ry,0,4,4
tactile,per-func-to-ry,per-func-to-ry,0,4,4
idolatrous,per-func-to-ry,per-func-to-ry,0,4,4
unpleasant,per-func-to-ry,per-func-to-ry,0,4,4
diminution,per-func-to-ry,per-func-to-ry,0,4,4
greatness,per-func-to-ry,per-func-to-ry,0,4,4
obtain,per-func-to-ry,per-func-to-ry,0,4,4
nibble,per-func-to-ry,per-func-to-ry,0,4,4
peril,per-func-to-ry,per-func-to-ry,0,4,4
delightfully,per-func-to-ry,per-func-to-ry,0,4,4
hexameter,per-func-to-ry,per-func-to-ry,0,4,4
ptarmigan,per-func-to-ry,per-func-to-ry,0,4,4
rhetorical,per-func-to-ry,per-func-to-ry,0,4,4
telltale,per-func-to-ry,per-func-to-ry,0,4,4
outlay,per-func-to-ry,per-func-to-ry,0,4,4
brutal,per-func-to-ry,per-func-to-ry,0,4,4
trigram,per-func-to-ry,per-func-to-ry,0,4,4
formerly,per-func-to-ry,per-func-to-ry,0,4,4
surprisingly,per-func-to-ry,per-func-to-ry,0,4,4
unprintable,per-func-to-ry,per-func-to-ry,0,4,4
fungicide,per-func-to-ry,per-func-to-ry,0,4,4
crack,per-func-to-ry,per-func-to-ry,0,4,4
availability,per-func-to-ry,per-func-to-ry,0,4,4
slicker,per-func-to-ry,per-func-to-ry,0,4,4
pawn,per-func-to-ry,per-func-to-ry,0,4,4
maladjusted,per-func-to-ry,per-func-to-ry,0,4,4
hygienist,per-func-to-ry,per-func-to-ry,0,4,4
backfire,per-func-to-ry,per-func-to-ry,0,4,4
redistribution,per-func-to-ry,per-func-to-ry,0,4,4
called,per-func-to-ry,per-func-to-ry,0,4,4
sighted,per-func-to-ry,per-func-to-ry,0,4,4
van,per-func-to-ry,per-func-to-ry,0,4,4
migrant,per-func-to-ry,per-func-to-ry,0,4,4
secularism,per-func-to-ry,per-func-to-ry,0,4,4
melted,per-func-to-ry,per-func-to-ry,0,4,4
plaintive,per-func-to-ry,per-func-to-ry,0,4,4
swordsman,per-func-to-ry,per-func-to-ry,0,4,4
enjoyably,per-func-to-ry,per-func-to-ry,0,4,4
nonchalantly,per-func-to-ry,per-func-to-ry,0,4,4
perpetrator,per-func-to-ry,per-func-to-ry,0,4,4
dunce,per-func-to-ry,per-func-to-ry,0,4,4
branded,per-func-to-ry,per-func-to-ry,0,4,4
backgammon,per-func-to-ry,per-func-to-ry,0,4,4
coastline,per-func-to-ry,per-func-to-ry,0,4,4
jerk,per-func-to-ry,per-func-to-ry,0,4,4
situate,per-func-to-ry,per-func-to-ry,0,4,4
curtilage,per-func-to-ry,per-func-to-ry,0,4,4
billy,per-func-to-ry,per-func-to-ry,0,4,4
rumple,per-func-to-ry,per-func-to-ry,0,4,4
renewal,per-func-to-ry,per-func-to-ry,0,4,4
venerable,per-func-to-ry,per-func-to-ry,0,4,4
augite,per-func-to-ry,per-func-to-ry,0,4,4
mild,per-func-to-ry,per-func-to-ry,0,4,4
workbench,per-func-to-ry,per-func-to-ry,0,4,4
compaction,per-func-to-ry,per-func-to-ry,0,4,4
bedclothes,per-func-to-ry,per-func-to-ry,0,4,4
benign,per-func-to-ry,per-func-to-ry,0,4,4
appropriately,per-func-to-ry,per-func-to-ry,0,4,4
pentatonic,per-func-to-ry,per-func-to-ry,0,4,4
exacerbation,per-func-to-ry,per-func-to-ry,0,4,4
ponce,per-func-to-ry,per-func-to-ry,0,4,4
congressman,per-func-to-ry,per-func-to-ry,0,4,4
incisive,per-func-to-ry,per-func-to-ry,0,4,4
unnavigable,per-func-to-ry,per-func-to-ry,0,4,4
burden,per-func-to-ry,per-func-to-ry,0,4,4
goodly,per-func-to-ry,per-func-to-ry,0,4,4
ecclesiastical,per-func-to-ry,per-func-to-ry,0,4,4
pooh,per-func-to-ry,per-func-to-ry,0,4,4
dockside,per-func-to-ry,per-func-to-ry,0,4,4
commencement,per-func-to-ry,per-func-to-ry,0,4,4
die,per-func-to-ry,per-func-to-ry,0,4,4
tiger,per-func-to-ry,per-func-to-ry,0,4,4
starship,per-func-to-ry,per-func-to-ry,0,4,4
fundamental,per-func-to-ry,per-func-to-ry,0,4,4
cheat,per-func-to-ry,per-func-to-ry,0,4,4
crossbones,per-func-to-ry,per-func-to-ry,0,4,4
outside,per-func-to-ry,per-func-to-ry,0,4,4
predilection,per-func-to-ry,per-func-to-ry,0,4,4
intertwine,per-func-to-ry,per-func-to-ry,0,4,4
maturation,per-func-to-ry,per-func-to-ry,0,4,4
reticulum,per-func-to-ry,per-func-to-ry,0,4,4
commoner,per-func-to-ry,per-func-to-ry,0,4,4
covering,per-func-to-ry,per-func-to-ry,0,4,4
arrange,per-func-to-ry,per-func-to-ry,0,4,4
solecism,per-func-to-ry,per-func-to-ry,0,4,4
maggot,per-func-to-ry,per-func-to-ry,0,4,4
sheet,per-func-to-ry,per-func-to-ry,0,4,4
procrastination,per-func-to-ry,per-func-to-ry,0,4,4
seventeenth,per-func-to-ry,per-func-to-ry,0,4,4
piling,per-func-to-ry,per-func-to-ry,0,4,4
headdress,per-func-to-ry,per-func-to-ry,0,4,4
lithosphere,per-func-to-ry,per-func-to-ry,0,4,4
blockbusting,per-func-to-ry,per-func-to-ry,0,4,4
mistreat,per-func-to-ry,per-func-to-ry,0,4,4
episcopal,per-func-to-ry,per-func-to-ry,0,4,4
lavishly,per-func-to-ry,per-func-to-ry,0,4,4
lout,per-func-to-ry,per-func-to-ry,0,4,4
pastel,per-func-to-ry,per-func-to-ry,0,4,4
rick,per-func-to-ry,per-func-to-ry,0,4,4
transform,per-func-to-ry,per-func-to-ry,0,4,4
methylene,per-func-to-ry,per-func-to-ry,0,4,4
judo,per-func-to-ry,per-func-to-ry,0,4,4
millenarian,per-func-to-ry,per-func-to-ry,0,4,4
intermediate,per-func-to-ry,per-func-to-ry,0,4,4
renegade,per-func-to-ry,per-func-to-ry,0,4,4
instruction,per-func-to-ry,per-func-to-ry,0,4,4
thereafter,per-func-to-ry,per-func-to-ry,0,4,4
coveted,per-func-to-ry,per-func-to-ry,0,4,4
leaky,per-func-to-ry,per-func-to-ry,0,4,4
suitability,per-func-to-ry,per-func-to-ry,0,4,4
forswear,per-func-to-ry,per-func-to-ry,0,4,4
suspense,per-func-to-ry,per-func-to-ry,0,4,4
stretcher,per-func-to-ry,per-func-to-ry,0,4,4
deservedly,per-func-to-ry,per-func-to-ry,0,4,4
disbursement,per-func-to-ry,per-func-to-ry,0,4,4
daisy,per-func-to-ry,per-func-to-ry,0,4,4
fecundity,per-func-to-ry,per-func-to-ry,0,4,4
parch,per-func-to-ry,per-func-to-ry,0,4,4
boggle,per-func-to-ry,per-func-to-ry,0,4,4
glower,per-func-to-ry,per-func-to-ry,0,4,4
destination,per-func-to-ry,per-func-to-ry,0,4,4
rub,per-func-to-ry,per-func-to-ry,0,4,4
depletion,per-func-to-ry,per-func-to-ry,0,4,4
otherwise,per-func-to-ry,per-func-to-ry,0,4,4
coralline,per-func-to-ry,per-func-to-ry,0,4,4
credo,per-func-to-ry,per-func-to-ry,0,4,4
spinet,per-func-to-ry,per-func-to-ry,0,4,4
insubstantial,per-func-to-ry,per-func-to-ry,0,4,4
unimpressed,per-func-to-ry,per-func-to-ry,0,4,4
