given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
disputation,ex-cerpt,ex-cerpt,0,2,2
plasticity,ex-cerpt,ex-cerpt,0,2,2
tormented,ex-cerpt,ex-cerpt,0,2,2
flagellation,ex-cerpt,ex-cerpt,0,2,2
append,ex-cerpt,ex-cerpt,0,2,2
telegraph,ex-cerpt,ex-cerpt,0,2,2
rebuild,ex-cerpt,ex-cerpt,0,2,2
decile,ex-cerpt,ex-cerpt,0,2,2
tithe,ex-cerpt,ex-cerpt,0,2,2
uneven,ex-cerpt,ex-cerpt,0,2,2
grits,ex-cerpt,ex-cerpt,0,2,2
stewing,ex-cerpt,ex-cerpt,0,2,2
unenlightening,ex-cerpt,ex-cerpt,0,2,2
dissenter,ex-cerpt,ex-cerpt,0,2,2
colonic,ex-cerpt,ex-cerpt,0,2,2
pittance,ex-cerpt,ex-cerpt,0,2,2
preferment,ex-cerpt,ex-cerpt,0,2,2
elaborate,ex-cerpt,ex-cerpt,0,2,2
motto,ex-cerpt,ex-cerpt,0,2,2
coercive,ex-cerpt,ex-cerpt,0,2,2
shifting,ex-cerpt,ex-cerpt,0,2,2
nascent,ex-cerpt,ex-cerpt,0,2,2
worthwhile,ex-cerpt,ex-cerpt,0,2,2
demount,ex-cerpt,ex-cerpt,0,2,2
latent,ex-cerpt,ex-cerpt,0,2,2
footed,ex-cerpt,ex-cerpt,0,2,2
bismuth,ex-cerpt,ex-cerpt,0,2,2
elephant,ex-cerpt,ex-cerpt,0,2,2
cyberpunk,ex-cerpt,ex-cerpt,0,2,2
indolence,ex-cerpt,ex-cerpt,0,2,2
epistolary,ex-cerpt,ex-cerpt,0,2,2
expect,ex-cerpt,ex-cerpt,0,2,2
retention,ex-cerpt,ex-cerpt,0,2,2
thy,ex-cerpt,ex-cerpt,0,2,2
advertise,ex-cerpt,ex-cerpt,0,2,2
disassemble,ex-cerpt,ex-cerpt,0,2,2
garnish,ex-cerpt,ex-cerpt,0,2,2
exotic,ex-cerpt,ex-cerpt,0,2,2
league,ex-cerpt,ex-cerpt,0,2,2
wooden,ex-cerpt,ex-cerpt,0,2,2
superstition,ex-cerpt,ex-cerpt,0,2,2
dehorn,ex-cerpt,ex-cerpt,0,2,2
tranquil,ex-cerpt,ex-cerpt,0,2,2
feline,ex-cerpt,ex-cerpt,0,2,2
crypt,ex-cerpt,ex-cerpt,0,2,2
product,ex-cerpt,ex-cerpt,0,2,2
hypothermia,ex-cerpt,ex-cerpt,0,2,2
demolition,ex-cerpt,ex-cerpt,0,2,2
pervasive,ex-cerpt,ex-cerpt,0,2,2
brunette,ex-cerpt,ex-cerpt,0,2,2
teenage,ex-cerpt,ex-cerpt,0,2,2
parsimony,ex-cerpt,ex-cerpt,0,2,2
axolotl,ex-cerpt,ex-cerpt,0,2,2
person,ex-cerpt,ex-cerpt,0,2,2
distended,ex-cerpt,ex-cerpt,0,2,2
reinvest,ex-cerpt,ex-cerpt,0,2,2
