given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
possessor,ber-yl,ber-yl,0,2,2
trickster,ber-yl,ber-yl,0,2,2
sonar,ber-yl,ber-yl,0,2,2
why,ber-yl,ber-yl,0,2,2
palatal,ber-yl,ber-yl,0,2,2
sedge,ber-yl,ber-yl,0,2,2
blaze,ber-yl,ber-yl,0,2,2
undesirable,ber-yl,ber-yl,0,2,2
wondrous,ber-yl,ber-yl,0,2,2
clitoral,ber-yl,ber-yl,0,2,2
dragonfly,ber-yl,ber-yl,0,2,2
doubting,ber-yl,ber-yl,0,2,2
observation,ber-yl,ber-yl,0,2,2
bedevil,ber-yl,ber-yl,0,2,2
ewe,ber-yl,ber-yl,0,2,2
spotless,ber-yl,ber-yl,0,2,2
avidity,ber-yl,ber-yl,0,2,2
sentry,ber-yl,ber-yl,0,2,2
rusty,ber-yl,ber-yl,0,2,2
fixate,ber-yl,ber-yl,0,2,2
psychiatric,ber-yl,ber-yl,0,2,2
hewer,ber-yl,ber-yl,0,2,2
recheck,ber-yl,ber-yl,0,2,2
application,ber-yl,ber-yl,0,2,2
uptown,ber-yl,ber-yl,0,2,2
reclassify,ber-yl,ber-yl,0,2,2
unspent,ber-yl,ber-yl,0,2,2
reclaim,ber-yl,ber-yl,0,2,2
he,ber-yl,ber-yl,0,2,2
weightlessness,ber-yl,ber-yl,0,2,2
moonrise,ber-yl,ber-yl,0,2,2
painfully,ber-yl,ber-yl,0,2,2
tuneful,ber-yl,ber-yl,0,2,2
pro,ber-yl,ber-yl,0,2,2
governance,ber-yl,ber-yl,0,2,2
decide,ber-yl,ber-yl,0,2,2
sprayer,ber-yl,ber-yl,0,2,2
deliverable,ber-yl,ber-yl,0,2,2
disastrously,ber-yl,ber-yl,0,2,2
subsequently,ber-yl,ber-yl,0,2,2
precocious,ber-yl,ber-yl,0,2,2
mill,ber-yl,ber-yl,0,2,2
virtuous,ber-yl,ber-yl,0,2,2
usable,ber-yl,ber-yl,0,2,2
nougat,ber-yl,ber-yl,0,2,2
until,ber-yl,ber-yl,0,2,2
circumspect,ber-yl,ber-yl,0,2,2
goblet,ber-yl,ber-yl,0,2,2
gusty,ber-yl,ber-yl,0,2,2
vernacular,ber-yl,ber-yl,0,2,2
buccaneer,ber-yl,ber-yl,0,2,2
stalactite,ber-yl,ber-yl,0,2,2
eugenics,ber-yl,ber-yl,0,2,2
overwhelm,ber-yl,ber-yl,0,2,2
pent,ber-yl,ber-yl,0,2,2
unchartered,ber-yl,ber-yl,0,2,2
prelate,ber-yl,ber-yl,0,2,2
wigeon,ber-yl,ber-yl,0,2,2
connective,ber-yl,ber-yl,0,2,2
sojourn,ber-yl,ber-yl,0,2,2
garbage,ber-yl,ber-yl,0,2,2
housebreaking,ber-yl,ber-yl,0,2,2
miser,ber-yl,ber-yl,0,2,2
passant,ber-yl,ber-yl,0,2,2
counterpart,ber-yl,ber-yl,0,2,2
reimpose,ber-yl,ber-yl,0,2,2
arms,ber-yl,ber-yl,0,2,2
dereliction,ber-yl,ber-yl,0,2,2
rubicon,ber-yl,ber-yl,0,2,2
telegraphic,ber-yl,ber-yl,0,2,2
divide,ber-yl,ber-yl,0,2,2
aura,ber-yl,ber-yl,0,2,2
terrible,ber-yl,ber-yl,0,2,2
debugger,ber-yl,ber-yl,0,2,2
relegation,ber-yl,ber-yl,0,2,2
