given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
subcontinent,stiff-en,stif-fen,1,2,2
gremlin,stiff-en,stif-fen,1,2,2
unapologetic,stiff-en,stif-fen,1,2,2
monolithic,stiff-en,stif-fen,1,2,2
ingratiate,stiff-en,stif-fen,1,2,2
waggery,stiff-en,stif-fen,1,2,2
parabolic,stiff-en,stif-fen,1,2,2
psychotherapy,stiff-en,stif-fen,1,2,2
potion,stiff-en,stif-fen,1,2,2
rammed,stiff-en,stif-fen,1,2,2
pastoral,stiff-en,stif-fen,1,2,2
unclouded,stiff-en,stif-fen,1,2,2
cellophane,stiff-en,stif-fen,1,2,2
mucky,stiff-en,stif-fen,1,2,2
auk,stiff-en,stif-fen,1,2,2
additional,stiff-en,stif-fen,1,2,2
holiday,stiff-en,stif-fen,1,2,2
nil,stiff-en,stif-fen,1,2,2
baton,stiff-en,stif-fen,1,2,2
horrendous,stiff-en,stif-fen,1,2,2
inflate,stiff-en,stif-fen,1,2,2
uproot,stiff-en,stif-fen,1,2,2
reassurance,stiff-en,stif-fen,1,2,2
edged,stiff-en,stif-fen,1,2,2
calculator,stiff-en,stif-fen,1,2,2
unarguable,stiff-en,stif-fen,1,2,2
hood,stiff-en,stif-fen,1,2,2
worldly,stiff-en,stif-fen,1,2,2
cataclysm,stiff-en,stif-fen,1,2,2
commander,stiff-en,stif-fen,1,2,2
buttock,stiff-en,stif-fen,1,2,2
satanism,stiff-en,stif-fen,1,2,2
victor,stiff-en,stif-fen,1,2,2
candle,stiff-en,stif-fen,1,2,2
misgiving,stiff-en,stif-fen,1,2,2
melee,stiff-en,stif-fen,1,2,2
islet,stiff-en,stif-fen,1,2,2
minefield,stiff-en,stif-fen,1,2,2
uniformly,stiff-en,stif-fen,1,2,2
frock,stiff-en,stif-fen,1,2,2
recombinant,stiff-en,stif-fen,1,2,2
precipitous,stiff-en,stif-fen,1,2,2
heaviness,stiff-en,stif-fen,1,2,2
descend,stiff-en,stif-fen,1,2,2
ingrown,stiff-en,stif-fen,1,2,2
shortly,stiff-en,stif-fen,1,2,2
upsurge,stiff-en,stif-fen,1,2,2
outsell,stiff-en,stif-fen,1,2,2
venturer,stiff-en,stif-fen,1,2,2
carbide,stiff-en,stif-fen,1,2,2
chamomile,stiff-en,stif-fen,1,2,2
magnificent,stiff-en,stif-fen,1,2,2
barbed,stiff-en,stif-fen,1,2,2
institute,stiff-en,stif-fen,1,2,2
ally,stiff-en,stif-fen,1,2,2
commanding,stiff-en,stif-fen,1,2,2
seek,stiff-en,stif-fen,1,2,2
renovation,stiff-en,stif-fen,1,2,2
unconscionable,stiff-en,stif-fen,1,2,2
passing,stiff-en,stif-fen,1,2,2
prospective,stiff-en,stif-fen,1,2,2
brainwave,stiff-en,stif-fen,1,2,2
jackboot,stiff-en,stif-fen,1,2,2
registrar,stiff-en,stif-fen,1,2,2
skull,stiff-en,stif-fen,1,2,2
avens,stiff-en,stif-fen,1,2,2
reflation,stiff-en,stif-fen,1,2,2
compositor,stiff-en,stif-fen,1,2,2
grasp,stiff-en,stif-fen,1,2,2
languid,stiff-en,stif-fen,1,2,2
tog,stiff-en,stif-fen,1,2,2
graphically,stiff-en,stif-fen,1,2,2
intemperance,stiff-en,stif-fen,1,2,2
enlace,stiff-en,stif-fen,1,2,2
vet,stiff-en,stif-fen,1,2,2
arrogantly,stiff-en,stif-fen,1,2,2
simulate,stiff-en,stif-fen,1,2,2
unclad,stiff-en,stif-fen,1,2,2
implausible,stiff-en,stif-fen,1,2,2
gape,stiff-en,stif-fen,1,2,2
apathetic,stiff-en,stif-fen,1,2,2
quintessentially,stiff-en,stif-fen,1,2,2
