Attempt	Real
an-swer-able	an-swer-a-ble
de-mo	dem-o
lazuli	laz-u-li
curvi-lin-ear	cur-vi-lin-e-ar
sil-vered	silvered
how-itzer	how-itz-er
aright	a-right
ar-guable	ar-gu-a-ble
thirsty	thirst-y
s-noop	snoop
s-ki	ski
geyser	gey-ser
bio-di-ver-si-ty	bi-o-di-ver-si-ty
un-der-de-vel-ope-d	un-der-de-vel-oped
in-vesti-ture	in-ves-ti-ture
cus-p	cusp
so-lic-it-ing	soliciting
ca-su-al-ty	cas-u-al-ty
bla-tan-t	bla-tant
in-ter-ac-t	in-ter-act
mis-s	miss
rapi-er	ra-pi-er
in-el-e-gan-t	in-el-e-gant
tho-raci-c	tho-rac-ic
tele-ol-o-gy	tel-e-ol-o-gy
crazi-ness	cra-zi-ness
get-away	get-a-way
n-u-mis-mat-ic-s	nu-mis-mat-ics
shaky	shak-y
neo-phyte	ne-o-phyte
minaret	min-a-ret
mi-cro-com-put-er	mi-cro-com-pu-ter
rain-swep-t	rain-swept
no-tably	no-ta-bly
mega-lith	meg-a-lith
pla-gia-ris-m	pla-gia-rism
im-per-me-able	im-per-me-a-ble
er-gonomic-s	er-go-nom-ics
marcher	march-er
patchy	patch-y
be-fal-l	be-fall
retic-u-lum	re-tic-u-lum
daun-t	daunt
chirpy	chirp-y
in-ves-tiga-tive	in-ves-ti-ga-tive
un-der-state-men-t	un-der-state-ment
in-quisi-to-ri-al	in-quis-i-to-ri-al
meta-lan-guage	met-a-lan-guage
over-hand	o-ver-hand
porter-age	por-ter-age
pro-cre-ation	pro-cre-a-tion
mover	mov-er
necro-mancer	nec-ro-man-cer
bovine	bo-vine
no-body	no-bod-y
re-ceip-t	re-ceipt
bowsprit	bow-sprit
night-fal-l	night-fall
crooked	crook-ed
pumice	pum-ice
metaphor-i-cal-ly	met-a-phor-i-cal-ly
sub-stan-dard	sub-stand-ard
gazelle	ga-zelle
diode	di-ode
debtor	debt-or
c-om-mend	com-mend
peri-patet-ic	per-i-pa-tet-ic
renowned	re-nowned
deuteron	deu-ter-on
nour-ish-men-t	nour-ish-ment
synap-tic	syn-ap-tic
s-cowl	scowl
s-nort	snort
ex-pec-t	ex-pect
com-peti-tor	com-pet-i-tor
as-tro-physic-s	as-tro-phys-ics
haystack	hay-stack
com-fort-ably	com-fort-a-bly
spir-i-tu-al-ist	spir-it-u-al-ist
chlo-ro-for-m	chlo-ro-form
elec-tro-stat-ic	e-lec-tro-stat-ic
poly-merase	pol-y-mer-ase
s-traight-for-ward	straight-for-ward
rack-e-teer-ing	rack-et-eer-ing
mal-leable	mal-le-a-ble
id-iomat-ic	id-i-o-mat-ic
heavy-weight	heav-y-weight
