Attempt	Real
son-ar	so-nar
cli-t-oral	clit-o-ral
be-devil	be-dev-il
rusty	rust-y
go-v-er-nance	gov-ern-ance
gus-ty	gust-y
stalac-tite	sta-lac-tite
un-chartered	un-char-tered
pre-late	prel-ate
wig-e-on	wig-eon
mis-er	mi-ser
de-r-e-lic-tion	der-e-lic-tion
bu-si-ness	busi-ness
bart-er	bar-ter
e-n-er-get-ic	en-er-get-ic
cudd-ly	cud-dly
cat-er	ca-ter
re-ser-va-tion	res-er-va-tion
con-duct-ed	conducted
ge-os-ta-tion-ar-y	ge-o-sta-tion-ar-y
martyred	mar-tyred
i-s-o-ton-ic	i-so-ton-ic
for-mid-a-ble	for-mi-da-ble
dis-com-fort-ing	discomforting
scam-per	scamp-er
tran-s-lu-cen-cy	trans-lu-cen-cy
tran-s-pi-ra-tion	tran-spi-ra-tion
is-o-la-tion-ist	i-so-la-tion-ist
squa-lor	squal-or
di-s-own	dis-own
hy-gien-ic	hy-gi-en-ic
in-ge-ni-ous	in-gen-ious
warthog	wart-hog
fuse-lage	fu-se-lage
cat-ac-lysm	cat-a-clysm
hol-i-ness	ho-li-ness
in-ex-pres-si-ble	in-ex-press-i-ble
sum-mar-y	sum-ma-ry
zool-o-gy	zo-ol-o-gy
rat-tles-nake	rat-tle-snake
sus-ten-ance	sus-te-nance
starter	start-er
ban-g-er	bang-er
in-e-b-ri-a-tion	in-e-bri-a-tion
di-vot	div-ot
granule	gran-ule
mas-que-rade	mas-quer-ade
dorm-er	dor-mer
bra-dawl	brad-awl
dy-nam-ism	dy-na-mism
down-load-ed	downloaded
e-lec-tro-phore-sis	e-lec-tro-pho-re-sis
chid-ing	chiding
high-n-ess	high-ness
col-lec-tiv-i-sa-tion	col-lec-ti-vi-sa-tion
rebury	re-bur-y
em-broid-er-y	em-broi-der-y
pep-pered	peppered
spid-er	spi-der
dis-may-ing	dismaying
e-s-pres-so	es-pres-so
coc-o-nut	co-co-nut
a-v-ar-ice	av-a-rice
un-i-on-ist	un-ion-ist
coe-v-al	co-e-val
li-tot-es	li-to-tes
bask-et	bas-ket
tap-er	ta-per
in-ter-min-a-ble	in-ter-mi-na-ble
teen-a-ger	teen-ag-er
pro-pell-er	pro-pel-ler
dim-in-ished	di-min-ished
pun-y	pu-ny
di-aphrag-mat-ic	di-a-phrag-mat-ic
der-iva-tive	de-riv-a-tive
naked	na-ked
un-glam-o-r-ous	un-glam-or-ous
mag-ne-sium	mag-ne-si-um
wafer	wa-fer
un-devel-oped	un-de-vel-oped
gal-e-na	ga-le-na
in-trav-e-nous-ly	in-tra-ve-nous-ly
cab-ar-et	cab-a-ret
tach-yon	tach-y-on
be-lon-g-ings	be-long-ings
hither-to	hith-er-to
sche-dule	sched-ule
hem-is-phere	hem-i-sphere
ir-rel-e-v-ance	ir-rel-e-vance
method	meth-od
click-ing	clicking
in-com-bust-i-ble	in-com-bus-ti-ble
la-vend-er	lav-en-der
ci-vil-i-an	ci-vil-ian
im-preg-n-a-ble	im-preg-na-ble
ig-no-r-ance	ig-no-rance
trink-et	trin-ket
brow-nie	brown-ie
rubbing	rub-bing
sin-ger	sing-er
gra-phol-o-gy	graph-ol-o-gy
dar-ter	dart-er
stupe-fy	stu-pe-fy
gun-pow-d-er	gun-pow-der
ex-per-i-men-ter	ex-per-i-ment-er
vented	vent-ed
pe-ri-he-lion	per-i-he-li-on
meg-as-tar	meg-a-star
dy-n-a-mite	dy-na-mite
in-ter-mar-ri-age	in-ter-mar-riage
beav-er	bea-ver
fore-sha-dow	fore-shad-ow
les-sen	less-en
un-scheduled	un-sched-uled
stable-mate	sta-ble-mate
co-p-ro-ces-sor	co-proc-es-sor
res-o-n-a-tor	res-o-na-tor
defa-ma-to-ry	de-fam-a-to-ry
roug-hage	rough-age
peri-as-tron	per-i-as-tron
de-ser-ti-fi-ca-tion	de-sert-i-fi-ca-tion
per-jury	per-ju-ry
cadence	ca-dence
ty-pe-w-rit-er	type-writ-er
proscribe	pro-scribe
mu-seum	mu-se-um
an-throp-o-gen-ic	an-thro-po-gen-ic
re-ap-prai-sal	re-ap-prais-al
bu-ry	bur-y
axle	ax-le
coex-ist	co-ex-ist
rum-m-y	rum-my
ped-an-try	ped-ant-ry
thereu-pon	there-up-on
fre-sco	fres-co
bu-re-au-crat	bu-reau-crat
or-bi-tal	or-bit-al
cramm-ing	cram-ming
larce-ny	lar-ce-ny
ban-k-rupt-cy	bank-rupt-cy
thunder	thun-der
face-tious	fa-ce-tious
le-prous	lep-rous
per-mit-ting	permitting
re-a-son	rea-son
co-pi-er	cop-i-er
go-r-y	gor-y
gi-go-lo	gig-o-lo
cham-pion-ship	cham-pi-on-ship
photo-chem-is-try	pho-to-chem-is-try
pewt-er	pew-ter
toaster	toast-er
cig-ar-ette	cig-a-rette
o-leand-er	o-le-an-der
om-ni-d-i-rec-tion-al	om-ni-di-rec-tion-al
new-s-read-er	news-read-er
kin-der-gart-en	kin-der-gar-ten
tran-s-late	trans-late
dunghill	dung-hill
distinct-ly	dis-tinct-ly
deafen-ing	deaf-en-ing
dim-in-u-en-do	di-min-u-en-do
scien-tist	sci-en-tist
pom-ade	po-made
o-r-a-to-ry	or-a-to-ry
wind-sur-f-er	wind-surf-er
par-a-bo-la	pa-rab-o-la
gas-troin-tes-ti-nal	gas-tro-in-tes-ti-nal
li-fes-tyle	life-style
ex-tram-u-ral	ex-tra-mu-ral
nov-e-list	nov-el-ist
ow-n-er-ship	own-er-ship
cha-mo-mi-le	cham-o-mile
platy-pus	plat-y-pus
rive-rine	riv-er-ine
pro-per-ty	prop-er-ty
se-ro-to-nin	ser-o-to-nin
har-bing-er	har-bin-ger
drunkard	drunk-ard
spec-troph-o-tom-e-ter	spec-tro-pho-tom-e-ter
hi-jack-ing	hi-jac-king
in-sis-tent	in-sist-ent
siren	si-ren
res-pi-r-a-tor	res-pi-ra-tor
de-fend-ing	defending
snork-el	snor-kel
