Attempt	Real
mil-i-tar-ist	mil-i-ta-rist
juve-nile	ju-ve-nile
ta-bloid	tab-loid
re-pro-cess	re-proc-ess
throughout	through-out
bal-loon-ist	balloonist
real-ism	re-al-ism
cac-o-ph-o-ny	ca-coph-o-ny
ulc-er	ul-cer
me-lan-cho-li-a	mel-an-cho-li-a
slip-pe-r-i-ness	slip-per-i-ness
lus-ti-ly	lust-i-ly
ob-scu-r-ant-ism	ob-scu-rant-ism
rip-pling	rippling
ra-con-teur	rac-on-teur
craz-y	cra-zy
nuclear	nu-cle-ar
fore-ign-er	for-eign-er
re-sidue	res-i-due
ao-r-ist	a-o-rist
ca-ver-nous	cav-ern-ous
min-ce-meat	mince-meat
cru-d-i-ty	cru-di-ty
go-v-er-nor-ship	gov-er-nor-ship
cam-e-ra	cam-er-a
ref-i-nance	re-fi-nance
id-ler	i-dler
herein-aft-er	here-in-af-ter
sleaz-y	slea-zy
cere-bel-lum	cer-e-bel-lum
triffid	trif-fid
the-re-in	there-in
ca-te-ch-ist	cat-e-chist
pon-d-er	pon-der
herr-ing-bone	her-ring-bone
nox-i-ous	nox-ious
pi-rou-ette	pir-ou-ette
ma-ho-ga-ny	ma-hog-a-ny
in-gra-tiat-ing	in-gra-ti-at-ing
ear-then-ware	earth-en-ware
in-dige-nous	in-dig-e-nous
du-ke-dom	duke-dom
suprem-a-c-ist	su-prem-a-cist
jour-na-l-is-tic	jour-nal-is-tic
e-very-one	eve-ry-one
is-o-trop-ic	i-so-trop-ic
un-beknown	un-be-known
kosh-er	ko-sher
although	al-though
ob-lige	o-blige
dis-a-vo-wal	dis-a-vow-al
hungry	hun-gry
ton-al-i-ty	to-nal-i-ty
ve-ri-fi-a-ble	ver-i-fi-a-ble
le-prous	lep-rous
grav-eyard	grave-yard
he-re-of	here-of
cha-plain	chap-lain
snow-s-torm	snow-storm
in-kling	ink-ling
gadget	gadg-et
news-worth-y	news-wor-thy
dup-lic-i-ty	du-plic-i-ty
cos-set-ed	cosseted
un-real-is-ti-cal-ly	un-re-al-is-ti-cal-ly
rem-i-n-isce	rem-i-nisce
bail-iw-ick	bail-i-wick
win-n-er	win-ner
pros-ta-gland-in	pros-ta-glan-din
dis-gruntled	dis-grun-tled
el-i-c-it	e-lic-it
proto-type	pro-to-type
ex-ult-ing	exulting
do-n-ate	do-nate
ignore	ig-nore
tick-et-ed	ticketed
gun-powder	gun-pow-der
ji-u-jit-su	jiu-jit-su
ty-ran-ny	tyr-an-ny
frui-ty	fruit-y
dis-pen-ser	dis-pens-er
pe-kan	pek-an
vir-gi-nal	vir-gin-al
ki-lo-watt	kil-o-watt
po-lice-wo-man	po-lice-wom-an
leak-ing	leaking
bel-liger-ent	bel-lig-er-ent
tempting	tempt-ing
feudal-ism	feu-dal-ism
bab-y-sit-ting	babysitting
met-a-mor-phosed	metamorphosed
mi-m-ick-er	mim-ick-er
ho-mi-nid	hom-i-nid
in-ci-pient	in-cip-i-ent
dis-quiet-ing	dis-qui-et-ing
scor-pion	scor-pi-on
foo-thill	foot-hill
bas-sist	bass-ist
ple-bei-an	ple-be-ian
car-pen-t-er	car-pen-ter
ran-co-rous	ran-cor-ous
fig-u-ra-tive	fig-ur-a-tive
wea-th-er-vane	weath-er-vane
tsun-a-mi	tsu-na-mi
cow-ar-d-ice	cow-ard-ice
med-dling	meddling
e-nor-m-i-ty	e-nor-mi-ty
un-trust-wor-th-y	un-trust-wor-thy
pet-er	pe-ter
mid--	mid-
in-sou-ciance	in-sou-ci-ance
as-sai-lant	as-sail-ant
son-or-i-ty	so-nor-i-ty
o-cean-ic	o-ce-an-ic
im-pas-s-a-ble	im-pass-a-ble
ver-it-a-ble	ver-i-ta-ble
rea-wak-en	re-a-wak-en
pla-ten	plat-en
con-strict-ed	constricted
su-per-fi-cial-i-ty	su-per-fi-ci-al-i-ty
dis-ad-vantaged	dis-ad-van-taged
tach-yon	tach-y-on
un-sys-te-mat-ic	un-sys-tem-at-ic
veget-a-tive	veg-e-ta-tive
mis-er-ly	mi-ser-ly
be-wild-ered	bewildered
con-ti-nue	con-tin-ue
in-es-tim-a-ble	in-es-ti-ma-ble
cand-lel-it	can-dle-lit
bol-stered	bolstered
or-tho-dontist	or-tho-don-tist
rhe-tor-ic	rhet-o-ric
