Attempt	Real
yel-lowed	yellowed
eid-er	ei-der
sober-ly	so-ber-ly
tach-yon	tach-y-on
stard-ust	star-dust
dand-y	dan-dy
pubes-cent	pu-bes-cent
hor-rend-ous	hor-ren-dous
dis-cer-ni-ble	dis-cern-i-ble
in-teg-ra-tive	in-te-gra-tive
eu-phem-is-ti-cal-ly	eu-phe-mis-ti-cal-ly
test-ing	testing
in-ter-ci-ty	in-ter-cit-y
pre-si-d-i-um	pre-sid-i-um
dum-found-ing	dumf-ound-ing
struc-tu-r-al-ism	struc-tur-al-ism
un-ob-ser-vant	un-ob-serv-ant
un-provoked	un-pro-voked
pout-ing	pouting
an-tis-tat-ic	an-ti-stat-ic
flan-ne-lette	flan-nel-ette
u-ne-mo-tion-al	un-e-mo-tion-al
hero	he-ro
pag-ean-try	pag-eant-ry
curtsy	curt-sy
gas-k-et	gas-ket
wa-ter-me-lon	wa-ter-mel-on
in-dub-it-a-ble	in-du-bi-ta-ble
fil-i-bust-er	fil-i-bus-ter
fron-ti-er	fron-tier
mi-d-riff	mid-riff
hawt-horn	haw-thorn
rock-et-ing	rocketing
brok-er	bro-ker
in-ter-pol-a-t-a-ble	in-ter-po-la-ta-ble
mu-t-a-ble	mu-ta-ble
chid-ing	chiding
co-pi-er	cop-i-er
com-mand-ant	com-man-dant
ka-ra-kul	kar-a-kul
fa-cile	fac-ile
sampling	sam-pling
subrou-tine	sub-rou-tine
ma-tri-ar-ch-y	ma-tri-ar-chy
herald	her-ald
twinn-ing	twin-ning
en-cy-clo-ped-ic	en-cy-clo-pe-dic
tena-cious	te-na-cious
cas-so-w-ar-y	cas-so-war-y
tur-na-bout	turn-a-bout
spin-n-ing	spin-ning
buz-z-er	buzz-er
in-qui-ry	in-quir-y
in-ci-pient	in-cip-i-ent
ra-cy	rac-y
dro-pout	drop-out
ne-on-a-tal	ne-o-na-tal
an-x-ious-ly	anx-ious-ly
e-ver-y-one	eve-ry-one
spi-rit-u-al	spir-it-u-al
fiddly	fid-dly
tre-mendous-ly	tre-men-dous-ly
ir-re-con-cil-a-ble	ir-rec-on-cil-a-ble
so-lace	sol-ace
sine-cure	si-ne-cure
mea-s-ure	meas-ure
te-n-et	ten-et
cal-der-a	cal-de-ra
foreknowledge	fore-knowl-edge
in-ter-nu-clear	in-ter-nu-cle-ar
churchyard	church-yard
de-prec-a-to-ry	dep-re-ca-to-ry
di-o-ce-san	di-oc-e-san
fan-cier	fan-ci-er
wom-ankind	wom-an-kind
re-s-cale	re-scale
a-b-an-don-ment	a-ban-don-ment
in-tract-a-ble	in-trac-ta-ble
iso-lat-ed	i-so-lat-ed
bumbling	bum-bling
au-d-i-to-ry	au-di-to-ry
re-freshed	refreshed
sil-vers-mith	sil-ver-smith
de-fi-nes	def-ines
un-imped-ed	un-im-ped-ed
a-l-oud	a-loud
worsted	wor-sted
de-stined	des-tined
di-so-ri-en-ta-tion	dis-o-ri-en-ta-tion
lim-erick	lim-er-ick
di-m-in-u-en-do	di-min-u-en-do
ve-ter-i-nar-y	vet-er-i-nar-y
vir-gi-nal	vir-gin-al
sal-u-ta-r-y	sal-u-tar-y
ro-s-y	ros-y
syn-a-go-gue	syn-a-gogue
e-lec-to-ral	e-lec-tor-al
sex-tup-let	sex-tu-plet
com-pli-c-it	com-plic-it
knuck-ledus-ter	knuck-le-dust-er
me-g-al-o-ma-ni-ac	meg-a-lo-ma-ni-ac
breast-feed-ing	breastfeeding
dai-r-y	dair-y
de-co	dec-o
baleen	ba-leen
cin-em-a-tog-ra-pher	cin-e-ma-tog-ra-pher
re-as-sur-ing	reassuring
hear-ti-ly	heart-i-ly
dim-er	di-mer
yod-el	yo-del
bo-ta-nist	bot-a-nist
er-a-s-er	e-ras-er
sinew-y	sin-ew-y
sub-si-dence	sub-sid-ence
sen-sual	sen-su-al
roy-alty	roy-al-ty
nai-vete	naivete
e-quid-is-tant	e-qui-dis-tant
er-stwhile	erst-while
wor-th-i-ness	wor-thi-ness
isom-er	i-so-mer
buck-min-ster-ful-ler-e-ne	buck-min-ster-ful-ler-ene
gra-n-ite	gran-ite
pol-yeth-y-lene	pol-y-eth-yl-ene
et-h-i-cal	eth-i-cal
lich-en	li-chen
vis-i-ta-tion	vis-it-a-tion
un-prece-dent-ed	un-prec-e-dent-ed
spon-sored	sponsored
for-get-t-a-ble	for-get-ta-ble
ex-istence	ex-ist-ence
cro-ch-et	cro-chet
kal-e-i-dos-cop-ic	ka-lei-do-scop-ic
her-m-i-tage	her-mit-age
mila-d-y	mi-la-dy
grie-v-ous-ly	griev-ous-ly
dal-liance	dal-li-ance
bun-galow	bun-ga-low
cred-it-wor-th-y	cred-it-worth-y
pro-mul-gate	prom-ul-gate
tapes-try	tap-es-try
in-trau-terine	in-tra-u-ter-ine
pos-thu-mous	post-hu-mous
le-gume	leg-ume
un-molest-ed	un-mo-lest-ed
ex-cer-pt	ex-cerpt
u-ni-que-ness	u-nique-ness
gen-i-tal-i-a	gen-i-ta-li-a
metemp-sy-cho-sis	me-tem-psy-cho-sis
iro-ny	i-ro-ny
na-n-o-tech-nol-o-gy	nan-o-tech-nol-o-gy
proce-dure	pro-ce-dure
steam-roller	steam-roll-er
bi-shop-ric	bish-op-ric
dar-t-er	dart-er
cow-ar-dice	cow-ard-ice
hy-per-bole	hy-per-bo-le
frown-ing	frowning
em-o-tive	e-mo-tive
pro-ject-ed	projected
lib-er-o	li-be-ro
astound-ing	as-tound-ing
rost-er	ros-ter
lul-la-by	lull-a-by
di-vot	div-ot
van-il-la	va-nil-la
ci-trate	cit-rate
western	west-ern
cad-et	ca-det
