Attempt	Real
ephemera	e-phem-er-a
handy	hand-y
tarot	ta-rot
iso-topic	i-so-top-ic
un-ser-vice-able	un-ser-vice-a-ble
syco-phan-tic	syc-o-phan-tic
needle-work	nee-dle-work
epit-o-me	e-pit-o-me
con-sumer	con-sum-er
aphro-disi-ac	aph-ro-dis-i-ac
relict	rel-ict
in-con-sid-er-able	in-con-sid-er-a-ble
brazen-ly	bra-zen-ly
pot-tery	pot-ter-y
bas-ketry	bas-ket-ry
im-paction	im-pac-tion
seizure	sei-zure
pant-i-ng	pant-ing
var-ie-gat-ed	var-i-e-gat-ed
un-sus-tain-able	un-sus-tain-a-ble
gan-glion	gan-gli-on
lurk-ing	lurking
man-ager-ess	man-ag-er-ess
blessed-ness	bless-ed-ness
po-lice-woman	po-lice-wom-an
caviar	cav-i-ar
pen-i-ten-tiary	pen-i-ten-tia-ry
doer	do-er
wel-com-ing	wel-co-ming
re-volt-ed	revolted
idol-a-try	i-dol-a-try
tes-ta-men-tary	tes-ta-men-ta-ry
clement	clem-ent
unin-spir-ing	un-in-spir-ing
se-lectee	se-lect-ee
por-phyry	por-phy-ry
sub-scriber	sub-scrib-er
guardian	guard-i-an
poly-mer	pol-y-mer
cervix	cer-vix
dial-y-sis	di-al-y-sis
un-count-able	un-count-a-ble
capy-bara	cap-y-ba-ra
idol-a-trous	i-dol-a-trous
diminu-tion	dim-i-nu-tion
hexa-m-e-ter	hex-am-e-ter
ptarmi-gan	ptar-mi-gan
rhetor-i-cal	rhe-tor-i-cal
un-print-able	un-print-a-ble
fungi-cide	fun-gi-cide
avail-abil-i-ty	a-vail-a-bil-i-ty
re-dis-tri-b-u-tion	re-dis-tri-bu-tion
melt-ed	melted
en-joy-ably	en-joy-a-bly
brand-ed	bran-ded
backgam-mon	back-gam-mon
cur-tilage	cur-ti-lage
augite	au-gite
com-paction	com-pac-tion
tiger	ti-ger
predilec-tion	pre-di-lec-tion
retic-u-lum	re-tic-u-lum
arrange	ar-range
sole-cism	sol-e-cism
lithos-phere	lith-o-sphere
epis-co-pal	e-pis-co-pal
judo	ju-do
mil-lenar-i-an	mil-le-nar-i-an
rene-gade	ren-e-gade
there-after	there-af-ter
cov-et-ed	coveted
leaky	leak-y
suit-abil-i-ty	suit-a-bil-i-ty
de-served-ly	de-serv-ed-ly
daisy	dai-sy
coralline	cor-al-line
spinet	spin-et
unim-pressed	un-im-pressed
prebendary	preb-en-dar-y
layper-son	lay-per-son
soli-tude	sol-i-tude
yogi	yo-gi
scenery	scen-er-y
in-famy	in-fa-my
samovar	sam-o-var
livid	liv-id
brawny	brawn-y
gener-ic	ge-ner-ic
chi-nois-erie	chi-noi-se-rie
puffer	puff-er
shopfront	shop-front
mil-i-taris-tic	mil-i-ta-ris-tic
posit	pos-it
hap-py-golucky	hap-py-go-luck-y
meio-sis	mei-o-sis
avarice	av-a-rice
ar-rival	ar-ri-val
sonata	so-na-ta
notepad	note-pad
itchy	itch-y
prog-es-terone	pro-ges-ter-one
toady	toad-y
div-ina-tion	div-i-na-tion
ine-bri-ate	in-e-bri-ate
awestruck	awe-struck
man-dolin	man-do-lin
pi-rat-ed	pirated
rar-efied	rar-e-fied
vol-un-tary	vol-un-tar-y
spaniel	span-iel
about	a-bout
in-tu-itive	in-tu-i-tive
meta-physics	met-a-phys-ics
idol	i-dol
re-quiem	req-ui-em
hauler	haul-er
en-able	en-a-ble
moped	mo-ped
moun-taineer-ing	moun-tain-eer-ing
coro-nal	cor-o-nal
ego-ma-ni-ac	e-go-ma-ni-ac
midlife	mid-life
an-te-dilu-vian	an-te-di-lu-vi-an
clien-tele	cli-en-tele
envy	en-vy
over-sim-pli-fi-ca-tion	o-ver-sim-pli-fi-ca-tion
peace-able	peace-a-ble
cam-panol-o-gy	cam-pa-nol-o-gy
ho-muncu-lus	ho-mun-cu-lus
sep-a-ratism	sep-a-ra-tism
divers	di-vers
opaque	o-paque
re-unite	re-u-nite
ur-gency	ur-gen-cy
sto-icism	sto-i-cism
perky	perk-y
kayak	kay-ak
phoenix	phoe-nix
tele-scop-ic	tel-e-scop-ic
thumbprint	thumb-print
paraf-fin	par-af-fin
nascent	nas-cent
break-away	break-a-way
rewire	re-wire
mac-a-roni	mac-a-ro-ni
te-dious	te-di-ous
topo-log-i-cal	top-o-log-i-cal
coter-mi-nous	co-ter-mi-nous
halo-gen	hal-o-gen
iconog-ra-phy	i-co-nog-ra-phy
cir-cum-lo-cu-to-ry	cir-cum-loc-u-to-ry
haystack	hay-stack
inan-i-mate	in-an-i-mate
sari	sa-ri
qui-etus	qui-e-tus
sooty	soot-y
hal-ibut	hal-i-but
con-strict-ed	constricted
in-ter-minable	in-ter-mi-na-ble
ca-su-al-ty	cas-u-al-ty
