Attempt	Real
gos-sipy	gos-sip-y
elec-tor	e-lec-tor
mer-curic	mer-cu-ric
apos-tolic	ap-os-tol-ic
tho-racic	tho-rac-ic
equiv-a-lence	e-quiv-a-lence
mov-able	mov-a-ble
habi-ta-tion	hab-i-ta-tion
sleepi-ness	sleep-i-ness
nepo-tism	nep-o-tism
baron	bar-on
meringue	me-ringue
de-tach-able	de-tach-a-ble
in-vig-o-rate	in-vig-or-ate
dis-parag-ing	dis-par-ag-ing
temptress	tempt-ress
mari-nade	mar-i-nade
over-ween-ing	o-ver-ween-ing
para-nor-mal	par-a-nor-mal
beefy	beef-y
scalpel	scal-pel
col-lec-tivi-sa-tion	col-lec-ti-vi-sa-tion
cesspit	cess-pit
gloomy	gloom-y
tawny	taw-ny
legalese	le-gal-ese
steam-roller	steam-roll-er
wretched	wretch-ed
aslant	a-slant
rafter	raft-er
carotene	car-o-tene
wrin-kled	wrinkled
triple	tri-ple
maser	ma-ser
melody	mel-o-dy
dairy	dair-y
taxi-dermy	tax-i-der-my
bel-liger-ence	bel-lig-er-ence
kestrel	kes-trel
brazen-ly	bra-zen-ly
de-ity	de-i-ty
undi-rect-ed	un-di-rect-ed
whistler	whis-tler
avenge	a-venge
pro-peller	pro-pel-ler
artery	ar-ter-y
pro-pri-etor-ship	pro-pri-e-tor-ship
whole-wheat	wholewheat
mayflower	may-flow-er
unim-pressed	un-im-pressed
spinach	spin-ach
ratepay-er	rate-pay-er
forego	fore-go
perdi-tion	per-di-tion
can-tilever	can-ti-le-ver
sym-biont	sym-bi-ont
literati	lit-e-ra-ti
ex-plorato-ry	ex-plor-a-to-ry
porous	po-rous
phys-io-ther-a-pist	phys-i-o-ther-a-pist
id-io-path-ic	id-i-o-path-ic
unedit-ed	un-ed-it-ed
quadru-ple	quad-ru-ple
cheeky	cheek-y
undis-cov-ered	un-dis-cov-ered
study	stud-y
orca	or-ca
spaniel	span-iel
lad-dered	laddered
gen-eros-i-ty	gen-er-os-i-ty
loopy	loop-y
felony	fel-o-ny
nice-ty	ni-ce-ty
bot-tled	bottled
in-vi-o-lable	in-vi-o-la-ble
bio-rhythm	bi-o-rhythm
cal-care-ous	cal-car-e-ous
swimwear	swim-wear
un-in-hab-it-able	un-in-hab-it-a-ble
area	ar-e-a
trilo-bite	tri-lo-bite
markup	mark-up
vine-gar	vin-e-gar
eter-nal-ly	e-ter-nal-ly
in-ter-plan-e-tary	in-ter-plan-e-tar-y
midair	mid-air
en-chantress	en-chant-ress
handrail	hand-rail
gleam-ing	gleaming
menar-che	men-ar-che
touristy	tour-ist-y
crater	cra-ter
growler	growl-er
con-trast-ing	contrasting
deco-rous	dec-o-rous
gavial	ga-vi-al
syl-labus	syl-la-bus
sacra-men-tal	sac-ra-men-tal
ed-itable	ed-it-a-ble
un-e-lec-table	un-e-lect-a-ble
de-scend-ing	descending
tele-graph-ic	tel-e-graph-ic
scal-able	scal-a-ble
un-en-durable	un-en-dur-a-ble
un-tidy	un-ti-dy
lapel	la-pel
uniden-ti-fi-able	un-i-den-ti-fi-a-ble
joyrid-ing	joy-rid-ing
reprise	re-prise
mor-phia	mor-phi-a
deluxe	de-luxe
in-no-v-a-tive	in-no-va-tive
ria	ri-a
distaff	dis-taff
uni-cel-lu-lar	u-ni-cel-lu-lar
fetish	fet-ish
paci-fist	pac-i-fist
con-sid-er-ably	con-sid-er-a-bly
round-about	round-a-bout
elic-it	e-lic-it
fool-ery	fool-er-y
un-awak-ened	un-a-wak-ened
com-bi-na-to-r-i-al	com-bi-na-to-ri-al
holism	ho-lism
fet-tered	fettered
tailplane	tail-plane
rescale	re-scale
phys-io-ther-a-py	phys-i-o-ther-a-py
ex-i-gency	ex-i-gen-cy
teller	tell-er
haver-ing	ha-ve-ring
elo-quence	el-o-quence
chrono-graph	chron-o-graph
evac-uee	e-vac-u-ee
origa-mi	o-ri-ga-mi
firkin	fir-kin
as-siduity	as-si-du-i-ty
eva-sive	e-va-sive
vit-ri-olic	vit-ri-ol-ic
icon-o-clasm	i-con-o-clasm
rachis	ra-chis
queru-lous	quer-u-lous
hero-ine	her-o-ine
in-ter-op-er-abil-i-ty	in-ter-op-er-a-bil-i-ty
bunker	bun-ker
anonymi-ty	an-o-nym-i-ty
anon	a-non
gavotte	ga-votte
hip-pocam-pus	hip-po-cam-pus
puree	pu-ree
cham-pi-onship	cham-pi-on-ship
galaxy	gal-ax-y
rum-pled	rumpled
mastodon	mas-to-don
in-san-i-tary	in-san-i-tar-y
satel-lite	sat-el-lite
rigid-ly	rig-id-ly
untest-ed	un-test-ed
un-even-ly	un-e-ven-ly
bug-gery	bug-ger-y
octet	oc-tet
porce-lain	por-ce-lain
lessee	les-see
evince	e-vince
bunkum	bun-kum
ben-e-fi-cia-ry	ben-e-fi-ci-ar-y
septet	sep-tet
springy	spring-y
kudu	ku-du
open	o-pen
singly	sin-gly
serendip-i-tous	ser-en-dip-i-tous
iso-la-tion-ism	i-so-la-tion-ism
cre-ation-ism	cre-a-tion-ism
snorkel	snor-kel
chanter	chant-er
spicy	spic-y
tiara	ti-ar-a
un-con-scionable	un-con-scion-a-ble
undi-min-ished	un-di-min-ished
puma	pu-ma
wether	weth-er
snif-fer	sniff-er
car-away	car-a-way
in-staller	in-stall-er
ap-pre-cia-bly	ap-pre-ci-a-bly
ravi-o-li	ra-vi-o-li
sub-ter-ranean	sub-ter-ra-ne-an
caramel	car-a-mel
trusty	trust-y
hal-lelu-jah	hal-le-lu-jah
in-de-ci-pher-able	in-de-ci-pher-a-ble
lento	len-to
uni-lat-er-al-ist	u-ni-lat-er-al-ist
moral-ist	mor-al-ist
at-ten-dance	at-tend-ance
ep-ithe-li-um	ep-i-the-li-um
for-mu-la-ry	for-mu-lar-y
usu-al	u-su-al
de-served-ly	de-serv-ed-ly
cu-ra-to-r-i-al	cu-ra-to-ri-al
con-ceiv-able	con-ceiv-a-ble
over-draw	o-ver-draw
any-how	an-y-how
rosy	ros-y
com-ple-men-tary	com-ple-men-ta-ry
seamy	seam-y
cus-tomer	cus-tom-er
triplex	tri-plex
nympho-ma-ni-ac	nym-pho-ma-ni-ac
itin-er-ary	i-tin-er-ar-y
tele-vi-su-al	tel-e-vis-u-al
con-cor-dance	con-cord-ance
can-nery	can-ner-y
oblig-ing-ly	o-blig-ing-ly
con-sul-tant	con-sult-ant
oph-thalmic	oph-thal-mic
or-ga-ni-za-tion	or-gan-i-za-tion
sophistry	soph-ist-ry
cor-dial	cor-di-al
iso-met-ric	i-so-met-ric
glaciol-o-gy	gla-ci-ol-o-gy
sav-agery	sav-age-ry
in-sou-ciance	in-sou-ci-ance
rigid	rig-id
grandiose	gran-di-ose
rock-ery	rock-er-y
gas-troin-testi-nal	gas-tro-in-tes-ti-nal
bawl-ing	baw-ling
sub-sis-tence	sub-sist-ence
res-onator	res-o-na-tor
unchris-t-ian	un-chris-tian
re-design	re-de-sign
pop-ulism	pop-u-lism
in-fi-deli-ty	in-fi-del-i-ty
hireling	hire-ling
butch-ery	butch-er-y
evap-o-ra-tion	e-vap-o-ra-tion
over-tone	o-ver-tone
kwacha	kwa-cha
ahead	a-head
dis-ori-en-ta-tion	dis-o-ri-en-ta-tion
sub-si-dence	sub-sid-ence
scrib-bling	scribbling
per-fectibil-i-ty	per-fect-i-bil-i-ty
overuse	o-ver-use
apolo-gia	ap-o-lo-gi-a
ra-tio-nal-ism	ra-tion-al-ism
dressy	dress-y
psy-chother-a-py	psy-cho-ther-a-py
flutist	flut-ist
in-ter-minable	in-ter-mi-na-ble
ho-mo-ge-neous	ho-mo-ge-ne-ous
de-brief-ing	debriefing
coral	cor-al
sky-scraper	sky-scrap-er
ebul-lient	e-bul-lient
minaret	min-a-ret
atroc-i-ty	a-troc-i-ty
inat-ten-tive	in-at-ten-tive
pre-sum-ably	pre-sum-a-bly
perquisite	per-qui-site
si-nu-soid	si-nus-oid
bristling	bris-tling
naughty	naugh-ty
echid-na	e-chid-na
but-tery	but-ter-y
tav-er-na	ta-ver-na
quadru-pole	quad-ru-pole
earnest-ness	ear-nest-ness
herbal-ism	her-bal-ism
lava-to-ry	lav-a-to-ry
em-bassy	em-bas-sy
ide-al-ist	i-de-al-ist
again	a-gain
buf-foon-ery	buf-foon-er-y
zigzag	zig-zag
ar-rhyth-mia	ar-rhyth-mi-a
coinage	coin-age
spin-naker	spin-na-ker
disin-gen-u-ous	dis-in-gen-u-ous
fin-ery	fin-er-y
ca-reerist	ca-reer-ist
avoid-able	a-void-a-ble
zany	za-ny
zona-tion	zo-na-tion
eru-di-tion	er-u-di-tion
liqueur	li-queur
in-ter-change-ably	in-ter-change-a-bly
un-cre-ative	un-cre-a-tive
reap-ply	re-ap-ply
diathermy	di-a-ther-my
bony	bon-y
oculist	oc-u-list
or-di-nary	or-di-nar-y
cred-it-wor-thy	cred-it-worth-y
ap-petite	ap-pe-tite
ge-o-mag-net-i-cal-ly	ge-o-mag-ne-ti-cal-ly
kismet	kis-met
stu-dious	stu-di-ous
painter	paint-er
struc-tural-ly	struc-tur-al-ly
gloat-ing	gloating
re-formist	re-form-ist
de-mo-graph-ics	dem-o-graph-ics
talon	tal-on
preva-lent	prev-a-lent
parent-age	par-ent-age
hab-it-able	hab-it-a-ble
or-tho-doxy	or-tho-dox-y
cata-ton-ic	cat-a-ton-ic
macro-cosm	mac-ro-cosm
hy-gien-ic	hy-gi-en-ic
sub-servience	sub-ser-vi-ence
cat-a-stro-phe	ca-tas-tro-phe
di-nosaur	di-no-saur
unan-i-mous	u-nan-i-mous
plenipo-ten-tiary	plen-i-po-ten-ti-ar-y
ref-er-ee-ing	re-fe-ree-ing
dis-abil-i-ty	dis-a-bil-i-ty
junkie	jun-kie
for-syth-ia	for-syth-i-a
in-flat-able	in-flat-a-ble
dither	dith-er
un-fet-tered	unfettered
spanker	spank-er
sec-re-tari-at	sec-re-tar-i-at
caliper	cal-i-per
im-prison	im-pris-on
over-throw	o-ver-throw
sac-risty	sac-ris-ty
zoo-plank-ton	zo-o-plank-ton
wapi-ti	wap-i-ti
grasshop-per	grass-hop-per
twister	twist-er
frag-men-tary	frag-men-tar-y
sou-venir	sou-ve-nir
di-ver-sion-ary	di-ver-sion-ar-y
ovu-la-tion	ov-u-la-tion
poly-thene	pol-y-thene
