Attempt	Real
gos-si-py	gos-sip-y
mer-cur-ic	mer-cu-ric
a-postol-ic	ap-os-tol-ic
phy-si-o-log-i-cal	phys-i-o-log-i-cal
ba-ron	bar-on
woodshed	wood-shed
mer-in-gue	me-ringue
detach-a-ble	de-tach-a-ble
sen-so-r-y	sen-so-ry
in-vig-o-rate	in-vig-or-ate
dis-pa-rag-ing	dis-par-ag-ing
temp-tress	tempt-ress
ma-r-i-nade	mar-i-nade
scalp-el	scal-pel
col-lec-tiv-i-sa-tion	col-lec-ti-vi-sa-tion
man-euv-er	ma-neu-ver
tawn-y	taw-ny
leg-a-lese	le-gal-ese
tor-tu-r-ous	tor-tur-ous
wretched	wretch-ed
raf-t-er	raft-er
dach-shund	dachs-hund
honest-ly	hon-est-ly
mas-er	ma-ser
dai-r-y	dair-y
mis-creant	mis-cre-ant
braz-en-ly	bra-zen-ly
a-v-enge	a-venge
pro-pell-er	pro-pel-ler
ex-hil-ar-ate	ex-hil-a-rate
whole-wheat	wholewheat
spi-nach	spin-ach
rat-e-pay-er	rate-pay-er
hand-mai-d-en	hand-maid-en
can-ti-lev-er	can-ti-le-ver
lit-er-a-ti	lit-e-ra-ti
po-r-ous	po-rous
phy-si-o-th-er-ap-ist	phys-i-o-ther-a-pist
o-ra-cle	or-a-cle
de-ter-min-ed-ly	de-ter-mined-ly
out-spok-en	out-spo-ken
uned-it-ed	un-ed-it-ed
stu-d-y	stud-y
spa-ni-el	span-iel
skier	ski-er
lad-dered	laddered
nice-ty	ni-ce-ty
de-vil-ish-ly	dev-il-ish-ly
bot-tled	bottled
in-vi-ol-a-ble	in-vi-o-la-ble
bi-orhythm	bi-o-rhythm
cal-care-ous	cal-car-e-ous
un-in-hab-i-ta-ble	un-in-hab-it-a-ble
a-re-a	ar-e-a
free-d-om	free-dom
tril-o-bite	tri-lo-bite
o-s-ten-ta-tious	os-ten-ta-tious
mar-kup	mark-up
vine-gar	vin-e-gar
in-ter-plan-e-tary	in-ter-plan-e-tar-y
mi-dair	mid-air
en-chan-tress	en-chant-ress
pa-r-en-thet-i-cal	par-en-thet-i-cal
gleam-ing	gleaming
menarche	men-ar-che
gor-ge-ous	gor-geous
cra-t-er	cra-ter
pal-e-face	pale-face
con-trast-ing	contrasting
re-con-cil-i-a-tion	rec-on-cil-i-a-tion
pi-q-uan-cy	pi-quan-cy
bluster	blus-ter
dec-or-ous	dec-o-rous
gavi-al	ga-vi-al
ed-i-t-a-ble	ed-it-a-ble
un-e-lec-t-a-ble	un-e-lect-a-ble
de-scend-ing	descending
fron-ti-er	fron-tier
pho-to-ty-pe-set-ter	pho-to-type-set-ter
la-p-el	la-pel
u-ni-den-ti-fi-a-ble	un-i-den-ti-fi-a-ble
value-less	val-ue-less
seaw-or-thy	sea-wor-thy
in-nov-a-tive	in-no-va-tive
dist-aff	dis-taff
u-n-i-cel-lu-lar	u-ni-cel-lu-lar
wrinkle	wrin-kle
roun-d-a-bout	round-a-bout
ru-le-book	rule-book
numbing	numb-ing
ho-l-ism	ho-lism
fet-tered	fettered
dra-g-oon	dra-goon
phy-si-o-th-er-a-py	phys-i-o-ther-a-py
hav-er-ing	ha-ve-ring
prem-o-lar	pre-mo-lar
chrono-graph	chron-o-graph
evac-u-ee	e-vac-u-ee
o-riga-mi	o-ri-ga-mi
mak-eup	make-up
do-de-cahe-dron	do-dec-a-he-dron
ra-ch-is	ra-chis
heroine	her-o-ine
hy-p-o-thet-i-cal	hy-po-thet-i-cal
dev-al-ue	de-val-ue
pro-f-li-gate	prof-li-gate
bunk-er	bun-ker
cere-mo-ni-al	cer-e-mo-ni-al
a-n-on	a-non
cham-pion-ship	cham-pi-on-ship
rum-pled	rumpled
han-di-cap	hand-i-cap
satel-lite	sat-el-lite
un-ev-en-ly	un-e-ven-ly
char-it-a-bly	char-i-ta-bly
en-gi-n-eer	en-gi-neer
porce-lain	por-ce-lain
mon-opo-lis-tic	mo-nop-o-lis-tic
mes-seng-er	mes-sen-ger
bun-k-um	bun-kum
ben-e-fi-ciar-y	ben-e-fi-ci-ar-y
subur-ban	sub-ur-ban
sing-ly	sin-gly
se-r-en-dip-i-tous	ser-en-dip-i-tous
is-o-la-tion-ism	i-so-la-tion-ism
snork-el	snor-kel
chan-t-er	chant-er
spi-cy	spic-y
ti-a-ra	ti-ar-a
ten-d-er	ten-der
mad-dening	mad-den-ing
un-dim-in-ished	un-di-min-ished
mer-chandis-ing	mer-chan-dis-ing
snif-fer	sniff-er
ap-pre-cia-bly	ap-pre-ci-a-bly
re-p-ay-ment	re-pay-ment
pa-g-an	pa-gan
sub-ter-ra-nean	sub-ter-ra-ne-an
hal-le-l-u-jah	hal-le-lu-jah
in-de-ciph-er-a-ble	in-de-ci-pher-a-ble
gup-p-y	gup-py
de-served-ly	de-serv-ed-ly
lo-ve-li-ness	love-li-ness
turning	turn-ing
re-gis-tra-tion	reg-is-tra-tion
stu-p-id	stu-pid
ro-s-y	ros-y
tran-sac-tion-al	trans-ac-tion-al
ob-lig-ing-ly	o-blig-ing-ly
ophthal-mic	oph-thal-mic
soph-is-try	soph-ist-ry
gla-ciol-o-gy	gla-ci-ol-o-gy
