Attempt	Real
s-tiff-en	stiff-en
sub-con-ti-nen-t	sub-con-ti-nent
u-n-apolo-get-ic	un-a-pol-o-get-ic
mono-lith-ic	mon-o-lith-ic
wag-gery	wag-ger-y
psy-chother-a-py	psy-cho-ther-a-py
pas-toral	pas-to-ral
u-nar-guable	un-ar-gu-a-ble
com-man-der	com-mand-er
sa-tanis-m	sa-tan-ism
melee	me-lee
islet	is-let
re-com-bi-nan-t	re-com-bi-nant
out-sel-l	out-sell
chamomile	cham-o-mile
mag-nif-i-cen-t	mag-nif-i-cent
un-con-scionable	un-con-scion-a-ble
prospec-tive	pro-spec-tive
skul-l	skull
aven-s	av-ens
a-p-a-thet-ic	ap-a-thet-ic
quintessen-tial-ly	quin-tes-sen-tial-ly
choline	cho-line
s-tar-tling-ly	star-tling-ly
metempsy-chosis	me-tem-psy-cho-sis
monomolec-u-lar	mon-o-mo-lec-u-lar
mope-d	mo-ped
delic-t	de-lict
wel-com-ing	wel-co-ming
far-away	far-a-way
medi-ocre	me-di-o-cre
s-ca-lene	sca-lene
necrop-o-lis	ne-crop-o-lis
schema	sche-ma
dis-pens-able	dis-pen-sa-ble
gloat-ing	gloating
pro-gram-mable	pro-gram-ma-ble
in-scrutable	in-scru-ta-ble
over-shoot	o-ver-shoot
squally	squal-ly
delin-quen-cy	de-lin-quen-cy
recre-ation-al	rec-re-a-tion-al
s-light	slight
ini-ti-ate	in-i-ti-ate
geno-cide	gen-o-cide
rub-bishy	rub-bish-y
s-cat-ter	scat-ter
in-cor-rec-t	in-cor-rect
g-nom-ic	gno-mic
s-port-ing	sport-ing
bi-modal	bi-mod-al
racis-m	rac-ism
poly-tech-nic	pol-y-tech-nic
in-valid	in-va-lid
cu-rare	cu-ra-re
beau-teous	beau-te-ous
machi-na-tion	mach-i-na-tion
epis-te-mo-log-i-cal	e-pis-te-mo-log-i-cal
bluesy	blues-y
s-log	slog
spokes-woman	spokes-wom-an
cy-tochrome	cy-to-chrome
fuz-z	fuzz
foot-balling	foot-ball-ing
flow-ery	flow-er-y
rel-a-tivis-tic	rel-a-tiv-is-tic
monothe-is-m	mon-o-the-ism
c-on-cil-ia-tor	con-cil-i-a-tor
re-seller	re-sell-er
goa-tee	goat-ee
im-pro-pri-ety	im-pro-pri-e-ty
op-po-nen-t	op-po-nent
sky-scraper	sky-scrap-er
s-trato-spher-ic	strat-o-spher-ic
sen-ti-men-tal-is-m	sen-ti-men-tal-ism
com-man-dan-t	com-man-dant
clif-f	cliff
com-mence-men-t	com-mence-ment
monochro-mat-ic	mon-o-chro-mat-ic
novice	nov-ice
sav-agery	sav-age-ry
pu-tres-cen-t	pu-tres-cent
fetishis-m	fet-ish-ism
nour-ish-men-t	nour-ish-ment
s-ketch	sketch
polypep-tide	pol-y-pep-tide
a-tol-l	at-oll
panache	pa-nache
mid-wifer-y	mid-wife-ry
roughage	rough-age
s-pan-ner	span-ner
u-p-lift-ed	uplifted
tablet	tab-let
romper	romp-er
in-ter-preter	in-ter-pret-er
ra-tio-nal	ra-tion-al
ingress	in-gress
pil-l	pill
syl-lo-gis-m	syl-lo-gism
ful-l	full
