Attempt	Real
fla-gel-la-tion	flag-el-la-tion
tele-graph	tel-e-graph
decile	dec-ile
un-even	un-e-ven
dis-senter	dis-sent-er
colonic	co-lon-ic
prefer-ment	pre-fer-ment
elab-o-rate	e-lab-o-rate
nascent	nas-cent
ele-phant	el-e-phant
epis-to-lary	e-pis-to-lar-y
hy-pother-mia	hy-po-ther-mi-a
de-mo-li-tion	dem-o-li-tion
brunette	bru-nette
teenage	teen-age
ax-olotl	ax-o-lotl
rein-vest	re-in-vest
apol-o-gy	a-pol-o-gy
sushi	su-shi
con-denser	con-dens-er
ap-plic-a-bil-i-ty	ap-pli-ca-bil-i-ty
quadru-ply	quad-ru-ply
eras-er	e-ras-er
con-tour-ing	con-touring
kitchen-ware	kitch-en-ware
duty	du-ty
heinous	hei-nous
awestruck	awe-struck
su-per-posed	superposed
hedgerow	hedge-row
im-muno-com-pro-mised	im-mu-no-com-pro-mised
chee-rio	cheer-i-o
opi-ate	o-pi-ate
de-fines	def-ines
post-mistress	post-mis-tress
hireling	hire-ling
con-fec-tionery	con-fec-tion-er-y
bank-able	bank-a-ble
de-lim-it-ed	delimited
op-por-tunism	op-por-tun-ism
is-lander	is-land-er
co-pra	cop-ra
heat-wave	heatwave
apart-ness	a-part-ness
ra-dioac-tiv-i-ty	ra-di-o-ac-tiv-i-ty
astray	a-stray
topo-graph-ic	top-o-graph-ic
busy	bus-y
peri-na-tal	per-i-na-tal
venue	ven-ue
surgery	sur-ger-y
throaty	throat-y
menu	men-u
di-alect	di-a-lect
pogrom	po-grom
doer	do-er
min-is-te-r-i-al	min-is-te-ri-al
re-place-able	re-place-a-ble
stringy	string-y
en-chant-i-ng	en-chant-ing
li-bido	li-bi-do
trendy	trend-y
portage	por-tage
hypocrisy	hy-poc-ri-sy
skimpy	skimp-y
dio-cese	di-o-cese
sta-t-ics	stat-ics
auger	au-ger
de-caf-feinate	de-caf-fein-ate
wicked-ness	wick-ed-ness
ori-fice	or-i-fice
mega-ton	meg-a-ton
in-ex-orably	in-ex-o-ra-bly
reper-toire	rep-er-toire
doc-tor-ing	doctoring
moray	mo-ray
scream-ing	screaming
syn-onymy	syn-on-y-my
dis-union	dis-un-ion
propy-lene	pro-pyl-ene
hookah	hook-ah
iso-lat-ed	i-so-lat-ed
showy	show-y
equate	e-quate
hoard-ed	hoarded
net-work-ing	networking
flutist	flut-ist
lit-er-ary	lit-er-ar-y
re-s-e-lect	re-se-lect
dis-turbing-ly	dis-turb-ing-ly
para-pet	par-a-pet
ephemera	e-phem-er-a
astir	a-stir
mal-odor-ous	mal-o-dor-ous
po-litesse	pol-i-tesse
tusker	tusk-er
ben-e-fi-cia-ry	ben-e-fi-ci-ar-y
dis-cotheque	dis-co-theque
saga	sa-ga
hosepipe	hose-pipe
fetishist	fet-ish-ist
sycamore	syc-a-more
ge-nial-i-ty	ge-ni-al-i-ty
obey	o-bey
bud-getary	budg-et-ar-y
over-draw	o-ver-draw
turnip	tur-nip
vagabond	vag-a-bond
avul-sion	a-vul-sion
frat-ri-ci-dal	frat-ri-cid-al
atom-ic-i-ty	at-o-mic-i-ty
gas-troin-testi-nal	gas-tro-in-tes-ti-nal
mnemon-ic	mne-mon-ic
tithing	tith-ing
mono-gram	mon-o-gram
re-mark-ably	re-mark-a-bly
re-spon-der	re-spond-er
oblate	ob-late
eardrum	ear-drum
un-hy-gien-ic	un-hy-gi-en-ic
cater-er	ca-ter-er
san-i-tary	san-i-tar-y
movie	mov-ie
un-lucky	un-luck-y
med-dling	meddling
prov-ably	prov-a-bly
bleat-ing	bleating
mo-les-ter	mo-lest-er
tele-path-ic	tel-e-path-ic
nowhere	no-where
os-tracism	os-tra-cism
frangi-pani	fran-gi-pan-i
vet-eri-nary	vet-er-i-nar-y
reaf-fir-ma-tion	re-af-fir-ma-tion
pot-tery	pot-ter-y
syl-labary	syl-la-bar-y
mid-wifery	mid-wife-ry
daisy	dai-sy
re-pairable	re-pair-a-ble
amaze	a-maze
pre-pared-ness	pre-par-ed-ness
bulky	bulk-y
reti-nal	ret-i-nal
overeat	o-ver-eat
con-strict-ed	constricted
epi-ge-net-ic	ep-i-ge-net-ic
rewrap	re-wrap
elec-troen-cephalo-gram	e-lec-tro-en-ceph-a-lo-gram
ide-al-ly	i-de-al-ly
dele-te-ri-ous	del-e-te-ri-ous
hazel-nut	ha-zel-nut
in-signia	in-sig-ni-a
brassiere	bras-siere
durable	du-ra-ble
turquoise	tur-quoise
baloney	ba-lo-ney
as-cen-der	as-cend-er
ini-tia-tor	in-i-ti-a-tor
styl-is-tic	sty-lis-tic
hy-dros-phere	hy-dro-sphere
lawyer	law-yer
suit-ably	suit-a-bly
big-otry	big-ot-ry
fisticuffs	fist-i-cuffs
heady	head-y
cryp-tol-ogy	cryp-tol-o-gy
wildlife	wild-life
elec-torate	e-lec-tor-ate
ini-ti-a-tion	in-i-ti-a-tion
unre-deemed	un-re-deemed
crenel-la-tions	cren-el-la-tions
dishar-mo-ny	dis-har-mo-ny
roofer	roof-er
reshow	re-show
masochist	mas-och-ist
tri-umphal-ism	tri-um-phal-ism
as-sertive	as-ser-tive
triplex	tri-plex
rogu-ish	ro-guish
cherub	cher-ub
util-i-tar-i-an	u-til-i-tar-i-an
bio-med-ical	bi-o-med-i-cal
dan-de-lion	dan-de-li-on
bac-teri-um	bac-te-ri-um
spon-tane-ity	spon-ta-ne-i-ty
sali-vate	sal-i-vate
pi-caresque	pic-a-resque
link-able	link-a-ble
dopey	dope-y
hero-ism	her-o-ism
windy	wind-y
filet	fi-let
leav-ened	leavened
con-struc-tivist	con-struc-tiv-ist
litur-gi-cal	li-tur-gi-cal
over-feed	o-ver-feed
teach-able	teach-a-ble
paragon	par-a-gon
pauci-ty	pau-ci-ty
ephor	eph-or
ir-re-deemable	ir-re-deem-a-ble
un-ortho-doxy	un-or-tho-dox-y
tetchy	tetch-y
col-lec-tivism	col-lec-tiv-ism
tele-vised	televised
tapir	ta-pir
rein-vig-o-rate	re-in-vig-or-ate
un-proven	un-prov-en
giblets	gib-lets
reaf-firm	re-af-firm
colos-sal	co-los-sal
ure-thra	u-re-thra
telethon	tel-e-thon
hobo	ho-bo
molten	mol-ten
elope	e-lope
silage	si-lage
up-hol-stery	up-hol-ster-y
measly	mea-sly
decagon	dec-a-gon
privy	priv-y
atop	a-top
nest-ing	nesting
over-ly-ing	o-ver-ly-ing
vari-a-tion	var-i-a-tion
plebiscite	pleb-i-scite
re-ceiver-ship	re-ceiv-er-ship
buzzer	buzz-er
syl-labus	syl-la-bus
urine	u-rine
tingly	tin-gly
camel	cam-el
in-equitable	in-eq-ui-ta-ble
arach-nid	a-rach-nid
squea-mish	squeam-ish
evoca-tive	e-voc-a-tive
basil	bas-il
residu-um	re-sid-u-um
li-censee	li-cen-see
syco-phan-tic	syc-o-phan-tic
wash-er-woman	wash-er-wom-an
dis-am-biguate	dis-am-big-u-ate
hermeneu-tics	her-me-neu-tics
in-testi-nal	in-tes-ti-nal
iso-mor-phic	i-so-mor-phic
laser	la-ser
mus-ke-teer	mus-ket-eer
valise	va-lise
ne-ma-tode	nem-a-tode
ir-re-solv-able	ir-re-solv-a-ble
flu-vial	flu-vi-al
event	e-vent
nadir	na-dir
mut-ter-ing	muttering
chi-ropody	chi-rop-o-dy
over-spill	o-ver-spill
cerise	ce-rise
over-lap	o-ver-lap
meta-mor-phose	met-a-mor-phose
spir-i-tu-al-ist	spir-it-u-al-ist
mildew	mil-dew
chore-og-ra-phy	cho-re-og-ra-phy
post-mortem	post-mor-tem
serol-o-gy	se-rol-o-gy
dis-cre-tionary	dis-cre-tion-ar-y
hy-draulic	hy-drau-lic
unique-ly	u-nique-ly
stinky	stink-y
there-abouts	there-a-bouts
showjumpers	show-jum-pers
tetrox-ide	te-trox-ide
unashamed	un-a-shamed
even	e-ven
dimin-u-en-do	di-min-u-en-do
out-lier	out-li-er
money-len-der	mon-ey-lend-er
per-ineum	per-i-ne-um
para-met-ric	par-a-met-ric
earshot	ear-shot
exit	ex-it
fruition	fru-i-tion
pant-i-ng	pant-ing
mem-o-rable	mem-o-ra-ble
sauna	sau-na
thinker	think-er
joyrid-ing	joy-rid-ing
schemat-ic	sche-mat-ic
dredger	dredg-er
elas-ti-cat-ed	e-las-ti-cat-ed
gassy	gas-sy
foxy	fox-y
het-ero-sex-u-al-i-ty	het-er-o-sex-u-al-i-ty
op-ti-mistic	op-ti-mis-tic
retell	re-tell
me-te-orite	me-te-or-ite
ever-last-ing	ev-er-last-ing
par-enter-al	par-en-ter-al
clash-ing	clashing
sinewy	sin-ew-y
translu-cen-cy	trans-lu-cen-cy
ion	i-on
para-dox-i-cal-ly	par-a-dox-i-cal-ly
mega-lo-ma-nia	meg-a-lo-ma-ni-a
ir-re-proach-able	ir-re-proach-a-ble
coven	cov-en
cougar	cou-gar
sandy	sand-y
cafe	ca-fe
avoid-able	a-void-a-ble
chival-ry	chiv-al-ry
grasshop-per	grass-hop-per
playable	play-a-ble
en-riched	enriched
re-liance	re-li-ance
recharge	re-charge
con-tigu-ous	con-tig-u-ous
preda-to-ry	pred-a-to-ry
