Attempt	Real
an-swer-able	an-swer-a-ble
demo	dem-o
lazuli	laz-u-li
curvi-lin-ear	cur-vi-lin-e-ar
sil-vered	silvered
how-itzer	how-itz-er
aright	a-right
ar-guable	ar-gu-a-ble
thirsty	thirst-y
geyser	gey-ser
bio-di-ver-si-ty	bi-o-di-ver-si-ty
in-vesti-ture	in-ves-ti-ture
so-lic-it-ing	soliciting
ca-su-al-ty	cas-u-al-ty
rapi-er	ra-pi-er
tho-racic	tho-rac-ic
tele-ol-o-gy	tel-e-ol-o-gy
crazi-ness	cra-zi-ness
get-away	get-a-way
shaky	shak-y
neo-phyte	ne-o-phyte
uni-corn	u-ni-corn
minaret	min-a-ret
mi-cro-com-put-er	mi-cro-com-pu-ter
no-tably	no-ta-bly
mega-lith	meg-a-lith
im-per-me-able	im-per-me-a-ble
er-gonom-ics	er-go-nom-ics
marcher	march-er
patchy	patch-y
retic-u-lum	re-tic-u-lum
chirpy	chirp-y
in-ves-tiga-tive	in-ves-ti-ga-tive
in-quisi-to-r-i-al	in-quis-i-to-ri-al
meta-lan-guage	met-a-lan-guage
over-hand	o-ver-hand
porter-age	por-ter-age
pro-cre-ation	pro-cre-a-tion
spelling	spell-ing
mover	mov-er
necro-mancer	nec-ro-man-cer
atone	a-tone
bovine	bo-vine
no-body	no-bod-y
bowsprit	bow-sprit
dy-s-tro-phy	dys-tro-phy
crooked	crook-ed
pumice	pum-ice
metaphor-i-cal-ly	met-a-phor-i-cal-ly
sub-stan-dard	sub-stand-ard
gazelle	ga-zelle
diode	di-ode
debtor	debt-or
peri-patet-ic	per-i-pa-tet-ic
renowned	re-nowned
deuteron	deu-ter-on
synap-tic	syn-ap-tic
com-peti-tor	com-pet-i-tor
as-tro-physics	as-tro-phys-ics
haystack	hay-stack
com-fort-ably	com-fort-a-bly
spir-i-tu-al-ist	spir-it-u-al-ist
elas-tic	e-las-tic
elec-tro-sta-t-ic	e-lec-tro-stat-ic
poly-merase	pol-y-mer-ase
rack-e-teer-ing	rack-et-eer-ing
mal-leable	mal-le-a-ble
id-iomat-ic	id-i-o-mat-ic
heavy-weight	heav-y-weight
prepo-si-tion-al	prep-o-si-tion-al
neu-ronal	neu-ron-al
gherkin	gher-kin
ini-ti-a-tion	in-i-ti-a-tion
golfer	golf-er
physi-cian	phy-si-cian
ethnog-ra-phy	eth-nog-ra-phy
di-rec-torate	di-rec-to-rate
colos-sus	co-los-sus
scan-dalous	scan-dal-ous
de-spi-ca-ble	des-pi-ca-ble
utopi-an	u-to-pi-an
cashier	cash-ier
elec-tric-i-ty	e-lec-tric-i-ty
supra-na-tion-al	su-pra-na-tion-al
in-ter-preter	in-ter-pret-er
