Attempt	Real
stif-fen	stiff-en
un-a-po-l-o-get-ic	un-a-pol-o-get-ic
psy-chother-a-py	psy-cho-ther-a-py
hor-rend-ous	hor-ren-dous
u-proot	up-root
un-ar-gua-ble	un-ar-gu-a-ble
com-man-der	com-mand-er
sa-t-a-n-ism	sa-tan-ism
cha-mo-mile	cham-o-mile
re-no-va-tion	ren-o-va-tion
a-vens	av-ens
start-ling-ly	star-tling-ly
phe-nome-non	phe-nom-e-non
me-temp-sy-cho-sis	me-tem-psy-cho-sis
moped	mo-ped
ar-mrest	arm-rest
wel-com-ing	wel-co-ming
ex-eg-e-sis	ex-e-ge-sis
ne-cro-p-o-lis	ne-crop-o-lis
dis-pens-a-ble	dis-pen-sa-ble
gloat-ing	gloating
pro-gramma-ble	pro-gram-ma-ble
in-scrut-a-ble	in-scru-ta-ble
som-e-time	some-time
re-cre-a-tion-al	rec-re-a-tion-al
churchyard	church-yard
gnom-ic	gno-mic
gluon	glu-on
bi-mo-d-al	bi-mod-al
in-val-id	in-va-lid
cu-rare	cu-ra-re
dis-tas-te-ful	dis-taste-ful
e-pis-tem-o-log-i-cal	e-pis-te-mo-log-i-cal
blue-sy	blues-y
spokes-wo-m-an	spokes-wom-an
mo-dule	mod-ule
re-la-t-i-vis-tic	rel-a-tiv-is-tic
quisling	quis-ling
ap-prai-s-er	ap-prais-er
fi-n-an-cial	fi-nan-cial
goatee	goat-ee
li-fe-style	life-style
in-sec-tiv-or-ous	in-sec-tiv-o-rous
skys-crap-er	sky-scrap-er
ma-l-ign	ma-lign
recol-lec-tion	rec-ol-lec-tion
de-vastat-ing-ly	dev-as-tat-ing-ly
no-vice	nov-ice
sa-t-ur-nine	sat-ur-nine
ribo-some	ri-bo-some
rain-d-rop	rain-drop
sav-a-ger-y	sav-age-ry
a-toll	at-oll
pa-n-ache	pa-nache
mid-wi-fer-y	mid-wife-ry
rou-ghage	rough-age
doork-nob	door-knob
up-lift-ed	uplifted
ta-blet	tab-let
rom-per	romp-er
in-ter-pre-ter	in-ter-pret-er
pre-sen-ta-tion-al	pres-en-ta-tion-al
em-bol-ism	em-bo-lism
sa-t-in-wood	sat-in-wood
pol-e-cat	pole-cat
al-toge-th-er	al-to-geth-er
con-ver-ti-ble	con-vert-i-ble
tre-mo-lo	trem-o-lo
fo-re-arm	fore-arm
u-ni-den-ti-fied	un-i-den-ti-fied
se-mi-fi-nal	sem-i-fi-nal
ca-thol-ic	cath-o-lic
el-e-venth	e-lev-enth
quest-ing	questing
in-des-crib-a-ble	in-de-scrib-a-ble
ra-pier	ra-pi-er
seaw-a-ter	sea-wa-ter
black-ened	blackened
pad-ded	padded
plen-i-po-ten-tiar-y	plen-i-po-ten-ti-ar-y
char-it-a-ble	char-i-ta-ble
not-a-bly	no-ta-bly
o-pin-i-on	o-pin-ion
guac-a-mole	gua-ca-mo-le
i-n-i-ti-a-tor	in-i-ti-a-tor
es-pion-age	es-pi-o-nage
dirty	dirt-y
prede-ter-mine	pre-de-ter-mine
min-i-on	min-ion
dis-pu-t-a-ble	dis-put-a-ble
shand-y	shan-dy
cour-troom	court-room
throaty	throat-y
hoard-ed	hoarded
rankle	ran-kle
con-fi-gure	con-fig-ure
pi-e-ce-meal	piece-meal
pus-s-y	pus-sy
swin-ge-ing	swinge-ing
tur-bocharg-er	tur-bo-charg-er
gherkin	gher-kin
mes-siah	mes-si-ah
widow-er	wid-ow-er
spi-r-ant	spi-rant
cornered	cor-nered
wrong-doing	wrong-do-ing
dis-o-ri-ent-ed	disoriented
hair-styl-ing	hairstyling
ver-is-i-mil-i-tude	ver-i-si-mil-i-tude
mis-er-li-ness	mi-ser-li-ness
ti-bi-a	tib-i-a
de-c-o-rum	de-co-rum
climbing	climb-ing
tro-p-o-pause	trop-o-pause
hi-jack-ing	hi-jac-king
mo-noto-nous	mo-not-o-nous
rec-i-div-ist	re-cid-i-vist
dis-yl-lab-ic	di-syl-lab-ic
ir-re-pres-s-i-ble	ir-re-press-i-ble
a-po-the-o-sis	a-poth-e-o-sis
ex-tre-m-ism	ex-trem-ism
sa-tin	sat-in
pe-rin-e-um	per-i-ne-um
co-g-nac	co-gnac
de-spot-ism	des-pot-ism
pol-luter	pol-lut-er
haz-el	ha-zel
sapling	sap-ling
sov-er-e-ign-ty	sov-er-eign-ty
arches	arch-es
com-pa-r-a-bil-i-ty	com-pa-ra-bil-i-ty
pileup	pile-up
piti-less	pit-i-less
un-nerv-ing	unnerving
front-ed	fronted
estab-lished	es-tab-lished
hy-dro-l-y-sis	hy-drol-y-sis
di-thered	dithered
wear-y-ing	wea-ry-ing
coursing	cours-ing
con-ser-va-tive	con-serv-a-tive
in-ten-se-ly	in-tense-ly
ple-bei-an	ple-be-ian
war-thog	wart-hog
