Attempt	Real
mil-i-tarist	mil-i-ta-rist
doorstep	door-step
prepo-si-tion	prep-o-si-tion
nomen-cla-ture	no-men-cla-ture
tabloid	tab-loid
s-cum	scum
unin-sur-able	un-in-sur-a-ble
re-pro-cess	re-proc-ess
s-can-sion	scan-sion
s-carci-ty	scar-ci-ty
bal-loon-ist	balloonist
y-acht-ing	yacht-ing
i-nan-i-mate	in-an-i-mate
re-al-is-m	re-al-ism
awake	a-wake
hearti-ly	heart-i-ly
semi-fi-nal-ist	sem-i-fi-nal-ist
la-ten-t	la-tent
melan-cho-li-a	mel-an-cho-li-a
s-lip-per-i-ness	slip-per-i-ness
lusti-ly	lust-i-ly
ob-scu-ran-tism	ob-scu-rant-ism
d-if-frac-tion	dif-frac-tion
epis-co-pal	e-pis-co-pal
im-mi-nen-t	im-mi-nent
rip-pling	rippling
in-tol-er-an-t	in-tol-er-ant
podi-um	po-di-um
elec-tro-mag-net	e-lec-tro-mag-net
enor-mous	e-nor-mous
b-liss-ful-ly	bliss-ful-ly
no-tice-able	no-tice-a-ble
over-lie	o-ver-lie
racon-teur	rac-on-teur
con-ducive	con-du-cive
di-rec-t	di-rect
crazy	cra-zy
residue	res-i-due
en-er-get-ic-s	en-er-get-ics
basal	ba-sal
trib-al-is-m	trib-al-ism
aorist	a-o-rist
founder	found-er
tomboy	tom-boy
marcher	march-er
s-port-ing-ly	sport-ing-ly
poly-the-is-tic	pol-y-the-is-tic
cav-ernous	cav-ern-ous
plat-inum	plat-i-num
s-nap-shot	snap-shot
triplex	tri-plex
spel-l	spell
dis-abled	dis-a-bled
poly-tech-nic	pol-y-tech-nic
here-inafter	here-in-af-ter
sleazy	slea-zy
cere-bel-lum	cer-e-bel-lum
im-pinge-men-t	im-pinge-ment
elec-tri-cal	e-lec-tri-cal
tri-umvi-rate	tri-um-vi-rate
breather	breath-er
droopy	droop-y
pedan-tic	pe-dan-tic
corvette	cor-vette
anoin-t	a-noint
sax-ony	sax-o-ny
molyb-de-num	mo-lyb-de-num
un-invit-ing	un-in-vit-ing
pirou-ette	pir-ou-ette
unlov-ing	un-lov-ing
su-per-cil-ious	su-per-cil-i-ous
in-con-ti-nen-t	in-con-ti-nent
con-ceal-men-t	con-ceal-ment
op-ti-misti-cal-ly	op-ti-mis-ti-cal-ly
ma-hogany	ma-hog-a-ny
en-fran-chise-men-t	en-fran-chise-ment
lassie	las-sie
in-dige-nous	in-dig-e-nous
fri-vol-ity	fri-vol-i-ty
ven-t	vent
na-iad	nai-ad
gal-l	gall
tri-umphal-is-m	tri-um-phal-ism
ev-ery-one	eve-ry-one
sor-cery	sor-cer-y
en-slave-men-t	en-slave-ment
iso-trop-ic	i-so-trop-ic
kosher	ko-sher
s-mug-ness	smug-ness
oblige	o-blige
dis-avow-al	dis-a-vow-al
l-ynx	lynx
tonal-i-ty	to-nal-i-ty
ver-i-fi-able	ver-i-fi-a-ble
trencher	trench-er
con-coc-t	con-coct
