Attempt	Real
de-mo	dem-o
school-mas-t-er	school-mas-ter
pri-m-al	pri-mal
sil-vered	silvered
how-it-zer	how-itz-er
green-gro-c-er	green-gro-cer
thirsty	thirst-y
ha-bi-t-u-a-tion	ha-bit-u-a-tion
un-der-devel-oped	un-der-de-vel-oped
sacred	sa-cred
sol-i-cit-ing	soliciting
un-doing	un-do-ing
chart-er	char-ter
im-per-vious	im-per-vi-ous
te-le-ol-o-gy	tel-e-ol-o-gy
craz-i-ness	cra-zi-ness
mi-n-a-r-et	min-a-ret
mi-cro-com-put-er	mi-cro-com-pu-ter
prin-tout	print-out
rains-wept	rain-swept
not-a-bly	no-ta-bly
meg-alith	meg-a-lith
brigand	brig-and
pla-giar-ism	pla-gia-rism
mar-ch-er	march-er
nit-rous	ni-trous
un-in-fluenced	un-in-flu-enced
pro-create	pro-cre-ate
nec-ro-manc-er	nec-ro-man-cer
oyster	oys-ter
laun-d-er	laun-der
nob-o-dy	no-bod-y
law-b-reak-er	law-break-er
bow-s-prit	bow-sprit
crooked	crook-ed
pu-mice	pum-ice
sub-stan-dard	sub-stand-ard
gaze-lle	ga-zelle
deb-tor	debt-or
non-chal-ant-ly	non-cha-lant-ly
darl-ing	dar-ling
pri-m-ar-y	pri-ma-ry
spi-rit-u-al-ist	spir-it-u-al-ist
chloro-form	chlo-ro-form
po-lym-er-ase	pol-y-mer-ase
rack-e-teer-ing	rack-et-eer-ing
neu-ro-nal	neu-ron-al
gol-f-er	golf-er
phy-t-o-plank-ton	phy-to-plank-ton
fru-it	fruit
scan-da-lous	scan-dal-ous
ca-sh-i-er	cash-ier
fore-ign	for-eign
fug-i-tive	fu-gi-tive
in-tert-wine	in-ter-twine
spon-sored	sponsored
der-i-so-ry	de-ri-so-ry
loun-g-er	loung-er
stu-died	stud-ied
de-spot	des-pot
re-deve-lop	re-de-vel-op
hu-mo-r-ous	hu-mor-ous
pier-c-er	pierc-er
geom-e-try	ge-om-e-try
bud-get	budg-et
pal-a-t-a-ble	pal-at-a-ble
coun-ter-ba-lance	coun-ter-bal-ance
in-frared	in-fra-red
det-ri-tus	de-tri-tus
in-ex-perienced	in-ex-pe-ri-enced
a-ba-cus	ab-a-cus
re-con-cile	rec-on-cile
ti-me-pi-ece	time-piece
pup-pe-teer	pup-pet-eer
car-pent-er	car-pen-ter
ap-para-tus	ap-pa-rat-us
com-pre-hen-s-i-ble	com-pre-hen-si-ble
or-bi-tal	or-bit-al
bir-die	bird-ie
can-dle-l-it	can-dle-lit
ca-v-er-nous	cav-ern-ous
ga-lop	gal-op
tel-e-vised	televised
pi-ece-me-al	piece-meal
ap-plic-a-bil-i-ty	ap-pli-ca-bil-i-ty
e-lec-to-r-al	e-lec-tor-al
mal-con-t-ent	mal-con-tent
blaspheme	blas-pheme
ref-it	re-fit
su-ba-tom-ic	sub-a-tom-ic
a-noth-er	an-oth-er
pep-pered	peppered
ri-bald	rib-ald
sur-real-ist	sur-re-al-ist
dow-ny	down-y
weakling	weak-ling
clo-s-et	clos-et
py-ra-mid	pyr-a-mid
sep-ul-chral	se-pul-chral
ov-er-act-ing	overacting
ly-ch-ee	ly-chee
lady-bug	la-dy-bug
throughout	through-out
bo-dy-guard	bod-y-guard
ty-pe-set-ter	type-set-ter
aor-ta	a-or-ta
snift-er	snif-ter
cu-tler	cut-ler
hear-th-rug	hearth-rug
eith-er	ei-ther
gal-e-na	ga-le-na
pro-ba-b-i-lis-tic	prob-a-bi-lis-tic
be-n-ign	be-nign
car-ci-no-gen-e-sis	car-cin-o-gen-e-sis
der-i-va-tive	de-riv-a-tive
limp-ing	limping
hor-se-pow-er	horse-pow-er
