Attempt	Real
mil-i-tarist	mil-i-ta-rist
doorstep	door-step
prepo-si-tion	prep-o-si-tion
nomen-cla-ture	no-men-cla-ture
tabloid	tab-loid
unin-sur-able	un-in-sur-a-ble
re-process	re-proc-ess
scarci-ty	scar-ci-ty
bal-loon-ist	balloonist
inan-i-mate	in-an-i-mate
de-f-i-n-i-tion-al	def-i-ni-tion-al
awake	a-wake
hearti-ly	heart-i-ly
semi-fi-nal-ist	sem-i-fi-nal-ist
riot	ri-ot
melan-cho-lia	mel-an-cho-li-a
auto	au-to
lusti-ly	lust-i-ly
ob-scu-ran-tism	ob-scu-rant-ism
epis-co-pal	e-pis-co-pal
rip-pling	rippling
eddy	ed-dy
podi-um	po-di-um
elec-tro-mag-net	e-lec-tro-mag-net
enor-mous	e-nor-mous
no-tice-able	no-tice-a-ble
silo	si-lo
over-lie	o-ver-lie
racon-teur	rac-on-teur
con-ducive	con-du-cive
crazy	cra-zy
nu-clear	nu-cle-ar
residue	res-i-due
basal	ba-sal
aorist	a-o-rist
founder	found-er
tomboy	tom-boy
marcher	march-er
poly-the-is-tic	pol-y-the-is-tic
cav-ernous	cav-ern-ous
plat-inum	plat-i-num
over-sexed	o-ver-sexed
triplex	tri-plex
cam-era	cam-er-a
dis-abled	dis-a-bled
idler	i-dler
poly-tech-nic	pol-y-tech-nic
here-inafter	here-in-af-ter
sleazy	slea-zy
cere-bel-lum	cer-e-bel-lum
elec-tri-cal	e-lec-tri-cal
tri-umvi-rate	tri-um-vi-rate
breather	breath-er
droopy	droop-y
pedan-tic	pe-dan-tic
corvette	cor-vette
anoint	a-noint
sax-ony	sax-o-ny
molyb-de-num	mo-lyb-de-num
un-invit-ing	un-in-vit-ing
pirou-ette	pir-ou-ette
unlov-ing	un-lov-ing
aban-doned	a-ban-doned
su-per-cil-ious	su-per-cil-i-ous
op-ti-misti-cal-ly	op-ti-mis-ti-cal-ly
ma-hogany	ma-hog-a-ny
lassie	las-sie
in-dige-nous	in-dig-e-nous
friv-o-li-ty	fri-vol-i-ty
na-iad	nai-ad
icy	i-cy
tri-umphal-ism	tri-um-phal-ism
su-prema-cist	su-prem-a-cist
every-one	eve-ry-one
sor-cery	sor-cer-y
isotrop-ic	i-so-trop-ic
kosher	ko-sher
oblige	o-blige
dis-avow-al	dis-a-vow-al
tonal-i-ty	to-nal-i-ty
ver-i-fi-able	ver-i-fi-a-ble
trencher	trench-er
cen-tripetal	cen-trip-e-tal
inkling	ink-ling
gad-get	gadg-et
loafer	loaf-er
en-chant-i-ng	en-chant-ing
eti-quette	et-i-quette
cos-set-ed	cosseted
deism	de-ism
chancery	chan-cer-y
kinder-garten	kin-der-gar-ten
en-hancer	en-hanc-er
lancer	lanc-er
no-tice-ably	no-tice-a-bly
pun-ish-able	pun-ish-a-ble
baili-wick	bail-i-wick
prostaglandin	pros-ta-glan-din
un-know-able	un-know-a-ble
menis-cus	me-nis-cus
un-af-ford-able	un-af-ford-a-ble
