Attempt	Real
crawler	crawl-er
pol-luter	pol-lut-er
su-per-fi-cial-i-ty	su-per-fi-ci-al-i-ty
fussy	fuss-y
salu-bri-ous	sa-lu-bri-ous
un-count-able	un-count-a-ble
trans-mo-gri-fy	trans-mog-ri-fy
ec-to-plas-m	ec-to-plasm
reap-ply	re-ap-ply
s-tunt-man	stunt-man
pa-tien-t	pa-tient
im-pinge-men-t	im-pinge-ment
s-mudge	smudge
easy	eas-y
bel-liger-en-t	bel-lig-er-ent
sander	sand-er
hy-draulic-s	hy-drau-lics
patis-serie	pa-tis-se-rie
an-tipa-thy	an-tip-a-thy
or-biter	or-bit-er
he-lio-sphere	he-li-o-sphere
l-it-i-gan-t	lit-i-gant
hand-picked	handpicked
reser-voir	res-er-voir
needy	need-y
e-vo-ca-tion	ev-o-ca-tion
pan-das	pan-das
round-about	round-a-bout
deep-en-ing	deepening
specu-lum	spec-u-lum
s-cat-ter	scat-ter
facet	fac-et
s-lip-shod	slip-shod
gos-sipy	gos-sip-y
re-cessed	recessed
s-tu-dentship	stu-dent-ship
de-ify	de-i-fy
s-mile	smile
di-nosaur	di-no-saur
char-i-o-teer	char-i-ot-eer
mil-lenar-i-an	mil-le-nar-i-an
dis-so-nan-t	dis-so-nant
repack-age	re-pack-age
demon-stra-ble	de-mon-stra-ble
breath-able	breath-a-ble
for-tu-itous-ly	for-tu-i-tous-ly
gaze-bo	ga-ze-bo
omega	o-me-ga
block-buster	block-bust-er
phys-iog-no-my	phys-i-og-no-my
claret	clar-et
col-lec-t	col-lect
dis-tin-guish-able	dis-tin-guish-a-ble
un-ortho-dox	un-or-tho-dox
heady	head-y
mar-ketable	mar-ket-a-ble
cider	ci-der
assig-na-tion	as-sig-na-tion
mis-treat-men-t	mis-treat-ment
fer-n	fern
de-crepit	de-crep-it
chival-ry	chiv-al-ry
s-tatute	stat-ute
paci-fist	pac-i-fist
rap-proche-men-t	rap-proche-ment
sus-tain-abil-i-ty	sus-tain-a-bil-i-ty
cur-tained	curtained
boxy	box-y
dis-tillery	dis-till-er-y
