Attempt	Real
crawler	crawl-er
pol-luter	pol-lut-er
su-per-fi-cial-i-ty	su-per-fi-ci-al-i-ty
fussy	fuss-y
salu-bri-ous	sa-lu-bri-ous
un-count-able	un-count-a-ble
trans-mo-gri-fy	trans-mog-ri-fy
reap-ply	re-ap-ply
proxy	prox-y
easy	eas-y
bel-liger-ent	bel-lig-er-ent
sander	sand-er
hy-draulics	hy-drau-lics
patis-serie	pa-tis-se-rie
an-tipa-thy	an-tip-a-thy
or-biter	or-bit-er
he-lios-phere	he-li-o-sphere
hand-picked	handpicked
reser-voir	res-er-voir
needy	need-y
evo-ca-tion	ev-o-ca-tion
promise	prom-ise
pan-das	pan-das
round-about	round-a-bout
taxi	tax-i
deep-en-ing	deepening
redi-rect	re-di-rect
specu-lum	spec-u-lum
facet	fac-et
gos-sipy	gos-sip-y
re-cessed	recessed
stu-dentship	stu-dent-ship
de-ify	de-i-fy
di-nosaur	di-no-saur
char-i-o-teer	char-i-ot-eer
mil-lenar-i-an	mil-le-nar-i-an
repack-age	re-pack-age
demon-stra-ble	de-mon-stra-ble
breath-able	breath-a-ble
for-tu-itous-ly	for-tu-i-tous-ly
gaze-bo	ga-ze-bo
omega	o-me-ga
block-buster	block-bust-er
phys-iog-no-my	phys-i-og-no-my
claret	clar-et
dis-tin-guish-able	dis-tin-guish-a-ble
un-ortho-dox	un-or-tho-dox
heady	head-y
mar-ketable	mar-ket-a-ble
cider	ci-der
assig-na-tion	as-sig-na-tion
de-crepit	de-crep-it
chival-ry	chiv-al-ry
statute	stat-ute
paci-fist	pac-i-fist
sus-tain-abil-i-ty	sus-tain-a-bil-i-ty
cur-tained	curtained
boxy	box-y
dis-tillery	dis-till-er-y
cho-les-terol	cho-les-ter-ol
iron-work	i-ron-work
unas-suaged	un-as-suaged
im-agery	im-age-ry
lifebelt	life-belt
mono-graph	mon-o-graph
get-away	get-a-way
dis-cernible	dis-cern-i-ble
mid-dleweight	mid-dle-weight
retry	re-try
over-run	o-ver-run
po-ten-tiome-ter	po-ten-ti-om-e-ter
