Attempt	Real
or-pha-n-age	or-phan-age
ta-r-ot	ta-rot
is-o-top-ic	i-so-top-ic
ep-i-tome	e-pit-o-me
aph-ro-di-si-ac	aph-ro-dis-i-ac
com-ra-de-ship	com-rade-ship
re-lict	rel-ict
cre-dit-wor-thi-ness	cred-it-wor-thi-ness
brazen-ly	bra-zen-ly
bask-et-ry	bas-ket-ry
sei-z-ure	sei-zure
var-ie-gat-ed	var-i-e-gat-ed
gan-glion	gan-gli-on
lurk-ing	lurking
man-a-ger-ess	man-ag-er-ess
mach-in-ist	ma-chin-ist
poli-cewo-man	po-lice-wom-an
ca-vi-ar	cav-i-ar
im-pish	imp-ish
pen-i-ten-tiar-y	pen-i-ten-tia-ry
rem-it	re-mit
wel-com-ing	wel-co-ming
re-volt-ed	revolted
i-d-ol-a-try	i-dol-a-try
prede-ter-mine	pre-de-ter-mine
cle-ment	clem-ent
author-ing	au-thor-ing
se-lec-tee	se-lect-ee
re-con-cil-i-a-tion	rec-on-cil-i-a-tion
guar-di-an	guard-i-an
smold-er	smol-der
nove-lette	nov-el-ette
in-vol-ve-ment	in-volve-ment
coun-ter-balance	coun-ter-bal-ance
tu-n-ic	tu-nic
ca-py-ba-ra	cap-y-ba-ra
i-d-ol-a-trous	i-dol-a-trous
trig-ram	tri-gram
malad-justed	mal-ad-just-ed
melt-ed	melted
non-chal-ant-ly	non-cha-lant-ly
per-pet-ra-tor	per-pe-tra-tor
brand-ed	bran-ded
ren-e-wal	re-new-al
ben-ign	be-nign
tig-er	ti-ger
pred-i-lec-tion	pre-di-lec-tion
in-tert-wine	in-ter-twine
cover-ing	cov-er-ing
sole-cism	sol-e-cism
meth-y-lene	meth-yl-ene
covet-ed	coveted
fors-wear	for-swear
dais-y	dai-sy
o-ther-wise	oth-er-wise
pre-bend-ar-y	preb-en-dar-y
sa-mo-var	sam-o-var
sus-ten-ance	sus-te-nance
ey-e-brow	eye-brow
gener-ic	ge-ner-ic
chin-oiser-ie	chi-noi-se-rie
puf-fer	puff-er
feud-al	feu-dal
su-b-or-di-nate	sub-or-di-nate
hap-pygo-luck-y	hap-py-go-luck-y
sil-vers-mith	sil-ver-smith
no-vel	nov-el
a-var-ice	av-a-rice
con-son-ance	con-so-nance
sur-real-ist	sur-re-al-ist
un-crow-d-ed	un-crowd-ed
awes-truck	awe-struck
pi-rat-ed	pirated
rare-fied	rar-e-fied
