Attempt	Real
cal-dera	cal-de-ra
o-eu-vre	oeu-vre
fluid	flu-id
buoy	bu-oy
lag-er	la-ger
cycli-cal	cy-cli-cal
frenz-y	fren-zy
lac-teal	lac-te-al
cir-cling	circling
gol-fer	golf-er
tail-or	tai-lor
non-s-mok-er	non-smok-er
sol-e-noid	so-le-noid
or-ga-nized	or-gan-ized
di-rec-tor-ate	di-rec-to-rate
ston-e-ma-son	stone-ma-son
hypo-crite	hyp-o-crite
re-duci-ble	re-duc-i-ble
li-mou-sine	lim-ou-sine
cra-tered	cratered
oc-cu-pier	oc-cu-pi-er
stif-fen	stiff-en
pro-duct	prod-uct
spark-ly	spar-kly
sup-ple-men-tar-y	sup-ple-men-ta-ry
in-dis-pu-t-a-ble	in-dis-put-a-ble
ex-ac-ting	ex-act-ing
ar-ch-er-y	ar-cher-y
de-clar-a-tion	dec-la-ra-tion
ir-rev-oc-a-ble	ir-rev-o-ca-ble
ir-rit-a-bil-i-ty	ir-ri-ta-bil-i-ty
do-tage	dot-age
rip-ped	ripped
di-a-l-ect	di-a-lect
re-ad-a-bil-i-ty	read-a-bil-i-ty
cog-nac	co-gnac
ven-ous	ve-nous
phy-log-e-net-ic	phy-lo-ge-net-ic
tran-spor-ta-tion	trans-por-ta-tion
sel-fish-ness	self-ish-ness
crull-er	crul-ler
may-o-ral	may-or-al
whis-k-er	whisk-er
mois-t-en	mois-ten
tur-no-ver	turn-o-ver
pur-port-ed	purported
un-covered	un-cov-ered
bir-thright	birth-right
im-per-so-na-tion	im-per-son-a-tion
zan-y	za-ny
fer-al	fe-ral
tre-s-pass	tres-pass
in-vol-ve-ment	in-volve-ment
gro-v-el	grov-el
ze-phyr	zeph-yr
sa-t-in	sat-in
coo-lant	cool-ant
un-ab-ash-ed-ly	un-a-bash-ed-ly
lam-plit	lamp-lit
de-cli-na-tion	dec-li-na-tion
wher-e-ver	wher-ev-er
ap-o-lit-i-cal	a-po-lit-i-cal
geez-er	gee-zer
tra-de-spe-o-ple	trades-peo-ple
rec-o-v-er	re-cov-er
stifling	sti-fling
