Attempt	Real
gaiter	gait-er
glossy	gloss-y
lapel	la-pel
smelly	smell-y
penin-su-la	pen-in-su-la
chaos	cha-os
arch-dio-cese	arch-di-o-cese
im-prison	im-pris-on
raga-muf-fin	rag-a-muf-fin
sitar	si-tar
deci-bel	dec-i-bel
ath-leti-cism	ath-let-i-cism
hu-morist	hu-mor-ist
pes-simist	pes-si-mist
crazi-ness	cra-zi-ness
hauli-er	haul-ier
re-new-able	re-new-a-ble
eat-able	eat-a-ble
tem-porar-i-ly	tem-po-rar-i-ly
fi-brob-last	fi-bro-blast
schoolmistress	school-mis-tress
leg-isla-tive	leg-is-la-tive
iden-ti-fi-able	i-den-ti-fi-a-ble
dis-abled	dis-a-bled
dis-senter	dis-sent-er
in-ter-po-lat-able	in-ter-po-la-ta-ble
over-lie	o-ver-lie
crater	cra-ter
chrysalis	chrys-a-lis
span-gled	spangled
her-bi-cide	herb-i-cide
crosstalk	cross-talk
tasty	tast-y
coolant	cool-ant
posse	pos-se
touris-tic	tour-is-tic
ide-al-ism	i-de-al-ism
damper	damp-er
manes	ma-nes
glut-to-nous	glut-ton-ous
peachy	peach-y
wreck-ing	wrecking
gra-tu-itous-ly	gra-tu-i-tous-ly
chrono-graph	chron-o-graph
dis-heart-ened	dis-hear-tened
im-per-me-able	im-per-me-a-ble
wily	wil-y
deserts	de-serts
pen-tathlon	pen-tath-lon
gazelle	ga-zelle
chi-ropody	chi-rop-o-dy
par-lia-men-tary	par-lia-men-ta-ry
wolfish	wolf-ish
markup	mark-up
grumpy	grump-y
ar-rival	ar-ri-val
tick-et-ed	ticketed
un-adapt-ed	un-a-dapt-ed
poly-cyclic	pol-y-cy-clic
over-ride	o-ver-ride
any-more	an-y-more
ex-cep-tion-able	ex-cep-tion-a-ble
transpon-der	tran-spon-der
chival-ry	chiv-al-ry
rover	rov-er
dark-ened	dar-kened
hyp-ocrite	hyp-o-crite
re-design	re-de-sign
em-body	em-bod-y
potable	po-ta-ble
cin-e-matog-ra-ph-er	cin-e-ma-tog-ra-pher
sedan	se-dan
notepad	note-pad
nico-tine	nic-o-tine
de-served-ly	de-serv-ed-ly
emer-gent	e-mer-gent
ready	read-y
in-con-ve-nience	in-con-ven-ience
limpet	lim-pet
geopo-lit-i-cal	ge-o-po-lit-i-cal
body-work	bod-y-work
coleslaw	cole-slaw
posy	po-sy
litotes	li-to-tes
me-dieval	me-di-e-val
an-tithe-sis	an-tith-e-sis
unin-spir-ing	un-in-spir-ing
un-chal-lenge-able	un-chal-lenge-a-ble
oblo-quy	ob-lo-quy
iambus	i-am-bus
durable	du-ra-ble
emer-gence	e-mer-gence
flan-nelette	flan-nel-ette
in-cisor	in-ci-sor
cen-trifu-ga-tion	cen-trif-u-ga-tion
cu-ra-to-r-i-al	cu-ra-to-ri-al
quizzi-cal	quiz-zi-cal
apol-o-gize	a-pol-o-gize
enu-mer-a-tor	e-nu-mer-a-tor
cupo-la	cu-po-la
itchy	itch-y
menar-che	men-ar-che
hearthrug	hearth-rug
groom-ing	grooming
icon	i-con
crumbly	crum-bly
anorex-ic	an-o-rex-ic
dean-ery	dean-er-y
im-mov-able	im-mov-a-ble
be-wil-dered	bewildered
athe-ist	a-the-ist
hashish	hash-ish
suf-frag-ist	suf-fra-gist
hermeneu-tic	her-me-neu-tic
mistle-toe	mis-tle-toe
itin-er-ant	i-tin-er-ant
re-versible	re-vers-i-ble
par-tial-i-ty	par-ti-al-i-ty
cho-ris-ter	chor-is-ter
messy	mess-y
ar-cana	ar-ca-na
fungi-cide	fun-gi-cide
pedi-gree	ped-i-gree
golfer	golf-er
valiant-ly	val-iant-ly
graphite	graph-ite
awake	a-wake
uni-lat-er-al-ism	u-ni-lat-er-al-ism
eu-kary-ote	eu-kar-y-ote
mini-cab	min-i-cab
naked-ness	na-ked-ness
swishy	swish-y
body	bod-y
nir-vana	nir-va-na
ori-en-ta-tion	o-ri-en-ta-tion
mar-ketabil-i-ty	mar-ket-a-bil-i-ty
cataract	cat-a-ract
bire-frin-gent	bi-re-frin-gent
up-silon	up-si-lon
fermi-on	fer-mi-on
par-enter-al	par-en-ter-al
beg-gary	beg-gar-y
tilde	til-de
vary	var-y
elect	e-lect
funky	funk-y
karate	ka-ra-te
democ-ra-cy	de-moc-ra-cy
trans-mo-gri-fy	trans-mog-ri-fy
lul-la-by	lull-a-by
in-tu-itive	in-tu-i-tive
minia-ture	min-i-a-ture
camisole	cam-i-sole
es-capade	es-ca-pade
undo	un-do
pati-na-tion	pat-i-na-tion
ex-oge-nous	ex-og-e-nous
diathermy	di-a-ther-my
manslaugh-ter	man-slaugh-ter
syn-ony-mous	syn-on-y-mous
pastis	pas-tis
necro-man-tic	nec-ro-man-tic
quiver	quiv-er
tuna	tu-na
sun-burned	sunburned
eeri-ly	ee-ri-ly
genii	ge-ni-i
hy-acinth	hy-a-cinth
stock-bro-ker	stock-brok-er
di-vider	di-vid-er
over-due	o-ver-due
in-tegri-ty	in-teg-ri-ty
er-ro-neous-ly	er-ro-ne-ous-ly
marcher	march-er
killer	kil-ler
over-state-ment	o-ver-state-ment
diplo-mat-ic	dip-lo-mat-ic
disin-gen-u-ous	dis-in-gen-u-ous
tem-pera-men-tal	tem-per-a-men-tal
lar-ynx-es	la-rynx-es
ap-praisal	ap-prais-al
unas-signed	un-as-signed
in-tifa-da	in-ti-fa-da
video-phone	vid-e-o-phone
anom-alous	a-nom-a-lous
haiku	hai-ku
detox-i-fi-ca-tion	de-tox-i-fi-ca-tion
ir-ra-tional-ly	ir-ra-tion-al-ly
diva	di-va
prefa-to-ry	pref-a-to-ry
spaghet-ti	spa-ghet-ti
quotable	quot-a-ble
tremor	trem-or
tute-lage	tu-te-lage
polyandry	pol-y-an-dry
grouchy	grouch-y
atri-um	a-tri-um
tan-nery	tan-ner-y
mar-malade	mar-ma-lade
rosin	ros-in
usu-al	u-su-al
merid-i-an	me-rid-i-an
flab-ber-gast-ed	flabbergasted
sana-to-ri-um	san-a-to-ri-um
amuse	a-muse
daisy	dai-sy
japan	ja-pan
po-litesse	pol-i-tesse
coun-ter-rev-o-lu-tion-ary	coun-ter-rev-o-lu-tion-ar-y
nugget	nug-get
whaler	whal-er
voca-tive	voc-a-tive
stu-dentship	stu-dent-ship
mo-lasses	mo-las-ses
aquifer	aq-ui-fer
emo-tion-less	e-mo-tion-less
claret	clar-et
jury	ju-ry
torus	to-rus
veto	ve-to
baronet	bar-on-et
grater	grat-er
un-re-cov-er-able	un-re-cov-er-a-ble
positron	pos-i-tron
kina	ki-na
bel-liger-ent	bel-lig-er-ent
emo-tion-al	e-mo-tion-al
toma-to	to-ma-to
millinery	mil-li-ner-y
re-stroom	rest-room
bud-getary	budg-et-ar-y
haver-sack	hav-er-sack
grandee	gran-dee
bac-te-r-i-al	bac-te-ri-al
un-cre-ative	un-cre-a-tive
ob-lig-ate	ob-li-gate
re-ceiver-ship	re-ceiv-er-ship
em-piri-cist	em-pir-i-cist
geome-ter	ge-om-e-ter
en-docrine	en-do-crine
rapid	rap-id
abuse	a-buse
per-me-able	per-me-a-ble
testy	tes-ty
postal	post-al
raven-ing	rav-en-ing
en-force-able	en-force-a-ble
ante	an-te
di-ary	di-a-ry
touristy	tour-ist-y
avens	av-ens
monastery	mon-as-ter-y
over-throw	o-ver-throw
rani	ra-ni
respite	res-pite
parochial-ism	pa-ro-chi-al-ism
va-porous	va-por-ous
song-writer	song-writ-er
nodal	nod-al
mi-croscopy	mi-cros-co-py
snob-bery	snob-ber-y
sesame	ses-a-me
breast-feed-ing	breastfeeding
loaded	load-ed
igloo	ig-loo
in-staller	in-stall-er
un-der-e-d-u-cat-ed	un-der-ed-u-cat-ed
over-writ-ing	overwriting
cur-tilage	cur-ti-lage
washy	wash-y
elon-gate	e-lon-gate
perquisite	per-qui-site
eru-di-tion	er-u-di-tion
the-atri-cals	the-at-ri-cals
piti-ful	pit-i-ful
over	o-ver
here-inafter	here-in-af-ter
delir-i-um	de-lir-i-um
cathe-dral	ca-the-dral
cu-rio	cu-ri-o
fer-al	fe-ral
lighter	light-er
mas-tery	mas-ter-y
cliffhang-er	cliff-hang-er
cel-ery	cel-er-y
dis-cotheque	dis-co-theque
port-fo-lio	port-fo-li-o
tran-scen-dence	tran-scend-ence
penul-ti-mate	pe-nul-ti-mate
galling	gall-ing
fara-day	far-a-day
beaver	bea-ver
satire	sat-ire
bes-tial-i-ty	bes-ti-al-i-ty
mis-nomer	mis-no-mer
col-liery	col-lier-y
raf-fia	raf-fi-a
bolero	bo-le-ro
sim-per-ing	simpering
ide-al-is-tic	i-de-al-is-tic
mul-ti-me-ter	mul-tim-e-ter
lu-natic	lu-na-tic
saga-cious	sa-ga-cious
in-con-gruity	in-con-gru-i-ty
panz-er	pan-zer
quater-nion	qua-ter-ni-on
elide	e-lide
kilo-hertz	kil-o-hertz
elec-table	e-lect-a-ble
pyra-mid	pyr-a-mid
valet	val-et
pep-pered	peppered
bitmap	bit-map
cousin	cous-in
scruti-ny	scru-ti-ny
gui-tarist	gui-tar-ist
un-ut-ter-able	un-ut-ter-a-ble
