Attempt	Real
counter	coun-ter
es-planade	es-pla-nade
necrop-sy	nec-rop-sy
coura-geous	cou-ra-geous
ran-corous	ran-cor-ous
bluish	blu-ish
smug-gling	smuggling
re-mark-ably	re-mark-a-bly
ibis	i-bis
green-ery	green-er-y
vol-canic	vol-can-ic
fanci-er	fan-ci-er
plea-sure	pleas-ure
reawak-en	re-a-wak-en
artiste	ar-tiste
cycli-cal	cy-cli-cal
shad-owy	shad-ow-y
liquor	liq-uor
in-es-timable	in-es-ti-ma-ble
bur-geon-ing	burgeoning
hectare	hec-tare
newsagent	news-a-gent
dual	du-al
coda	co-da
edit	ed-it
sleepy	sleep-y
iso-met-ric	i-so-met-ric
con-troller	con-trol-ler
meta-phys-i-cal	met-a-phys-i-cal
skintight	skin-tight
painful-ly	pain-ful-ly
re-uni-fi-ca-tion	re-u-ni-fi-ca-tion
eddy	ed-dy
tubu-lar	tu-bu-lar
welder	weld-er
ivy	i-vy
eigen-func-tion	ei-gen-func-tion
navel	na-vel
illiq-uid	il-liq-uid
warhorse	war-horse
bond-ing	bonding
cater-pil-lar	cat-er-pil-lar
pro-ba-tion-ary	pro-ba-tion-ar-y
awestruck	awe-struck
com-mu-nica-tive	com-mu-ni-ca-tive
in-tre-pid	in-trep-id
radon	ra-don
tu-mul-tuous	tu-mul-tu-ous
over-worked	overworked
smelt-ing	smelting
temer-i-ty	te-mer-i-ty
un-re-solv-able	un-re-solv-a-ble
omis-sion	o-mis-sion
triglyc-eride	tri-glyc-er-ide
apos-to-late	a-pos-to-late
cataract	cat-a-ract
in-elas-tic	in-e-las-tic
foot-baller	foot-ball-er
mi-cro-farad	mi-cro-far-ad
rock-etry	rock-et-ry
in-sis-tence	in-sist-ence
sub-ur-bia	sub-ur-bi-a
widen	wid-en
owlish	owl-ish
radix	ra-dix
aplomb	a-plomb
unso-cia-ble	un-so-cia-ble
ju-ridi-cal	ju-rid-i-cal
mul-ti-level	mul-ti-lev-el
co-pra	cop-ra
seashore	sea-shore
busi-nesslike	busi-ness-like
pen-i-ten-tiary	pen-i-ten-tia-ry
grasshop-per	grass-hop-per
bloody	blood-y
om-nipo-tent	om-nip-o-tent
pho-to-s-phere	pho-to-sphere
over-done	o-ver-done
avoid-ance	a-void-ance
su-prema-cist	su-prem-a-cist
pant-i-ng	pant-ing
hori-zon	ho-ri-zon
spencer	spen-cer
wicked	wick-ed
saline	sa-line
pover-ty	pov-er-ty
syco-phancy	syc-o-phan-cy
un-bear-ably	un-bear-a-bly
scream-ing	screaming
tele-vised	televised
nougat	nou-gat
pub-lished	published
bassist	bass-ist
uter-ine	u-ter-ine
chi-canery	chi-can-er-y
iota	i-o-ta
ep-ithe-lial	ep-i-the-li-al
milk-shake	milkshake
schoolmistress	school-mis-tress
per-jury	per-ju-ry
ma-chin-ery	ma-chin-er-y
trainee	train-ee
an-tipodes	an-tip-o-des
ig-no-min-ious	ig-no-min-i-ous
sier-ra	si-er-ra
sable	sa-ble
darter	dart-er
fri-able	fri-a-ble
flotil-la	flo-til-la
elec-tri-cal	e-lec-tri-cal
eeri-ly	ee-ri-ly
ed-uca-tive	ed-u-ca-tive
transcon-ti-nen-tal	trans-con-ti-nen-tal
sce-nario	sce-nar-i-o
readi-ness	read-i-ness
cloudy	cloud-y
species	spe-cies
enu-mer-a-tion	e-nu-mer-a-tion
choline	cho-line
crafty	craft-y
com-bi-na-to-r-i-al	com-bi-na-to-ri-al
video-taped	videotaped
in-vari-ant	in-var-i-ant
pat-terned	patterned
artistry	art-ist-ry
sub-ter-ranean	sub-ter-ra-ne-an
sec-re-tari-at	sec-re-tar-i-at
elec-tro-cu-tion	e-lec-tro-cu-tion
ethnog-ra-phy	eth-nog-ra-phy
hy-dros-phere	hy-dro-sphere
asi-nine	as-i-nine
school-teacher	school-teach-er
in-con-solable	in-con-sol-a-ble
ide-o-log-i-cal-ly	i-de-o-log-i-cal-ly
easy-go-ing	eas-y-go-ing
in-audi-ble	in-au-di-ble
giblets	gib-lets
denizen	den-i-zen
scam-per	scamp-er
jour-nalese	jour-nal-ese
mar-keter	mar-ket-er
mono-mi-al	mo-no-mi-al
gluten	glu-ten
de-liv-er-able	de-liv-er-a-ble
resin	res-in
body-guard	bod-y-guard
ma-joli-ca	ma-jol-i-ca
co-pro-lite	cop-ro-lite
cameo	cam-e-o
breather	breath-er
catholic	cath-o-lic
cra-nial	cra-ni-al
many	man-y
di-etit-ian	di-e-ti-tian
ovary	o-va-ry
lemon-ade	lem-on-ade
iden-ti-fy	i-den-ti-fy
over-sexed	o-ver-sexed
fault-ing	faulting
craven	cra-ven
gale-na	ga-le-na
un-adorned	un-a-dorned
mega-phone	meg-a-phone
prowess	prow-ess
corset	cor-set
ax-olotl	ax-o-lotl
pu-ri-tanism	pu-ri-tan-ism
tripoli	trip-o-li
dotage	dot-age
ga-lop	gal-op
ir-res-olute	ir-res-o-lute
con-fec-tionery	con-fec-tion-er-y
sto-ical	sto-i-cal
over-step	o-ver-step
with-ered	withered
gad-getry	gadg-et-ry
paragon	par-a-gon
in-hos-pitable	in-hos-pi-ta-ble
pass-ably	pass-a-bly
staphy-lo-coc-cus	staph-y-lo-coc-cus
pointil-lism	poin-til-lism
gazelle	ga-zelle
melo-dra-mat-ic	mel-o-dra-mat-ic
balmy	balm-y
over-wrought	o-ver-wrought
mono-gram	mon-o-gram
lava	la-va
hauler	haul-er
toga	to-ga
her-bi-cide	herb-i-cide
table-cloth	ta-ble-cloth
unin-spired	un-in-spired
evap-o-rate	e-vap-o-rate
hu-manoid	hu-man-oid
con-vect-ed	convected
