Attempt	Real
gadge-try	gadg-et-ry
neon	ne-on
en-cy-clo-ped-ic	en-cy-clo-pe-dic
re-p-ro-cess	re-proc-ess
stupe-fy	stu-pe-fy
re-l-ic	rel-ic
mem-or-a-bil-i-a	mem-o-ra-bil-i-a
harbing-er	har-bin-ger
gangling	gan-gling
vantage	van-tage
pro-sper-i-ty	pros-per-i-ty
pris-s-y	pris-sy
fat-a-l-is-tic	fa-tal-is-tic
de-c-o-rum	de-co-rum
fro-lic-some	frol-ic-some
ca-ra-v-el	car-a-vel
be-drid-den	bed-rid-den
em-broid-er-y	em-broi-der-y
es-ca-l-a-tor	es-ca-la-tor
i-d-i-o-syn-cra-sy	id-i-o-syn-cra-sy
quad-rup-ly	quad-ru-ply
worthi-ness	wor-thi-ness
per-so-n-al-i-ty	per-son-al-i-ty
pros-t-a-glan-din	pros-ta-glan-din
sub-sid-y	sub-si-dy
un-ex-amined	un-ex-am-ined
spi-rit-u-al-ly	spir-it-u-al-ly
com-pa-r-i-son	com-par-i-son
cere-bel-lum	cer-e-bel-lum
in-audi-ble	in-au-di-ble
ras-py	rasp-y
coas-tal	coast-al
hye-na	hy-e-na
by-pro-duct	by-prod-uct
fem-in-ism	fem-i-nism
ham-p-er	ham-per
sui-tor	suit-or
hel-l-ish	hell-ish
rack-e-teer-ing	rack-et-eer-ing
vo-la-tile	vol-a-tile
postage	post-age
tricy-cle	tri-cy-cle
ni-co-tine	nic-o-tine
selfless-ly	self-less-ly
pen-al-t-y	pen-al-ty
o-th-er-ness	oth-er-ness
ca-gey	cag-ey
plebis-cite	pleb-i-scite
thaw-ing	thawing
fore-ign-er	for-eign-er
post-mo-dern-ist	post-mod-ern-ist
me-te-o-rol-o-gy	me-te-or-ol-o-gy
phy-log-e-net-ic	phy-lo-ge-net-ic
e-bul-li-ence	e-bul-lience
in-dus-t-ry	in-dus-try
o-ve-re-at	o-ver-eat
crea-tive-ly	cre-a-tive-ly
ra-cy	rac-y
nai-vete	naivete
con-fi-den-tial-i-ty	con-fi-den-ti-al-i-ty
chap-e-r-one	chap-er-one
ev-er-y	eve-ry
ban-krupt	bank-rupt
cub-it	cu-bit
no-vel-ty	nov-el-ty
un-a-dapted	un-a-dapt-ed
hand-picked	handpicked
un-mol-est-ed	un-mo-lest-ed
ban-k-note	bank-note
skirm-ish-ing	skirmishing
forest-ed	forested
guaca-mole	gua-ca-mo-le
tran-sac-tion-al	trans-ac-tion-al
cru-ise	cruise
quav-er	qua-ver
bi-o-che-mist	bi-o-chem-ist
fos-t-er	fos-ter
re-s-cuer	res-cu-er
a-te-li-er	at-el-ier
su-g-ar-y	sug-ar-y
un-fa-shion-a-ble	un-fash-ion-a-ble
laun-d-ress	laun-dress
pro-phet	proph-et
mas-o-chist	mas-och-ist
time-t-a-ble	time-ta-ble
toge-ther-ness	to-geth-er-ness
in-di-ca-tive	in-dic-a-tive
de-m-o-graph-ics	dem-o-graph-ics
haber-dash-er-y	hab-er-dash-er-y
ow-n-er-ship	own-er-ship
ex-tram-u-ral	ex-tra-mu-ral
un-reg-istered	un-reg-is-tered
bishop	bish-op
sou-p-y	soup-y
cham-pion-ship	cham-pi-on-ship
frail-t-y	frail-ty
chiseled	chis-eled
fun-drais-ing	fund-rais-ing
im-prov-i-sa-to-ry	im-pro-vi-sa-to-ry
busin-ess-like	busi-ness-like
dig-i-ta-l-is	dig-i-tal-is
le-gume	leg-ume
minted	mint-ed
fore-ster	for-est-er
transcon-ti-nen-tal	trans-con-ti-nen-tal
reas-sess	re-as-sess
ure-thane	u-re-thane
re-stroom	rest-room
per-en-nial-ly	per-en-ni-al-ly
in-ter-pre-ter	in-ter-pret-er
the-re-in	there-in
com-plaisant	com-plai-sant
mat-er	ma-ter
me-tal	met-al
ho-no-rif-ic	hon-or-if-ic
li-l-ac	li-lac
startling	star-tling
prob-le-mat-ic	prob-lem-at-ic
col-lap-si-ble	col-laps-i-ble
tech-no-cra-cy	tech-noc-ra-cy
mas-ca-ra	mas-car-a
ca-tas-tro-phic	cat-a-stroph-ic
a-qual-ung	aq-ua-lung
mag-net-o-hy-dro-dy-nam-ics	mag-ne-to-hy-dro-dy-nam-ics
pi-vot	piv-ot
fu-ner-a-r-y	fu-ner-ar-y
pose-ur	po-seur
i-conog-ra-phy	i-co-nog-ra-phy
or-bi-ter	or-bit-er
here-sy	her-e-sy
waf-er	wa-fer
re-al-ness	real-ness
spon-sored	sponsored
eg-o-cen-tric	e-go-cen-tric
hip-po-po-ta-mus	hip-po-pot-a-mus
wel-com-ing	wel-co-ming
re-c-la-ma-tion	rec-la-ma-tion
hi-erar-chi-cal	hi-er-ar-chi-cal
en-fee-bled	enfeebled
dar-k-room	dark-room
on-going	on-go-ing
clov-er	clo-ver
cos-tar	co-star
son-a-ta	so-na-ta
pes-sim-ism	pes-si-mism
ant-werp	antwerp
gub-er-na-to-ri-al	gu-ber-na-to-ri-al
lo-zenge	loz-enge
dod-gem	dodg-em
be-ginn-ing	be-gin-ning
fril-ly	frill-y
han-gar	hang-ar
mo-dern-ism	mod-ern-ism
pet-ro-le-um	pe-tro-le-um
dis-si-d-ent	dis-si-dent
de-s-ign-er	de-sign-er
por-traitist	por-trait-ist
oak-um	oa-kum
i-ridi-um	i-rid-i-um
pi-les	piles
phos-pho-re-scence	phos-pho-res-cence
re-stive	res-tive
sing-ly	sin-gly
pleas-an-t-ry	pleas-ant-ry
par-ap-sy-chol-o-gy	par-a-psy-chol-o-gy
oi-ly	oil-y
steeple-chase	stee-ple-chase
spi-rit-u-al-ism	spir-it-u-al-ism
re-as-su-r-ance	re-as-sur-ance
ther-mos-tat	ther-mo-stat
deca-pod	dec-a-pod
strato-sphere	strat-o-sphere
ap-praisal	ap-prais-al
bi-oen-gineer-ing	bi-o-en-gi-neer-ing
un-it-ed	u-nit-ed
ditch-ing	ditching
vine-gar	vin-e-gar
syl-la-ba-ry	syl-la-bar-y
en-ig-ma	e-nig-ma
coin-cide	co-in-cide
my-ri-ad	myr-i-ad
drom-e-da-r-y	drom-e-dar-y
sa-les-girl	sales-girl
gla-ci-er	gla-cier
pot-a-ble	po-ta-ble
jour-na-lese	jour-nal-ese
clank-ing	clan-king
varn-ish	var-nish
sus-cept-i-ble	sus-cep-ti-ble
ve-n-ous	ve-nous
sal-mon	salm-on
a-r-o-mat-ic	ar-o-mat-ic
iso-late	i-so-late
tel-e-com-mut-ing	te-le-com-mu-ting
how-d-y	how-dy
nau-seate	nau-se-ate
a-n-y-body	an-y-bod-y
spe-c-if-i-cal-ly	spe-cif-i-cal-ly
fore-going	fore-go-ing
worth-y	wor-thy
fun-drais-er	fund-rais-er
cra-tered	cratered
graphite	graph-ite
fi-erce	fierce
roast-ed	roasted
jiffy	jif-fy
vin-yl	vi-nyl
derail-ment	de-rail-ment
fore-ign	for-eign
wea-pon	weap-on
con-ge-ni-al	con-gen-ial
sam-u-ra-i	sam-u-rai
mi-ra-cle	mir-a-cle
du-opo-ly	du-op-o-ly
ne-go-tia-ble	ne-go-ti-a-ble
iso-lat-ed	i-so-lat-ed
scan-t-y	scant-y
wi-dow-er	wid-ow-er
boa	bo-a
sur-real	sur-re-al
based	based
bar-ba-r-i-an	bar-bar-i-an
pe-trel	pet-rel
o-do-rous	o-dor-ous
e-le-ven	e-lev-en
im-por-tu-n-i-ty	im-por-tu-ni-ty
prer-og-a-tive	pre-rog-a-tive
mul-tid-i-men-sion-al	mul-ti-di-men-sion-al
ru-di-men-ta-r-y	ru-di-men-ta-ry
tri-po-li	trip-o-li
snig-ger-ing	sniggering
quart-zite	quartz-ite
cam-pa-nile	cam-pa-ni-le
can-dlel-it	can-dle-lit
vitreous	vit-re-ous
un-re-pentant	un-re-pent-ant
monau-ral	mon-au-ral
un-de-livered	un-de-liv-ered
mischief	mis-chief
hos-t-ler	hos-tler
band-wa-gon	band-wag-on
male-fac-tor	mal-e-fac-tor
penin-su-lar	pen-in-su-lar
doc-tor-ing	doctoring
ow-let	owl-et
pen-thouse	pent-house
bon-an-za	bo-nan-za
prestige	pres-tige
lique-fy	liq-ue-fy
chal-et	cha-let
un-go-vern-a-ble	un-gov-ern-a-ble
sain-thood	saint-hood
cashew	cash-ew
ar-ches	arch-es
un-per-su-a-sive	un-per-sua-sive
with-ered	withered
in-cor-rig-i-ble	in-cor-ri-gi-ble
sub-ser-vient	sub-ser-vi-ent
moth-er-stobe	mo-ther-stobe
