Attempt	Real
bill-ing	bil-ling
cra-z-i-ness	cra-zi-ness
nobly	no-bly
scor-pion	scor-pi-on
a-phe-lion	a-phe-li-on
pol-y-cry-stal-line	pol-y-crys-tal-line
no-nen-ti-ty	non-en-ti-ty
ma-ca-ro-ni	mac-a-ro-ni
im-pe-d-ance	im-ped-ance
po-lit-ic	pol-i-tic
im-pro-p-ri-e-ty	im-pro-pri-e-ty
baw-d-y	bawd-y
un-set-tling	unsettling
fresh-wa-t-er	fresh-wa-ter
e-qui-ta-bly	eq-ui-ta-bly
me-tal-lur-gy	met-al-lur-gy
coc-o-nut	co-co-nut
blasphe-mous	blas-phe-mous
deb-tor	debt-or
ro-tar-y	ro-ta-ry
pira-cy	pi-ra-cy
con-vi-v-i-al-i-ty	con-viv-i-al-i-ty
pro-ject-ed	projected
booby	boo-by
rem-i-n-is-cence	rem-i-nis-cence
sus-pen-ders	sus-pend-ers
hang-glided	hang-gli-ded
un-de-c-o-rat-ed	un-dec-o-rat-ed
coau-thor	co-au-thor
el-fin	elf-in
stri-p-y	strip-y
ga-som-e-ter	gas-om-e-ter
rifle-man	ri-fle-man
re-ti-na	ret-i-na
sterling	ster-ling
cro-zi-er	cro-zier
lethal	le-thal
pre-sen-ta-tion	pres-en-ta-tion
mo-n-o-chro-mat-ic	mon-o-chro-mat-ic
deno-ta-tion	de-no-ta-tion
se-ca-teurs	sec-a-teurs
jiff-y	jif-fy
haver-sack	hav-er-sack
pub-lished	published
e-p-is-tle	e-pis-tle
ure-thane	u-re-thane
be-si-des	be-sides
cash-i-er	cash-ier
es-ca-pism	es-cap-ism
pe-jo-r-a-tive	pe-jo-ra-tive
naive	na-ive
stupe-fy	stu-pe-fy
in-sec-tiv-or-ous	in-sec-tiv-o-rous
raf-ter	raft-er
un-ique-ness	u-nique-ness
an-ni-ver-sary	an-ni-ver-sa-ry
pre-da-to-ry	pred-a-to-ry
bobsled	bob-sled
va-sec-to-my	vas-ec-to-my
server	serv-er
dis-pirit-ed	dis-pir-it-ed
o-ver-heat-ed	overheated
splut-ter-ing	spluttering
un-bridled	un-bri-dled
gun-s-mith	gun-smith
gigo-lo	gig-o-lo
ile-um	il-e-um
in-er-ad-i-ca-ble	in-e-rad-i-ca-ble
trag-e-d-y	trag-e-dy
cho-co-late	choc-o-late
an-throp-ic	an-thro-pic
cas-toff	cast-off
un-vary-ing	un-var-y-ing
coex-istent	co-ex-ist-ent
pro-se-cu-tion	pros-e-cu-tion
he-roin	her-o-in
bount-y	boun-ty
speech-ify-ing	speechifying
guar-di-an	guard-i-an
sub-ser-vient	sub-ser-vi-ent
thi-ev-er-y	thiev-er-y
im-ple-men-ter	im-ple-ment-er
thor-ny	thorn-y
in-ade-quate-ly	in-ad-e-quate-ly
stor-my	storm-y
le-gate	leg-ate
bac-car-at	bac-ca-rat
un-ack-nowledged	un-ac-knowl-edged
smel-ly	smell-y
des-cent	de-scent
bi-ome-try	bi-om-e-try
pre-sence	pres-ence
gad-ge-try	gadg-et-ry
diso-ri-ent	dis-o-ri-ent
pier-cer	pierc-er
cap-i-ta-l-is-tic	cap-i-tal-is-tic
newl-y	new-ly
ste-re-o	ster-e-o
fun-drais-ing	fund-rais-ing
im-balance	im-bal-ance
un-discerning	un-dis-cern-ing
rent-ed	rented
taunt-ing	taunting
re-mo-val	re-mov-al
me-temp-sy-cho-sis	me-tem-psy-cho-sis
o-nyx	on-yx
pro-tea	pro-te-a
stoi-cal-ly	sto-i-cal-ly
es-ca-pist	es-cap-ist
pro-p-ri-e-to-ri-al	pro-pri-e-to-ri-al
dim-pled	dimpled
cher-oot	che-root
eg-o-tis-ti-cal	e-go-tis-ti-cal
lega-tor	le-ga-tor
tri-ti-um	trit-i-um
new-sreel	news-reel
ma-t-er	ma-ter
ha-v-oc	hav-oc
gooey	goo-ey
bar-o-nage	bar-on-age
re-cessed	recessed
be-vy	bev-y
met-a-mor-phosed	metamorphosed
ex-pect-ed	expected
forci-ble	for-ci-ble
te-nant	ten-ant
ex-ec-u-ta-ble	ex-e-cut-a-ble
bug-gered	buggered
tract-a-ble	trac-ta-ble
paup-er	pau-per
pleb-is-cite	pleb-i-scite
a-pocry-phal	a-poc-ry-phal
seeings	see-ings
ste-war-dess	stew-ard-ess
e-p-i-gram	ep-i-gram
ex-cep-ting	ex-cept-ing
seeth-ing	seething
ir-re-con-cil-a-ble	ir-rec-on-cil-a-ble
par-ap-sy-chol-o-gy	par-a-psy-chol-o-gy
misspend	mis-spend
prece-d-ence	prec-e-dence
neces-sa-ry	nec-es-sar-y
both-ered	bothered
pout-ing	pouting
min-der	mind-er
fidge-ty	fidg-et-y
hy-po-derm-ic	hy-po-der-mic
gel-a-t-in	gel-a-tin
seabed	sea-bed
com-pli-men-ta-r-y	com-pli-men-ta-ry
ve-n-ous	ve-nous
de-tainee	de-tain-ee
sa-lad	sal-ad
un-ra-v-el	un-rav-el
gig-gling	giggling
me-lan-chol-ic	mel-an-chol-ic
te-e-to-tal	tee-to-tal
mi-nu-tiae	mi-nu-ti-ae
de-cay-ing	decaying
co-mest-i-ble	co-mes-ti-ble
sed-uc-er	se-duc-er
par-a-s-i-tism	par-a-sit-ism
col-lap-si-ble	col-laps-i-ble
