Attempt	Real
jeop-ardy	jeop-ard-y
de-served-ly	de-serv-ed-ly
padding	pad-ding
re-cidi-vist	re-cid-i-vist
in-cisor	in-ci-sor
arabesque	ar-a-besque
vengeance	venge-ance
willpow-er	will-pow-er
sto-ical	sto-i-cal
seizure	sei-zure
un-us-able	un-us-a-ble
pyra-mi-dal	py-ram-i-dal
re-moval	re-mov-al
un-avail-able	un-a-vail-a-ble
wa-terbed	wa-ter-bed
stealth-ily	stealth-i-ly
bios-phere	bi-o-sphere
mighty	might-y
sober-ly	so-ber-ly
lan-der	land-er
kina	ki-na
hereto-fore	here-to-fore
sacral	sa-cral
no-ti-fi-able	no-ti-fi-a-ble
unas-sum-ing	un-as-sum-ing
over-spend	o-ver-spend
tsuna-mi	tsu-na-mi
grassy	grass-y
re-minder	re-mind-er
hearti-ly	heart-i-ly
icon-o-clas-tic	i-con-o-clas-tic
guille-mot	guil-le-mot
dancer	danc-er
orang	o-rang
frilli-er	fril-li-er
botany	bot-a-ny
askance	a-skance
kinky	kink-y
philis-tine	phil-is-tine
equinox	e-qui-nox
glia	gli-a
uni-fy	u-ni-fy
psy-choso-cial	psy-cho-so-cial
lan-guorous	lan-guor-ous
gen-uine-ly	gen-u-ine-ly
per-cu-ta-neous	per-cu-ta-ne-ous
biki-ni	bi-ki-ni
pedes-tri-an	pe-des-tri-an
steadi-ly	stead-i-ly
chaot-ic	cha-ot-ic
car-borun-dum	car-bo-run-dum
prophet-ic	pro-phet-ic
servi-tude	ser-vi-tude
con-tin-gency	con-tin-gen-cy
chintzy	chintz-y
heron	her-on
car-cino-genic	car-cin-o-gen-ic
thyris-tor	thy-ris-tor
iso-lat-ing	i-so-lat-ing
medusa	me-du-sa
benef-i-cent	be-nef-i-cent
nico-tine	nic-o-tine
uni-ver-sal	u-ni-ver-sal
lano-lin	lan-o-lin
avari-cious	av-a-ri-cious
gigo-lo	gig-o-lo
tetrox-ide	te-trox-ide
per-ish-able	per-ish-a-ble
lama	la-ma
silo	si-lo
over-ac-tive	o-ver-ac-tive
im-pe-cu-nious	im-pe-cu-ni-ous
aor-ta	a-or-ta
ben-e-fi-cia-ry	ben-e-fi-ci-ar-y
hys-teric	hys-ter-ic
axle	ax-le
utopia	u-to-pi-a
deliri-ous	de-lir-i-ous
im-pon-der-able	im-pon-der-a-ble
over-step	o-ver-step
tem-pera	tem-per-a
relict	rel-ict
in-quisi-tor	in-quis-i-tor
matins	mat-ins
ex-pec-tant-ly	ex-pect-ant-ly
ru-ined	ruined
man-telshelf	man-tel-shelf
unique-ness	u-nique-ness
un-con-trol-lable	un-con-trol-la-ble
his-tol-ogy	his-tol-o-gy
bes-tial-i-ty	bes-ti-al-i-ty
tangy	tang-y
in-con-gruity	in-con-gru-i-ty
who-dunit	who-dun-it
in-fantry-man	in-fan-try-man
me-te-orite	me-te-or-ite
tremen-dous	tre-men-dous
salmon	salm-on
chee-rio	cheer-i-o
harpist	har-pist
be-trothal	be-troth-al
un-alike	un-a-like
famine	fam-ine
er-ro-neous-ly	er-ro-ne-ous-ly
chid-ing	chiding
thrifty	thrift-y
iso-lat-ed	i-so-lat-ed
inani-ty	in-an-i-ty
glut-tony	glut-ton-y
await	a-wait
pesti-len-tial	pes-ti-len-tial
palu-dal	pa-lu-dal
ap-pre-cia-ble	ap-pre-ci-a-ble
legu-mi-nous	le-gu-mi-nous
so-cioe-co-nom-ic	so-ci-o-ec-o-nom-ic
mag-netite	mag-net-ite
scraper	scrap-er
felon	fel-on
lig-and	li-gand
heretic	her-e-tic
re-peat-able	re-peat-a-ble
preter-nat-ur-al	pre-ter-nat-u-ral
capri-ole	cap-ri-ole
pi-ran-ha	pi-ra-nha
layabout	lay-a-bout
perime-ter	pe-rim-e-ter
de-spon-den-cy	de-spond-en-cy
aper-ture	ap-er-ture
woodsmoke	wood-smoke
gleam-ing	gleaming
his-t-a-mine	his-ta-mine
pira-cy	pi-ra-cy
raider	raid-er
in-spec-torate	in-spec-tor-ate
over-cast	o-ver-cast
celandine	cel-an-dine
ex-pand-able	ex-pand-a-ble
coun-terof-fen-sive	coun-ter-of-fen-sive
leapfrog	leap-frog
gos-samer	gos-sa-mer
mantra	man-tra
ed-i-to-r-i-al	ed-i-to-ri-al
golfer	golf-er
prepa-ra-tion	prep-a-ra-tion
re-cov-ery	re-cov-er-y
palm-istry	palm-is-try
colon	co-lon
lin-eage	lin-e-age
frothy	froth-y
triv-ial	triv-i-al
gullible	gul-li-ble
pre-de-ter-mined	predetermined
green-ery	green-er-y
tetra	tet-ra
fuel	fu-el
wash-able	wash-a-ble
meta-lan-guage	met-a-lan-guage
faulty	fault-y
dis-com-fort-ing	discomforting
chi-canery	chi-can-er-y
serif	ser-if
caiman	cai-man
bribery	brib-er-y
overqual-i-fied	o-ver-qual-i-fied
pre-dictabil-i-ty	pre-dict-a-bil-i-ty
para-chutist	par-a-chut-ist
deluxe	de-luxe
carouse	ca-rouse
paraglid-ing	par-a-glid-ing
navvy	nav-vy
unashamed-ly	un-a-sham-ed-ly
un-buried	un-bur-ied
prosce-ni-um	pro-sce-ni-um
lazi-ness	la-zi-ness
kiwi	ki-wi
singsong	sing-song
gallery	gal-ler-y
mis-nomer	mis-no-mer
repli-ca-tion	rep-li-ca-tion
colobus	col-o-bus
atri-um	a-tri-um
geo-physics	ge-o-phys-ics
ar-guably	ar-gu-a-bly
untest-ed	un-test-ed
elas-tic	e-las-tic
au-tonomous	au-ton-o-mous
gloat-ing	gloating
cater	ca-ter
leather	leath-er
raspy	rasp-y
sawmill	saw-mill
ir-re-sistible	ir-re-sist-i-ble
codex	co-dex
anx-i-ety	anx-i-e-ty
break-away	break-a-way
aqua-naut	aq-ua-naut
con-temptible	con-tempt-i-ble
satir-i-cal	sa-tir-i-cal
panoply	pan-o-ply
un-re-solv-able	un-re-solv-a-ble
dud-geon	dudg-eon
man-ganese	man-ga-nese
mas-tery	mas-ter-y
killing	kill-ing
nosy	nos-y
em-anate	em-a-nate
repa-tri-a-tion	re-pa-tri-a-tion
span-gled	spangled
cus-tody	cus-to-dy
pom-padour	pom-pa-dour
over-work	o-ver-work
callable	call-a-ble
epochal	ep-och-al
my-opic	my-op-ic
rubric	ru-bric
im-petu-ous	im-pet-u-ous
frica-tive	fric-a-tive
cara-pace	car-a-pace
tute-lage	tu-te-lage
un-bo-som	un-bos-om
corol-lary	cor-ol-lar-y
vari-a-tion	var-i-a-tion
ex-ecu-tor	ex-ec-u-tor
learned	learn-ed
re-fin-ery	re-fin-er-y
in-ter-plan-e-tary	in-ter-plan-e-tar-y
lumpen	lum-pen
aware	a-ware
gateau	ga-teau
meaty	meat-y
poly-chrome	pol-y-chrome
geno-ci-dal	gen-o-cid-al
un-trans-lat-able	un-trans-lat-a-ble
roughage	rough-age
lyrist	lyr-ist
cerise	ce-rise
cov-etous	cov-et-ous
at-tempt-ed	at-temp-ted
physi-cist	phys-i-cist
tractable	trac-ta-ble
im-muno-sup-pres-sion	im-mu-no-sup-pres-sion
en-chant-i-ng	en-chant-ing
hooky	hook-y
par-al-lelepiped	par-al-lel-e-pi-ped
elec-tro-dy-nam-ics	e-lec-tro-dy-nam-ics
si-nu-soid	si-nus-oid
dis-ori-ent-ed	disoriented
com-pendi-um	com-pen-di-um
metaphor-i-cal	met-a-phor-i-cal
de-liv-ery	de-liv-er-y
necrop-o-lis	ne-crop-o-lis
ra-tio-nale	ra-tion-ale
macro-cosm	mac-ro-cosm
renum-ber	re-num-ber
pen-i-ten-tiary	pen-i-ten-tia-ry
avens	av-ens
pur-veyance	pur-vey-ance
echoic	e-cho-ic
ex-cus-able	ex-cus-a-ble
novice	nov-ice
punch-line	punchline
au-thoress	au-thor-ess
drama-tist	dram-a-tist
mega-lith-ic	meg-a-lith-ic
dual	du-al
quartzite	quartz-ite
dis-ori-en-ta-tion	dis-o-ri-en-ta-tion
mono-gram	mon-o-gram
polypho-ny	po-lyph-o-ny
very	ver-y
overuse	o-ver-use
hy-drangea	hy-dran-gea
vari-ant	var-i-ant
straight-away	straight-a-way
au-dio	au-di-o
stiffly	stiff-ly
nau-sea	nau-se-a
purga-tive	pur-ga-tive
car-boxyl	car-box-yl
baldy	bald-y
re-deemer	re-deem-er
han-dover	hand-o-ver
trans-former	trans-form-er
bo-som	bos-om
unassertive	un-as-ser-tive
lega-tion	le-ga-tion
ar-rival	ar-ri-val
frizzy	friz-zy
at-ten-dant	at-tend-ant
sum-mery	sum-mer-y
mori-bund	mor-i-bund
elon-gate	e-lon-gate
pep-pered	peppered
un-gentle-man-ly	un-gen-tle-man-ly
silken	silk-en
liken	lik-en
strate-gist	strat-e-gist
fetid	fet-id
hedgerow	hedge-row
transna-tion-al	trans-na-tion-al
messy	mess-y
con-tes-tant	con-test-ant
imag-i-na-tion	im-ag-i-na-tion
eigen-val-ue	ei-gen-val-ue
