Attempt	Real
smel-ly	smell-y
pe-nin-su-la	pen-in-su-la
chaos	cha-os
waistline	waist-line
im-prison	im-pris-on
con-figure	con-fig-ure
pes-sim-ist	pes-si-mist
par-li-a-ment	par-lia-ment
craz-i-ness	cra-zi-ness
newlywed	new-ly-wed
hau-li-er	haul-ier
renew-a-ble	re-new-a-ble
wag-er	wa-ger
le-gis-la-tive	leg-is-la-tive
in-ter-pol-ata-ble	in-ter-po-la-ta-ble
chrysal-is	chrys-a-lis
her-bi-cide	herb-i-cide
an-throp-o-mor-phism	an-thro-po-mor-phism
tas-t-y	tast-y
coo-lant	cool-ant
posse	pos-se
gask-et	gas-ket
tou-ris-tic	tour-is-tic
fo-ray	for-ay
dam-per	damp-er
manes	ma-nes
glut-to-nous	glut-ton-ous
wreck-ing	wrecking
disheart-ened	dis-hear-tened
wily	wil-y
gaze-lle	ga-zelle
ta-vern	tav-ern
chi-ropody	chi-rop-o-dy
par-li-a-men-tar-y	par-lia-men-ta-ry
mar-kup	mark-up
wes-ter-ly	west-er-ly
coex-ten-sive	co-ex-ten-sive
ar-riv-al	ar-ri-val
tick-et-ed	ticketed
un-a-dapted	un-a-dapt-ed
pol-y-cyc-lic	pol-y-cy-clic
diverge	di-verge
trans-pond-er	tran-spon-der
chi-v-al-ry	chiv-al-ry
hy-po-crite	hyp-o-crite
pot-a-ble	po-ta-ble
cin-em-a-tog-ra-pher	cin-e-ma-tog-ra-pher
sed-an	se-dan
pad-ded	padded
mis-creant	mis-cre-ant
titled	ti-tled
ni-co-tine	nic-o-tine
de-served-ly	de-serv-ed-ly
em-er-gent	e-mer-gent
feathered	feath-ered
proto-col	pro-to-col
par-li-a-men-tari-an	par-lia-men-tar-i-an
in-con-ve-ni-ence	in-con-ven-ience
feather-ing	feath-er-ing
ge-op-o-lit-i-cal	ge-o-po-lit-i-cal
pos-y	po-sy
me-diev-al	me-di-e-val
an-tithe-sis	an-tith-e-sis
un-feas-i-ble	un-fea-si-ble
fender	fend-er
dur-a-ble	du-ra-ble
em-er-gence	e-mer-gence
flan-ne-lette	flan-nel-ette
dep-o-nent	de-po-nent
men-arche	men-ar-che
hear-thrug	hearth-rug
groom-ing	grooming
xylo-phone	xy-lo-phone
casting	cast-ing
ti-mel-i-ness	time-li-ness
skirm-ish	skir-mish
pals-y	pal-sy
publish	pub-lish
be-wildered	bewildered
quin-ine	qui-nine
her-me-ne-u-t-ic	her-me-neu-tic
re-versi-ble	re-vers-i-ble
un-wear-ied	un-wea-ried
chor-is-t-er	chor-is-ter
mes-sy	mess-y
golfer	golf-er
va-li-ant-ly	val-iant-ly
cal-cium	cal-ci-um
gra-phite	graph-ite
un-developed	un-de-vel-oped
eu-ka-ry-ote	eu-kar-y-ote
nak-ed-ness	na-ked-ness
pre-sence	pres-ence
cat-a-r-act	cat-a-ract
bire-frin-gent	bi-re-frin-gent
prophy-lac-tic	pro-phy-lac-tic
fer-mion	fer-mi-on
pro-tago-n-ist	pro-tag-o-nist
pa-r-en-ter-al	par-en-ter-al
beg-ga-r-y	beg-gar-y
tilde	til-de
ka-r-ate	ka-ra-te
stapler	sta-pler
lul-la-by	lull-a-by
di-ath-er-my	di-a-ther-my
im-por-tu-n-i-ty	im-por-tu-ni-ty
sale-sper-son	sales-per-son
synon-y-mous	syn-on-y-mous
scalene	sca-lene
