Attempt	Real
counter	coun-ter
e-s-planade	es-pla-nade
de-men-t	de-ment
necrop-sy	nec-rop-sy
coura-geous	cou-ra-geous
ran-corous	ran-cor-ous
bluish	blu-ish
s-mug-gling	smuggling
re-mark-ably	re-mark-a-bly
ibis	i-bis
crit-i-cis-m	crit-i-cism
s-cis-sors	scis-sors
green-ery	green-er-y
vol-canic	vol-can-ic
func-tion-al-is-m	func-tion-al-ism
fanci-er	fan-ci-er
plea-sure	pleas-ure
reawak-en	re-a-wak-en
artiste	ar-tiste
cycli-cal	cy-cli-cal
shad-owy	shad-ow-y
liquor	liq-uor
in-duc-t	in-duct
in-es-timable	in-es-ti-ma-ble
re-main-s	re-mains
bur-geon-ing	burgeoning
hectare	hec-tare
newsagen-t	news-a-gent
d-u-al	du-al
weed-s	weeds
d-warfed	dwarfed
con-troller	con-trol-ler
meta-phys-i-cal	met-a-phys-i-cal
skintight	skin-tight
painful-ly	pain-ful-ly
re-uni-fi-ca-tion	re-u-ni-fi-ca-tion
in-spec-t	in-spect
tubu-lar	tu-bu-lar
welder	weld-er
ivy	i-vy
eigen-func-tion	ei-gen-func-tion
navel	na-vel
illiq-uid	il-liq-uid
dis-ar-ma-men-t	dis-ar-ma-ment
warhorse	war-horse
be-fal-l	be-fall
bond-ing	bonding
cater-pil-lar	cat-er-pil-lar
pro-ba-tion-ary	pro-ba-tion-ar-y
awestruc-k	awe-struck
y-owl	yowl
com-mu-nica-tive	com-mu-ni-ca-tive
dis-re-spec-t	dis-re-spect
in-trepid	in-trep-id
radon	ra-don
tu-mul-tuous	tu-mul-tu-ous
mu-nif-i-cen-t	mu-nif-i-cent
over-worked	overworked
s-melt-ing	smelting
temer-i-ty	te-mer-i-ty
un-re-solv-able	un-re-solv-a-ble
omis-sion	o-mis-sion
triglyc-eride	tri-glyc-er-ide
catarac-t	cat-a-ract
d-ab-bing	dab-bing
in-elas-tic	in-e-las-tic
foot-baller	foot-ball-er
mi-cro-farad	mi-cro-far-ad
de-ten-t	de-tent
rock-etry	rock-et-ry
in-sis-tence	in-sist-ence
sub-ur-bia	sub-ur-bi-a
widen	wid-en
owlish	owl-ish
s-tave	stave
radix	ra-dix
aplom-b	a-plomb
unso-cia-ble	un-so-cia-ble
ju-ridi-cal	ju-rid-i-cal
mul-ti-level	mul-ti-lev-el
g-land	gland
co-pra	cop-ra
mut-t	mutt
seashore	sea-shore
busi-nesslike	busi-ness-like
pen-i-ten-tiary	pen-i-ten-tia-ry
grasshop-per	grass-hop-per
s-lick-er	slick-er
om-nipo-ten-t	om-nip-o-tent
over-done	o-ver-done
avoid-ance	a-void-ance
s-tokes	stokes
re-as-sign-men-t	re-as-sign-ment
hori-zon	ho-ri-zon
spencer	spen-cer
wicked	wick-ed
saline	sa-line
pover-ty	pov-er-ty
in-den-t	in-dent
syco-phancy	syc-o-phan-cy
un-bear-ably	un-bear-a-bly
scream-ing	screaming
tele-vised	televised
nougat	nou-gat
pub-lished	published
bassist	bass-ist
chi-canery	chi-can-er-y
io-ta	i-o-ta
ep-ithe-lial	ep-i-the-li-al
milk-shake	milkshake
schoolmistress	school-mis-tress
ref-er-en-t	ref-er-ent
per-jury	per-ju-ry
s-lump	slump
ma-chin-ery	ma-chin-er-y
trainee	train-ee
an-tipodes	an-tip-o-des
ig-no-min-ious	ig-no-min-i-ous
sier-ra	si-er-ra
sar-cas-m	sar-casm
s-able	sa-ble
darter	dart-er
fore-stal-l	fore-stall
fri-able	fri-a-ble
flotil-la	flo-til-la
elec-tri-cal	e-lec-tri-cal
tru-is-m	tru-ism
eeri-ly	ee-ri-ly
cru-ci-for-m	cru-ci-form
e-d-uca-tive	ed-u-ca-tive
sum-mon-s	sum-mons
transcon-ti-nen-tal	trans-con-ti-nen-tal
s-ce-nari-o	sce-nar-i-o
dis-tan-t	dis-tant
readi-ness	read-i-ness
n-ear-sight-ed	near-sight-ed
cloudy	cloud-y
species	spe-cies
enu-mer-a-tion	e-nu-mer-a-tion
choline	cho-line
ex-u-ber-an-t	ex-u-ber-ant
crafty	craft-y
video-taped	videotaped
y-acht-ing	yacht-ing
in-vari-ant	in-var-i-ant
pat-terned	patterned
artistry	art-ist-ry
sub-ter-ranean	sub-ter-ra-ne-an
sec-re-tar-iat	sec-re-tar-i-at
elec-tro-cu-tion	e-lec-tro-cu-tion
ethnog-ra-phy	eth-nog-ra-phy
er-ran-t	er-rant
asi-nine	as-i-nine
school-teacher	school-teach-er
en-force-men-t	en-force-ment
au-to-bah-n	au-to-bahn
in-con-solable	in-con-sol-a-ble
ide-o-log-i-cal-ly	i-de-o-log-i-cal-ly
grad-u-al-is-m	grad-u-al-ism
easy-go-ing	eas-y-go-ing
b-lis-ter	blis-ter
s-tim-u-lat-ing	stim-u-lat-ing
pick-ax-e	pick-axe
in-audi-ble	in-au-di-ble
giblet-s	gib-lets
d-enizen	den-i-zen
s-cam-per	scamp-er
jour-nalese	jour-nal-ese
s-par-ing	spar-ing
mar-keter	mar-ket-er
mono-mi-al	mo-no-mi-al
g-luten	glu-ten
de-liv-er-able	de-liv-er-a-ble
s-can-ner	scan-ner
s-now-stor-m	snow-storm
con-duc-t	con-duct
resin	res-in
body-guard	bod-y-guard
ma-joli-ca	ma-jol-i-ca
co-pro-lite	cop-ro-lite
cameo	cam-e-o
breather	breath-er
in-ter-men-t	in-ter-ment
catholic	cath-o-lic
cra-nial	cra-ni-al
many	man-y
di-eti-tian	di-e-ti-tian
o-vary	o-va-ry
lemon-ade	lem-on-ade
fault-ing	faulting
craven	cra-ven
gale-na	ga-le-na
