Attempt	Real
col-lapsi-ble	col-laps-i-ble
catholic	cath-o-lic
binoc-u-lar	bin-oc-u-lar
pen-i-ten-tiary	pen-i-ten-tia-ry
tele-ol-o-gy	tel-e-ol-o-gy
cowslip	cow-slip
er-bium	er-bi-um
obei-sance	o-bei-sance
avalanche	av-a-lanche
negate	ne-gate
clemen-cy	clem-en-cy
blud-geon	bludg-eon
queasy	quea-sy
capy-bara	cap-y-ba-ra
mossy	mos-sy
tax-able	tax-a-ble
doc-u-men-tary	doc-u-men-ta-ry
telex	tel-ex
duo	du-o
palace	pal-ace
u-n-avoid-able	un-a-void-a-ble
poster	post-er
in-ter-dis-ci-pli-nary	in-ter-dis-ci-pli-nar-y
prefer-ably	pref-er-a-bly
ringlet	ring-let
re-tal-ia-to-ry	re-tal-i-a-to-ry
satire	sat-ire
un-print-able	un-print-a-ble
tri-umphal	tri-um-phal
hack-able	hack-a-ble
delux-e	de-luxe
di-ar-rhea	di-ar-rhe-a
u-n-ac-cept-ably	un-ac-cept-a-bly
moray	mo-ray
con-tention	con-ten-tion
t-ed	ted
shiny	shin-y
shoring	shor-ing
camshaft	cam-shaft
over-view	o-ver-view
spinal	spi-nal
thyris-tor	thy-ris-tor
prepo-si-tion	prep-o-si-tion
brunette	bru-nette
cred-it-wor-thy	cred-it-worth-y
froward	fro-ward
drinker	drink-er
in-elas-tic	in-e-las-tic
midlife	mid-life
ne-ma-tode	nem-a-tode
carotene	car-o-tene
rainy	rain-y
ron-dav-el	ron-da-vel
en-fran-chise-men-t	en-fran-chise-ment
s-tum-bling	stum-bling
cat-a-com-b	cat-a-comb
sub-trop-ic-s	sub-trop-ics
s-port-ing	sport-ing
u-p-lift-ed	uplifted
gleam-ing	gleaming
over-hang	o-ver-hang
sharp-en-er	shar-pen-er
s-toke	stoke
dig-ni-tary	dig-ni-tar-y
bom-bard-men-t	bom-bard-ment
vari-cose	var-i-cose
b-otanist	bot-a-nist
cy-ber-net-ic-s	cy-ber-net-ics
cos-set-ed	cosseted
merid-ion-al	me-rid-i-o-nal
ar-guably	ar-gu-a-bly
s-narl	snarl
balus-ter	bal-us-ter
unswerv-ing	un-swerv-ing
fifty	fif-ty
tableau	tab-leau
phil-an-thropic	phil-an-throp-ic
re-ver-ber-an-t	re-ver-ber-ant
un-reach-able	un-reach-a-ble
bedrock	bed-rock
motet	mo-tet
soli-taire	sol-i-taire
cam-era-man	cam-er-a-man
je-junum	je-ju-num
in-duc-t	in-duct
paramed-i-cal	par-a-med-i-cal
s-can	scan
boa	bo-a
brief-in-g	brief-ing
del-i-ques-cen-t	del-i-ques-cent
pres-i-den-t	pres-i-dent
car-dioid	car-di-oid
tramway	tram-way
neu-ro-science	neu-ro-sci-ence
book-stal-l	book-stall
lethar-gic	le-thar-gic
s-tatis-tic	sta-tis-tic
goulash	gou-lash
in-ces-san-t	in-ces-sant
mer-chan-t	mer-chant
id-io-path-ic	id-i-o-path-ic
glas-nos-t	glas-nost
tonedeaf	tone-deaf
con-tin-gen-t	con-tin-gent
guardian	guard-i-an
s-to-ry-telling	sto-ry-tell-ing
a-gen-t	a-gent
bel-l	bell
taxi-dermy	tax-i-der-my
elo-quence	el-o-quence
pli-er-s	pli-ers
sala-man-der	sal-a-man-der
iso-la-tion-is-m	i-so-la-tion-ism
u-n-avail-ing	un-a-vail-ing
s-tar-lit	star-lit
ex-pi-ra-to-ry	ex-pir-a-to-ry
pedes-tri-an	pe-des-tri-an
thum-b	thumb
wilder-ness	wil-der-ness
de-featist	de-feat-ist
dyad	dy-ad
awash	a-wash
dis-cernible	dis-cern-i-ble
cov-e	cove
pharao-h	phar-aoh
cedil-la	ce-dil-la
c-on-cil-i-ate	con-cil-i-ate
pan-the-is-m	pan-the-ism
back-bencher	back-bench-er
i-n-or-di-nate	in-or-di-nate
neu-tral-is-m	neu-tral-ism
roast-ed	roasted
mor-dan-t	mor-dant
physic-s	phys-ics
abaft	a-baft
biped	bi-ped
swindler	swin-dler
para-dox-i-cal	par-a-dox-i-cal
syco-phancy	syc-o-phan-cy
cleanup	clean-up
l-ynx	lynx
ri-boflavin	ri-bo-fla-vin
geo-chem-istry	ge-o-chem-is-try
con-tac-t	con-tact
lyri-cist	lyr-i-cist
s-take	stake
cornea	cor-ne-a
lithi-um	lith-i-um
in-co-her-en-t	in-co-her-ent
sub-servience	sub-ser-vi-ence
foun-t	fount
ap-praisal	ap-prais-al
supine	su-pine
mod-esty	mod-es-ty
mic-turi-tion	mic-tu-ri-tion
s-lith-er	slith-er
oph-thalmic	oph-thal-mic
at-mo-spher-ic	at-mos-pher-ic
brain-stor-m	brain-storm
stopover	stop-o-ver
com-plaisan-t	com-plai-sant
mendele-vi-um	men-de-le-vi-um
ma-joli-ca	ma-jol-i-ca
pati-na-tion	pat-i-na-tion
tri-adic	tri-ad-ic
ex-tin-guish-men-t	ex-tin-guish-ment
over-ac-tive	o-ver-ac-tive
cara-cal	car-a-cal
drudgery	drudg-er-y
luke-war-m	luke-warm
fa-nati-cis-m	fa-nat-i-cism
pinafore	pin-a-fore
drap-ery	dra-per-y
psy-cho-me-t-ric	psy-cho-met-ric
pho-to-volta-ic	pho-to-vol-ta-ic
pipette	pi-pette
mayfly	may-fly
es-tab-lish-men-t	es-tab-lish-ment
o-belisk	ob-e-lisk
ir-re-solv-able	ir-re-solv-a-ble
mega	meg-a
away	a-way
im-paction	im-pac-tion
aque-ous	a-que-ous
duster	dust-er
puis-san-t	pu-is-sant
i-n-ac-ces-si-ble	in-ac-ces-si-ble
me-te-o-rol-o-gist	me-te-or-ol-o-gist
foolscap	fools-cap
an-t	ant
s-now-man	snow-man
hooky	hook-y
polygamy	po-lyg-a-my
masochist	mas-och-ist
g-land	gland
atom	at-om
